participantID,spr/char,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_hispanic,demographics_education,demographics_reading,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,guess_experiment,wcg_diff_general,linger_rating,volition_explanation,volition,wcg_diff_explanation,wcg_diff_ease,wcg_diff_bored,wcg_diff_tired,wcg_diff_topics,wcg_diff_emotion,wcg_diff_thoughts,open_box,content_attention,content_attention_text,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,DASS21_5_stage_end,DASS21_5_stage_start,RRS_6_stage_end,RRS_6_stage_start,free_association_post_stage_end,free_association_post_stage_start,free_association_pre_stage_end,free_association_pre_stage_start,id_submit_stage_end,id_submit_stage_start,keywords_stage_end,keywords_stage_start,math_stage_end,math_stage_start,postquestionnaire_1_stage_end,postquestionnaire_1_stage_start,postquestionnaire_2_stage_end,postquestionnaire_2_stage_start,postquestionnaire_3_stage_end,postquestionnaire_3_stage_start,postquestionnaire_4_stage_end,postquestionnaire_4_stage_start,postquestionnaire_7_stage_end,postquestionnaire_7_stage_start,questionnaire_comprehension_stage_end,questionnaire_comprehension_stage_start,questionnaire_transportation_stage_end,questionnaire_transportation_stage_start,reading_stage_end,reading_stage_start,spr_time,spr-wcg-break,rt_max,rt_mean,time away (m),focusevents,spr time away (m),wcg time away (m),5D_Q1,5D_Q2,5D_Q8,5D_Q9,5D_Q11,5D_Q13,5D_Q16,5D_Q17,5D_Q18,5D_Q19,5D_Q23,5D_Q25,5D_Q3,5D_Q4,5D_Q5,5D_Q6,5D_Q10,5D_Q12,5D_Q14,5D_Q15,5D_Q20,5D_Q22,5D_Q24,5D_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,mean_sr_pre,mean_rt_pre,mean_sr_pre_30s,mean_rt_pre_30s,mean_sr_post,mean_rt_post,mean_sr_post_30s,mean_rt_post_30s
1013,0.14025968014234738,ZAF,17:57,20-24,F,Right,Y,english,Y,afrikaans,Black,N,4,4,N,5,speed and i would choose vague words that i knew i could easily associate other words with ,meaning,meaning,imagination and cognitive ability to memorize and keep track of information,i felt like using the word chain i used in the first round ,5,"i mentioned random words but looking back at it i mentioned words like book, murder, knife, blood and children which may have unintentionally related to the text",dontknow,i felt a sense of randomness in each task but the story peaked curiosity towards the end although the beginning did confuse me ,1.0,7.0,7.0,4.0,3.0,1.0,,N,,6,1,4,6,3,7,5,1,3,4,1,7,7,52,55,38,0.6190476190476191,0.6043956043956044,0.5428571428571428,1641485433296.0,1641485198424.0,1641485523604.0,1641485433320.0,1641484144252.0,1641483850240.0,1641483163737.0,1641482866229.0,1641482782089.0,1641482775311.0,1641484216381.0,1641484157781.0,1641482846806.0,1641482798265.0,1641484984666.0,1641484640736.0,1641485016881.0,1641484984696.0,1641485097671.0,1641485016905.0,1641485192646.0,1641485097700.0,1641485569695.0,1641485523628.0,1641484640693.0,1641484299670.0,1641484299655.0,1641484216412.0,1641483805875.0,1641483186783.0,619092.0,44365,13642.0,3315.2872928176794,0.0,0.0,0.0,0.0,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,2.880770320490487,3147.3263157894735,2.2532467532467533,2443.1666666666665,2.0827269942436493,3559.9523809523807,2.1374999999999997,3514.0
1015,0.8413434922928165,GBR,15:14,35-39,F,Right,Y,,Y,,White,N,0,6,N,7,I literally put the first thing I could see in my mind,meaning,meaning,Whether the text influenced what words came into your mind after you had read it.,I think I almost tried to not use words/themes that were in the text as I didn't want to have been influenced by the text.  I realised I was coming up with blanks/dead ends a little more the second time as I didn't want to go towards darker themes or water based themes.,7,"It was a very engaging piece of writing, so the themes and ideas definitely lingered, sometimes unintentionally I was going down a darker thought chain as I was typing word associations, but I know that once I noticed this I would try and shake thoughts of the passage from my mind and look for a more positive, cheerful association than the initial word which I am sure is very obvious when all the words are listed together.",both,I was trying to control my thoughts or perhaps finding it harder to control my thoughts. Carrying out the task immediately after such a vivid piece of writing and such strong suggestions was certainly intruding into my free thinking,7.0,3.0,5.0,6.0,7.0,4.0,,N,,7,1,6,7,2,7,5,6,1,3,4,7,7,61,63,47,0.7261904761904762,0.6923076923076923,0.6714285714285714,1641482697418.0,1641482606872.0,1641482739826.0,1641482697424.0,1641481698501.0,1641481404550.0,1641480920385.0,1641480623772.0,1641480487212.0,1641480459749.0,1641481850944.0,1641481704024.0,1641480594728.0,1641480507440.0,1641482224494.0,1641482074918.0,1641482298782.0,1641482224502.0,1641482477075.0,1641482298789.0,1641482602943.0,1641482477097.0,1641482752322.0,1641482739832.0,1641482074909.0,1641481907174.0,1641481907171.0,1641481850949.0,1641481379700.0,1641480936487.0,443213.0,24850,23155.0,4195.923076923077,0.9189333333333334,6.0,0.0,0.0,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,2.3784365839921398,3531.240963855422,2.75,3807.1428571428573,3.0045697577276527,5171.827586206897,4.6,4774.25
1016,0.7343681143808449,ZAF,18:05,20-24,F,Right,Y,,Y,,Black,N,4,9,N,6,"At the first part of the word chain, I thought of the school setting and try coming up with any words related to schooling. The second part was most influence the text after reading.",meaning,equal,I think this experiment is meant to measure the cognitive intelligence levels among participants. ,"Before the text I had to come with my own scenario to draw out the word from. and after reading, my words were influenced by the text",5,I was trying to think about a word or an idea that will drive my word chain but all that was on my mind was Claire underlining the word love on the message for her son. from there most word were coming from the text.,unintentional,"my mind was clear but after reading it was fixated on the scenes from the text. Whenever I tried to think of other word other than from the text, I got blocked. ",7.0,5.0,5.0,7.0,4.0,6.0,nothing,N,not applicable,7,1,7,6,4,7,5,4,2,2,2,6,7,56,60,43,0.6666666666666666,0.6593406593406593,0.6142857142857143,1641486547590.0,1641486344128.0,1641486633449.0,1641486547613.0,1641484496742.0,1641484207368.0,1641483503080.0,1641483209358.0,1641483008389.0,1641482976437.0,1641484672166.0,1641484516089.0,1641483144195.0,1641483050431.0,1641485818779.0,1641485091343.0,1641485936242.0,1641485818805.0,1641486112724.0,1641485936292.0,1641486335956.0,1641486112885.0,1641486667094.0,1641486633473.0,1641485090012.0,1641484793976.0,1641484793737.0,1641484672489.0,1641484156456.0,1641483556176.0,600280.0,50912,20131.0,6250.354166666667,0.41165,4.0,0.0,0.16085,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,21,0.875,1.0,0.75,1.0,2.7796916179059035,6121.673469387755,2.5557142857142856,5039.2,3.5697542049518334,6522.152173913043,4.99399209486166,5871.4
1017,0.772132836115309,GBR,15:34,40-44,F,Right,Y,,Y,,White,N,4,9,N,5,"The first chain game was based purely on what words came to mind. The second chain game felt influenced by the story I read and had a certain narrative that was not intentional, it just came to be.",meaning,meaning,Different associations of words and stories and numbers in relationship to each other,I felt before the text the words were just based purely on association to each other. The game after felt influenced by the text,7,I experienced lingering feeling of the memory of the text passage - it 'got under my skin' as I tend to become very involved in stories that I read - I have quite a vivid imagination when reading so stories come to life in my mind visually and emotionally. This tends to stay with me afterwards,unintentional,"The emotions and memory of the text prior to the second chain game gave more connection to each word as they come to mind. The first chain game felt lacking in any meaning - each word was just an association of the previous word, whereas the second game words felt imbued with an unintentional emotional relationship between each word as they progressed.",5.0,3.0,1.0,6.0,6.0,4.0,,N,,7,1,7,7,3,7,6,6,2,4,3,5,6,61,64,50,0.7261904761904762,0.7032967032967034,0.7142857142857143,1641483867545.0,1641483789891.0,1641483926207.0,1641483867553.0,1641482947740.0,1641482649741.0,1641481830913.0,1641481533672.0,1641481410889.0,1641481404495.0,1641483005374.0,1641482955714.0,1641481498917.0,1641481437508.0,1641483468946.0,1641483231165.0,1641483517641.0,1641483468955.0,1641483625751.0,1641483517649.0,1641483785864.0,1641483625762.0,1641483938610.0,1641483926215.0,1641483231148.0,1641483052200.0,1641483052192.0,1641483005385.0,1641482621378.0,1641481850706.0,770672.0,28363,18138.0,4762.206349206349,0.09893333333333333,4.0,0.0,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,2.600916048237477,5060.118644067797,3.1826530612244897,4019.714285714286,3.1410735166102013,4545.681818181818,3.654450592885375,2718.3
1020,0.7041856608748799,ZAF,17:35,55-59,M,Left,Y,,Y,,MORE,N,1,10,N,6,I used words that seem related to each other,meaning,equal,Assess my cognitive ability,The before game I felt I was somewhat struggling for words but the after reading the text I relied on the fresh words I remembered reading and it was a lot easier type out words.,5,"I was captivated by the text and found it somewhat engaging however, it did not affect me emotionally where I would become distraught by such tragic events.",intentional,"I felt intrigued by what I read and it definitely peaked my interest. The experience for me was that it is a story that I am reading and just trying to remember as much of the text as I possibly can. Hence, the reason why I did not feel emotionally involved in the story. For me it was a matter of facts I neede to remember.",7.0,4.0,1.0,5.0,3.0,5.0,No feedback,N,,6,2,6,6,2,6,5,4,2,2,2,4,6,51,53,41,0.6071428571428571,0.5824175824175825,0.5857142857142857,1641484718983.0,1641484455176.0,1641484834755.0,1641484718987.0,1641482572434.0,1641482281174.0,1641481387656.0,1641481095631.0,1641480831279.0,1641480816139.0,1641482778418.0,1641482579586.0,1641480989958.0,1641480878538.0,1641483616780.0,1641483258228.0,1641483880935.0,1641483616787.0,1641484029917.0,1641483880940.0,1641484447820.0,1641484029926.0,1641484877456.0,1641484834759.0,1641483258219.0,1641482923611.0,1641482923608.0,1641482778422.0,1641482208249.0,1641481434861.0,773388.0,72925,13086.0,5825.52427184466,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,2.9913245597939477,5936.16,2.548181818181818,5533.6,4.621217052512704,5769.384615384615,4.529999999999999,5615.0
1021,0.681516763057172,GBR,15:26,60-64,M,Right,Y,,Y,,White,N,3,10,N,5,,meaning,meaning,Attention to dtail of text and if it influenced your word choices.,none,3,I assumed the expectation was that the text would influence words chosen so didn;t think about the text only the word.,neither,It became boring as it was a repetition of the previous task.,1.0,2.0,1.0,1.0,1.0,4.0,,N,,6,1,6,6,6,5,3,7,1,2,1,5,5,48,54,38,0.5714285714285714,0.5934065934065934,0.5428571428571428,1641483154803.0,1641483029654.0,1641483218426.0,1641483154810.0,1641482294669.0,1641481999457.0,1641481253677.0,1641480960315.0,1641480826513.0,1641480812790.0,1641482375438.0,1641482309000.0,1641480923955.0,1641480852566.0,1641482861877.0,1641482700281.0,1641482887647.0,1641482861887.0,1641482951900.0,1641482887655.0,1641483025030.0,1641482951910.0,1641483232372.0,1641483218434.0,1641482700264.0,1641482460346.0,1641482460337.0,1641482375445.0,1641481963538.0,1641481284911.0,678627.0,35919,14165.0,4054.2027027027025,0.0,0.0,0.0,0.0,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,2.1741805813234385,4159.597222222223,1.957142857142857,4039.5714285714284,2.4063677063677065,4040.5675675675675,2.559183673469388,3836.285714285714
1022,0.8395902643926666,ZAF,18:00,35-39,F,Right,Y,,Y,,White,N,4,10,N,5,free thought ,meaning,meaning,memory and mental processes,Before the words were more generalised and varied sipping over more topics. After tended more towards 'story type' themes.,7,The text was just fresh in my mind - in one part of my mind I was still trying to work out what was happening between Claire and Stuart over the course of the story.,neither,The second time I felt my mind go blank a bit more often and sometimes struggled to have a word follow on from the previous. I think because in the second round the words didn't jump from subject to subject quite as often.,1.0,1.0,1.0,4.0,1.0,4.0,,N,,7,1,7,7,3,7,5,7,5,1,1,6,5,59,62,48,0.7023809523809523,0.6813186813186813,0.6857142857142857,1641485471080.0,1641485342672.0,1641485567331.0,1641485471128.0,1641484380162.0,1641484082939.0,1641483422858.0,1641483125610.0,1641482953158.0,1641482938063.0,1641484472683.0,1641484398200.0,1641483077367.0,1641482987660.0,1641484961886.0,1641484775127.0,1641485042571.0,1641484961909.0,1641485131591.0,1641485042589.0,1641485335326.0,1641485131613.0,1641485583745.0,1641485567349.0,1641484775094.0,1641484549274.0,1641484549263.0,1641484472703.0,1641484046644.0,1641483453244.0,593400.0,36295,14009.0,3947.7960526315787,0.006216666666666666,2.0,0.0,0.0,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,20,0.8333333333333334,0.75,0.9166666666666666,1.0,3.206094310451453,4168.492957746479,3.0522727272727272,3176.5,2.195377290965526,3750.4375,2.5235690235690234,2940.8
1023,0.23648713888694153,GBR,15:31,30-34,M,Right,Y,,Y,,Black,N,2,10,N,4,none,meaning,meaning,how a story can prime your mind,mid was more fuzzy,4,i felt i would have to remember it and my memory is pretty bad. Random images flickered through my mind with no way of stopping them,both,less focused my mind felt more like it was a series of images,4.0,3.0,2.0,2.0,1.0,5.0,,N,,4,2,5,5,4,5,3,5,4,1,1,2,3,40,44,35,0.47619047619047616,0.4835164835164835,0.5,1641483322792.0,1641483252737.0,1641483349687.0,1641483322801.0,1641482523999.0,1641482226854.0,1641481103581.0,1641480806371.0,1641480687797.0,1641480671156.0,1641482807671.0,1641482770022.0,1641480755475.0,1641480731124.0,1641483157099.0,1641483065756.0,1641483170412.0,1641483157110.0,1641483209355.0,1641483170419.0,1641483250363.0,1641483209366.0,1641483354943.0,1641483349696.0,1641483065735.0,1641482850870.0,1641482850865.0,1641482807680.0,1641482204755.0,1641481316569.0,888186.0,22099,15176.0,3614.60843373494,0.2296,6.0,0.0,0.07266666666666667,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,12,0.5,0.4166666666666667,0.5833333333333334,1.0,3.3364704184704186,3601.2289156626507,2.9042929292929296,2939.8888888888887,3.2126545676545675,3658.682926829268,3.7965909090909093,2844.7
1024,0.7611289205780057,GBR,16:18,25-29,F,Right,Y,,Y,,White,N,5,9,N,4,just reading the flashing up word (that id written) and thinking about what i associaze with that,meaning,meaning,id forgotten at this point but earlier i thought maybe youre seeing how the story affects the tone of our word chains,"well the starting point was different, i was thinking more darkly and uncomfortably",6,"mostly the feeling lingered for the word game - it inspired the first word, which then of course leads to a darker rabbit hole at least initially, especially when one still feels uncomfortable etc",both,what i wrote previously,1.0,1.0,1.0,6.0,5.0,5.0,"thank you so much for telling us what story that was, otherwise it would drive me mad",N,,7,1,3,7,2,7,5,4,1,3,2,4,4,48,50,40,0.5714285714285714,0.5494505494505495,0.5714285714285714,1641482711597.0,1641482614469.0,1641482763246.0,1641482711602.0,1641481931751.0,1641481634818.0,1641480969253.0,1641480673918.0,1641480535895.0,1641480525598.0,1641482013566.0,1641481942565.0,1641480629004.0,1641480564846.0,1641482460512.0,1641482268608.0,1641482499129.0,1641482460518.0,1641482561577.0,1641482499139.0,1641482608808.0,1641482561583.0,1641482790518.0,1641482763255.0,1641482268594.0,1641482090536.0,1641482090530.0,1641482013575.0,1641481609200.0,1641480994349.0,614851.0,25618,11260.0,3846.269230769231,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,2.399115257037335,3750.1,3.59,2728.7,2.4111060368203225,3958.4666666666667,4.801098901098901,3343.714285714286
1026,0.8255005099497369,GBR,15:13,30-34,F,Right,Y,,Y,,White,N,5,8,N,4,link meanings/use the word that pops into my head,meaning,meaning,memory,no difference,3,"I was not linking to the text consciously although now I realise my first word was river so that could have been influenced by the text, but I don't think the rest of the chain was",neither,The second time I took more time thinking of the next word as I realised I had longer than I had initially thought,4.0,5.0,1.0,2.0,1.0,6.0,,N,,3,1,2,4,3,5,2,1,2,1,1,3,5,30,33,22,0.35714285714285715,0.3626373626373626,0.3142857142857143,1641482341175.0,1641482271209.0,1641482390498.0,1641482341180.0,1641481682642.0,1641481394416.0,1641480917064.0,1641480621272.0,1641480525648.0,1641480520494.0,1641481750854.0,1641481691971.0,1641480596759.0,1641480543199.0,1641482128929.0,1641482009234.0,1641482148447.0,1641482128941.0,1641482207538.0,1641482148453.0,1641482267120.0,1641482207550.0,1641482399312.0,1641482390507.0,1641482009226.0,1641481813518.0,1641481813511.0,1641481750859.0,1641481366791.0,1641480935553.0,431238.0,27625,30799.0,5084.906779661017,0.00045,4.0,0.0,0.0,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,0.9166666666666666,0.8333333333333334,1.0,1.0,2.4504368964368966,3891.012987012987,2.5286324786324785,3319.1111111111113,2.647453753975493,7691.2307692307695,3.4869565217391307,9838.333333333334
1027,0.641303345852756,GBR,15:23,60-64,F,Right,Y,,Y,,White,N,4,9,N,7,none,none,none,how reading a text can evoke  emotions which affect the word chain,more tedious the first time ,5,it affected the initial word and the rest were connected to the text,intentional,Easier to find words the second time as was based on the text just read and the emotional response produced by it,6.0,6.0,1.0,6.0,6.0,1.0,,N,,7,1,6,7,5,7,5,2,1,1,1,6,6,50,55,38,0.5952380952380952,0.6043956043956044,0.5428571428571428,1641483123714.0,1641483010556.0,1641483190043.0,1641483123733.0,1641482022930.0,1641481728188.0,1641481049571.0,1641480754569.0,1641480569722.0,1641480511844.0,1641482217875.0,1641482030874.0,1641480714502.0,1641480634156.0,1641482811260.0,1641482554600.0,1641482854252.0,1641482811290.0,1641482914010.0,1641482854274.0,1641483004907.0,1641482914038.0,1641483202407.0,1641483190068.0,1641482554580.0,1641482300170.0,1641482300155.0,1641482217892.0,1641481693654.0,1641481100083.0,593571.0,34534,23803.0,8219.945205479453,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,2.2990581400024124,7500.85,2.983333333333333,8314.0,4.360210479175996,9364.03125,5.233333333333333,9445.0
1028,0.6734058014660822,ZAF,17:33,25-29,M,Right,Y,,Y,,Black,N,1,8,N,5,just random words ,none,none,i have no idea,there where no differances,5,i felt weirded out on how it ended so i ignored it,dontknow,i felt spaced out a bit coming up with words ,1.0,5.0,2.0,1.0,4.0,4.0,,N,,4,3,1,7,4,7,6,7,4,1,2,5,5,52,56,42,0.6190476190476191,0.6153846153846154,0.6,1641483725342.0,1641483590925.0,1641483784388.0,1641483725355.0,1641482617645.0,1641482322843.0,1641481434197.0,1641481141609.0,1641480915814.0,1641480878338.0,1641482878361.0,1641482643269.0,1641481074007.0,1641480971912.0,1641483408839.0,1641483198525.0,1641483437454.0,1641483408857.0,1641483482135.0,1641483437466.0,1641483585086.0,1641483482151.0,1641483807259.0,1641483784402.0,1641483198489.0,1641482947133.0,1641482947123.0,1641482878378.0,1641482287127.0,1641481468533.0,818594.0,35716,28168.0,6000.56,0.07478333333333334,2.0,0.0,0.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,2.527577681577682,6000.48,3.62,5626.2,2.9191949894077553,6115.265306122449,2.5946969696969697,4907.0
1030,0.7534386916926713,GBR,15:17,25-29,F,Right,Y,,Y,,White,N,5,9,N,7,None - I freely associated,meaning,meaning,"Basic recall/cognition before reading an emotive text, and following reading said text, examining whether the content of the story evokes a more emotional response, as reflected in the recall measure.",My words started off with how I was feeling following the text (intrigue etc),7,"At first my words were influenced by the text and throughout the themes of my words went back there, e.g. known, unknown etc. However I was able to spontaneously consider other words that freely came to mind too, such as god, jesus, bananas.",both,"I felt more confused in the sense that I wanted to know how the story ended, and this preoccupied my mind.",4.0,1.0,1.0,5.0,7.0,4.0,,N,,7,1,7,7,1,7,5,7,1,1,1,5,3,52,53,44,0.6190476190476191,0.5824175824175825,0.6285714285714286,1641482528124.0,1641482455609.0,1641482563161.0,1641482528128.0,1641481959022.0,1641481663012.0,1641481219061.0,1641480921889.0,1641480848525.0,1641480842814.0,1641482005766.0,1641481973100.0,1641480900416.0,1641480863135.0,1641482338856.0,1641482219253.0,1641482359005.0,1641482338863.0,1641482408125.0,1641482359011.0,1641482451731.0,1641482408131.0,1641482570105.0,1641482563168.0,1641482219245.0,1641482050323.0,1641482050320.0,1641482005771.0,1641481643683.0,1641481237316.0,406367.0,19329,14231.0,2371.6600790513835,0.0,0.0,0.0,0.0,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,2.8008622802759793,2448.8278688524592,2.722723337268792,2532.5454545454545,2.533289955658377,2310.6356589147285,3.8451659451659452,3187.222222222222
1031,0.705110662538863,CAN,09:32,25-29,F,Right,Y,,Y,,White,N,1,8,N,7,meanings of words and what they bring to mind,meaning,meaning,not sure,"None, I started with an irrelevant work to the story",3,I thought of the story a couple times but focusedon the words I had going in the game,unintentional,It felt like going back to the word game after reading the story was more boring and uninteresting,4.0,7.0,1.0,2.0,2.0,1.0,,N,,5,3,4,7,1,6,5,4,1,2,1,6,4,48,49,38,0.5714285714285714,0.5384615384615384,0.5428571428571428,1641483444276.0,1641483386162.0,1641483472822.0,1641483444282.0,1641482708520.0,1641482414530.0,1641481668132.0,1641481537327.0,1641481260883.0,1641481251944.0,1641482904508.0,1641482714876.0,1641481341422.0,1641481301154.0,1641483265515.0,1641483145965.0,1641483290102.0,1641483265525.0,1641483324996.0,1641483290108.0,1641483383632.0,1641483325057.0,1641483488851.0,1641483472830.0,1641483145955.0,1641482959016.0,1641482958984.0,1641482904514.0,1641482389384.0,1641481777339.0,612045.0,25146,169229.0,5941.049504950495,3.1568666666666667,18.0,0.2553166666666667,0.5611166666666667,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,2.011766701766702,6949.317073170731,,,2.618914092443504,5171.5344827586205,3.4,2930.4
1032,0.7418092289188867,GBR,15:22,18-19,M,Right,Y,,Y,,White,N,1,7,N,7,Nothing; I just wrote what I first thought,meaning,meaning,Our memory and how much information we can recall after doing different tasks.,I felt a lot more solemn after reading the text.,6,"When thinking of words, sometimes the text popped into mind and the events in it. If I said river, while I may have initially then thought of 'water' and then 'drink' the result of reading the text instead made me think of 'drowning' and 'murder'.",unintentional,"I felt more motivated to think of words and everything came a lot easier to my mind. In the first word game, I struggled to think of words and nothing was really coming to mind, but the text opened my mind to different ways of interpreting things, usually those beyond a base level so I wouldn't just think 'water' about the word 'river' but rather what could happen in a river, like fishing or murder.",6.0,1.0,1.0,7.0,7.0,1.0,,N,,6,1,3,6,3,7,5,7,4,1,1,2,6,49,52,41,0.5833333333333334,0.5714285714285714,0.5857142857142857,1641482987884.0,1641482929176.0,1641483029371.0,1641482987889.0,1641482191481.0,1641481894504.0,1641481346722.0,1641481051902.0,1641480981899.0,1641480970182.0,1641482284475.0,1641482200278.0,1641481020004.0,1641480996059.0,1641482743428.0,1641482540185.0,1641482762099.0,1641482743433.0,1641482823595.0,1641482762103.0,1641482924980.0,1641482823601.0,1641483038971.0,1641483029376.0,1641482540179.0,1641482337431.0,1641482337428.0,1641482284479.0,1641481872951.0,1641481370701.0,502250.0,21553,18216.0,3773.7169811320755,0.27153333333333335,10.0,0.0,0.0,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,18,0.75,0.75,0.75,1.0,2.803756890917708,3448.448275862069,3.156387591328303,2636.6363636363635,3.111217906134786,4166.75,4.461477743271222,3635.75
1033,0.6298110591755591,GBR,15:23,25-29,F,Right,Y,,N,,White,N,3,10,N,7,looked around my living room and went from there,equal,equal,"I'm not sure, maybe what the brain associates after reading something to do with crime?",,5,just remembering the fact they left the body and the potential spousal abuse,unintentional,i enjoyed it,4.0,2.0,2.0,3.0,3.0,2.0,,N,,7,1,6,7,4,7,4,7,1,2,1,5,4,52,56,43,0.6190476190476191,0.6153846153846154,0.6142857142857143,1641483037426.0,1641482882984.0,1641483128639.0,1641483037433.0,1641482289976.0,1641481992066.0,1641481383626.0,1641481085953.0,1641480932792.0,1641480920969.0,1641482371063.0,1641482301629.0,1641481057837.0,1641480949916.0,1641482782372.0,1641482597688.0,1641482806707.0,1641482782380.0,1641482849086.0,1641482806713.0,1641482878088.0,1641482849093.0,1641483138643.0,1641483128645.0,1641482597679.0,1641482436767.0,1641482436763.0,1641482371070.0,1641481971237.0,1641481411905.0,559332.0,20829,26567.0,2830.2783018867926,0.19645,4.0,0.0,0.0,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,2.4703238130916705,2647.592920353982,2.1976923076923076,2081.6923076923076,2.506360979750925,3061.3469387755104,2.556300505050505,2188.3333333333335
1034,0.7843287514944922,GBR,15:26,20-24,F,Right,Y,,Y,,White,N,4,4,N,3,,meaning,meaning,Whether reading a passage influences word association,I used a word from the passage whereas before I came up with one on my own,3,I used it to help me come up with a word,intentional,I used more of what was in the passage but still managed to incorporate words from my first word chain,2.0,1.0,1.0,5.0,1.0,3.0,,N,,4,1,2,4,5,4,1,3,2,1,1,2,2,27,32,23,0.32142857142857145,0.3516483516483517,0.32857142857142857,1641483098973.0,1641483027036.0,1641483141885.0,1641483098976.0,1641482368534.0,1641482075797.0,1641481461867.0,1641481169242.0,1641480984725.0,1641480964449.0,1641482526715.0,1641482378936.0,1641481136015.0,1641481023505.0,1641482899398.0,1641482788206.0,1641482936911.0,1641482899403.0,1641482970302.0,1641482936916.0,1641483023064.0,1641482970309.0,1641483148588.0,1641483141895.0,1641482788199.0,1641482599845.0,1641482599843.0,1641482526719.0,1641482041940.0,1641481478056.0,563884.0,33857,33536.0,6000.21,0.1299,4.0,0.0,0.0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,3.332254584495964,5126.051724137931,4.122767857142857,3405.875,2.906975108225108,7317.341463414634,6.072619047619048,5673.5
