word,section_index
deadbody,-1.0
created,-1.0
false,-1.0
rehearsal,-1.0
rayman,-1.0
nourish,-1.0
garnet,-1.0
parlour,-1.0
venusian,-1.0
believes,-1.0
horcrux,-1.0
blinking,-1.0
2024,-1.0
voters,-1.0
belwo,-1.0
hysterical,-1.0
shooter,-1.0
violins,-1.0
ambient,-1.0
marmamlade,-1.0
fastlastblastcastmast,-1.0
flexure,-1.0
infinix,-1.0
divingboard,-1.0
confusion,-1.0
kelt,-1.0
disembarkation,-1.0
dependant,-1.0
trump,-1.0
southamerica,-1.0
bariatric,-1.0
erro,-1.0
mitt,-1.0
live show,-1.0
neath,-1.0
radiators,-1.0
tuba,-1.0
bathroom,3.3333333333333335
drag,-1.0
salutations,-1.0
dedicate,-1.0
summber,-1.0
erebus,-1.0
bamble,-1.0
hmm,-1.0
sleazy,-1.0
seeks,-1.0
srupid,-1.0
neural,-1.0
cliff,-1.0
normality,-1.0
slaps,-1.0
home,-1.0
cortizol,-1.0
jed,-1.0
sam,-1.0
mug,-1.0
portals,-1.0
mending,-1.0
xines,-1.0
epa,-1.0
fiscal,-1.0
shang-chi,-1.0
derive,-1.0
consumer,-1.0
bellow,-1.0
arranger,-1.0
juniper,-1.0
magnet,-1.0
perceive,-1.0
wetfood,-1.0
paperclip,-1.0
cartilege,-1.0
genteel,-1.0
homie,-1.0
responder,-1.0
tooth,-1.0
self-help,-1.0
crafts,-1.0
oh,2.0
worker,-1.0
ollie,-1.0
quicker,-1.0
timetravelling,-1.0
compulsive,-1.0
vote,-1.0
grandparents,-1.0
scabies,-1.0
animations,-1.0
loyalist,-1.0
madelaine,-1.0
redundancy,-1.0
root beer,-1.0
fief,-1.0
product,-1.0
e,-1.0
catan,-1.0
wintery,-1.0
ffreeze,-1.0
goddess,-1.0
steppe,-1.0
blu ray,-1.0
misconstrued,-1.0
peter parker,-1.0
anger,-1.0
knock,-1.0
absolution,-1.0
raspberries,-1.0
anti,-1.0
gallifrey,-1.0
raised platform,-1.0
whining,-1.0
tonardo,-1.0
furnace,-1.0
burritos,-1.0
amusement park,-1.0
lei,-1.0
preacher,-1.0
lambuginny,-1.0
conditional,-1.0
squirrel,-1.0
harmony,-1.0
digest,-1.0
mint,-1.0
reaches,-1.0
kar,-1.0
kinky,-1.0
bridgerton,-1.0
polarization,-1.0
phalange,-1.0
departs,-1.0
downward,-1.0
bellcurve,-1.0
mocha,-1.0
hannaka,-1.0
ate,-1.0
pulley,-1.0
thwart,-1.0
calming,-1.0
liberia,-1.0
duracell,-1.0
extroversion,-1.0
macht,-1.0
annointing,-1.0
angioplasty,-1.0
fiery,-1.0
icecap,-1.0
absurd,-1.0
nourishment,-1.0
beachfront,-1.0
pauses,-1.0
dodo,-1.0
flipper,-1.0
ironman,-1.0
molten,-1.0
concerts,-1.0
oop,-1.0
necessary,-1.0
earphones,-1.0
wieners,-1.0
mlb,-1.0
woody,-1.0
shit,-1.0
flam,-1.0
sweer,-1.0
recreationalhall,-1.0
clairvoyance,-1.0
shojo,-1.0
mommy,-1.0
testtube,-1.0
nots,-1.0
rutabega,-1.0
tkingdom,-1.0
devalued,-1.0
niblings,-1.0
valve,-1.0
asexual,-1.0
visited,-1.0
macoronitime,-1.0
chin,-1.0
highlights,-1.0
odontology,-1.0
gof,-1.0
headphone,-1.0
graffiti,-1.0
murdre,-1.0
or,6.333333333333333
assistance,-1.0
mirrior,-1.0
nuckle,-1.0
guideline,-1.0
throne,-1.0
camouflage,-1.0
inebriated,-1.0
elderberry,-1.0
dampen,-1.0
infatuated,-1.0
macintosh,-1.0
sixe,-1.0
hank,-1.0
upsetting,-1.0
sockx,-1.0
fly,0.0
overjoyed,-1.0
pointe,-1.0
unifrm,-1.0
plies,-1.0
sequre,-1.0
challenger,-1.0
panle,-1.0
pop,-1.0
manmade,-1.0
microchip,-1.0
illustrate,-1.0
complacent,-1.0
gentlemen,-1.0
snowdrops,-1.0
drivetowards,-1.0
crappy,-1.0
lawnmowers,-1.0
wrk,-1.0
waere,-1.0
numbertwo,-1.0
enjoyment,-1.0
laek,-1.0
coolaid,-1.0
wiseman,-1.0
dart,-1.0
cash,-1.0
heartbeating,-1.0
plantdirtwater,-1.0
canoe,-1.0
becoming,-1.0
focussed,-1.0
myocarditis,-1.0
hoteleatery,-1.0
pasttime,-1.0
pillbug,-1.0
bever,-1.0
footloose,-1.0
ham,-1.0
hypothermia,-1.0
tricky,-1.0
luscious,-1.0
consistent,-1.0
installing,-1.0
neurologist,-1.0
limbs,-1.0
nutrigrain,-1.0
splits,-1.0
ender,-1.0
tory,-1.0
motorsport,-1.0
supergrass,-1.0
bonny,-1.0
degradation,-1.0
biter,-1.0
dosk,-1.0
nephews,-1.0
gmos,-1.0
mewl,-1.0
forceful,-1.0
sax,-1.0
trinity,-1.0
shakey,-1.0
grog,-1.0
avail,-1.0
dating,-1.0
barry,-1.0
antique,-1.0
titles,-1.0
mist,-1.0
tickling,-1.0
warping,-1.0
sculpture,-1.0
subha,-1.0
scratcher,-1.0
hair bow,-1.0
peabody,-1.0
milkyway,-1.0
induction,-1.0
minecraft,-1.0
acquittal,-1.0
scarab,-1.0
shotgun,-1.0
dirtbike,-1.0
import,-1.0
hotmail,-1.0
zombiw,-1.0
notes,-1.0
messi,-1.0
margo,-1.0
swans,-1.0
recommendation,-1.0
vole,-1.0
incense,-1.0
circuits,-1.0
thinmint,-1.0
prequel,-1.0
moni,-1.0
alexis,-1.0
swarovski,-1.0
paints,-1.0
melted,-1.0
paracetamol,-1.0
grue,-1.0
conduit,-1.0
miser,-1.0
flared,-1.0
megalo,-1.0
collaborations,-1.0
brrom,-1.0
champagne,-1.0
datesa,-1.0
sportsbra,-1.0
munificence,-1.0
nontainted,-1.0
transmit,-1.0
molds,-1.0
bloodstream,-1.0
viewers,-1.0
recommed,-1.0
misunderstandings,-1.0
apls,-1.0
displace,-1.0
chloraform,-1.0
volunteers,-1.0
adrineline,-1.0
algrebra,-1.0
sleeping bag,-1.0
bunny,-1.0
cruse,-1.0
authority,-1.0
probably,10.0
kudzu,-1.0
voltaic,-1.0
burnett,-1.0
daybug,-1.0
texting,-1.0
showgirls,-1.0
tie-dye,-1.0
sanctum,-1.0
behavior,-1.0
fassion,-1.0
listless,-1.0
torsion,-1.0
fruit,-1.0
new,0.0
lavender,7.0
hiss,-1.0
quasi,-1.0
loadedfries,-1.0
natural number,-1.0
fak,-1.0
ambolance,-1.0
cooks,-1.0
egality,-1.0
vistors,-1.0
zebra,-1.0
deeper,-1.0
philomanjaro,-1.0
anastasia,-1.0
noth,-1.0
digger,-1.0
gnarly,-1.0
igor,-1.0
corps,-1.0
diversions,-1.0
dregsswimlake,-1.0
printed,-1.0
gonad,-1.0
graveyard,-1.0
inspired,-1.0
outsourcing,-1.0
uncooperative,-1.0
brie,-1.0
giraffe,-1.0
chickadee,-1.0
wildfire,-1.0
californium,-1.0
equal,-1.0
mojitos,-1.0
assignment,-1.0
ob,-1.0
barge,-1.0
caqvbin,-1.0
goggles,-1.0
congealed,-1.0
applecidar,-1.0
coast,-1.0
lengt,-1.0
ratify,-1.0
ceramic,-1.0
oled,-1.0
gaussian,-1.0
reptilian,-1.0
duck,-1.0
ally,-1.0
citrus,-1.0
wishing,-1.0
baguette,-1.0
overalls,-1.0
ridely,-1.0
stpatricks,-1.0
traitorous,-1.0
nextyear,-1.0
avaliable,-1.0
plummet,-1.0
strike,-1.0
americano,-1.0
deductible,-1.0
valcono,-1.0
aderenaline,-1.0
powerball,-1.0
balk,-1.0
fraudulant,-1.0
wheelchair,-1.0
sausage,-1.0
conserve,-1.0
guidance,-1.0
cybertruck,-1.0
oils,-1.0
curlicue,-1.0
ravine,-1.0
finalfrontier,-1.0
flatulant,-1.0
cinch,-1.0
collagen,-1.0
suspicioun,-1.0
cognitive,-1.0
county,-1.0
moonlight,-1.0
oppose,-1.0
weat,-1.0
burnished,-1.0
incineration,-1.0
afro,-1.0
tightrope,-1.0
yeeba,-1.0
enclave,-1.0
waken,-1.0
feature,-1.0
shortcake,-1.0
zits,-1.0
weiner,-1.0
miscarriage,-1.0
wi,-1.0
taco,-1.0
antibodies,-1.0
seeking,-1.0
backwater,-1.0
nudge,-1.0
contrails,-1.0
away,4.666666666666667
hofbrau,-1.0
afoot,-1.0
electriccar,-1.0
harder,-1.0
mansion,-1.0
marionette,-1.0
terse,-1.0
occurred,10.0
selling,-1.0
ethicalcoclusions,-1.0
odors,-1.0
persevere,-1.0
milk#,-1.0
pancake,-1.0
lucy,-1.0
hoverboard,-1.0
chipmunks,-1.0
nola,-1.0
inpressionable,-1.0
requirements,-1.0
auricle,-1.0
talk hot tub,-1.0
brain,-1.0
gyatt,-1.0
prepate,-1.0
grumpy,-1.0
modern,-1.0
ballot,-1.0
defame,-1.0
forlorn,-1.0
fresco,-1.0
loack,-1.0
videocd,-1.0
polymath,-1.0
aggravation,-1.0
mewtso,-1.0
cornwall,-1.0
confection,-1.0
fieri,-1.0
rapscallion,-1.0
contraband,-1.0
overpowering,-1.0
tokyo,-1.0
forces,-1.0
spacetravel,-1.0
marijuana,-1.0
muslims,-1.0
idiots,-1.0
woken,1.0
widower,-1.0
stammer,-1.0
colorado,-1.0
trousers,-1.0
kudos,-1.0
lineage,-1.0
tilling,-1.0
weaves,-1.0
dofa,-1.0
umbrella,-1.0
voldemort,-1.0
licking,-1.0
demonstration,-1.0
fust,-1.0
drawer,-1.0
standsit,-1.0
smidgeon,-1.0
dense,-1.0
fishingpole,-1.0
hada,-1.0
scaly,-1.0
jordan,-1.0
domination,-1.0
snorkelling,-1.0
exquisitive,-1.0
darker,2.0
frying,-1.0
chanel,-1.0
hardy,-1.0
unis,-1.0
casually,-1.0
self-expression,-1.0
telegraph,-1.0
pvc,-1.0
refine,-1.0
codesmith,-1.0
bedframe,-1.0
penpaper,-1.0
gusty,-1.0
olives,-1.0
whay,-1.0
cardiac,-1.0
guinness,-1.0
naproxen,-1.0
fugitive,-1.0
certainly,7.0
sultry,-1.0
desparte,-1.0
nurses,-1.0
oat,-1.0
playoffs,-1.0
ice house,-1.0
crabs,-1.0
trike,-1.0
chester,-1.0
pancho,-1.0
flop,-1.0
illuminate,-1.0
athletics,-1.0
nocturnal,-1.0
cupholder,-1.0
yest,-1.0
corbyn,-1.0
owed,-1.0
orangutan,-1.0
togethe,-1.0
spinaches,-1.0
transform,-1.0
peak,-1.0
iwas,-1.0
journey,-1.0
d- position,-1.0
sledding,-1.0
lode,-1.0
curious,-1.0
gasp,-1.0
cirlce,-1.0
dodging,-1.0
bells,-1.0
guess,-1.0
extent,-1.0
abstraction,-1.0
ambitious,-1.0
garag,-1.0
vicepresident,-1.0
oak,-1.0
recreation,-1.0
tanning,-1.0
albatros,-1.0
polkasalsatoppot,-1.0
bullet,-1.0
associates,-1.0
vapors,-1.0
timw,-1.0
hoseok,-1.0
toxic,-1.0
intention,-1.0
peregrine,-1.0
grabage,-1.0
inspiring,-1.0
pone,-1.0
degrassi,-1.0
beech,-1.0
marine,-1.0
haze,-1.0
st.patricksday,-1.0
bittersweet,-1.0
weather,-1.0
net,-1.0
ways,-1.0
sutmp,-1.0
discuss,-1.0
pericarditis,-1.0
stephen,-1.0
icebergs,-1.0
cube,-1.0
love,-1.0
putin,-1.0
blankets,-1.0
mormon,-1.0
highheels,-1.0
concept,-1.0
manatee,-1.0
bazooka,-1.0
capaciter,-1.0
sandals,-1.0
lighte,-1.0
selection,-1.0
semester,-1.0
paced,-1.0
ffast,-1.0
breast,-1.0
coldhearted,-1.0
gracefully,6.0
omens,-1.0
carried,-1.0
distaste,-1.0
prizes,-1.0
sincerity,-1.0
kungfu,-1.0
gladiator,-1.0
mussels,-1.0
infatuation,-1.0
collaboration,-1.0
growing,-1.0
breaks,-1.0
foodwarmer,-1.0
pollinate,-1.0
blueprints,-1.0
clorine,-1.0
swum,-1.0
cauldron,-1.0
migrate,-1.0
staff,-1.0
jock,-1.0
cycling,-1.0
alcoholism,-1.0
porcupine,-1.0
cheater,-1.0
centrefold,-1.0
braver,-1.0
cartographers,-1.0
unplanned,-1.0
predicts,-1.0
seven,-1.0
opression,-1.0
grilled,-1.0
abused,-1.0
automobile,-1.0
farts,-1.0
meatless,-1.0
roblox,-1.0
buckler,-1.0
undertone,-1.0
later,-1.0
haste,-1.0
ancestry,-1.0
runny,-1.0
gtomega,-1.0
tiramisu,-1.0
chapstick,-1.0
gristedes,-1.0
wrod,-1.0
indonesia,-1.0
tsar,-1.0
winston,-1.0
homophobic,-1.0
bowtie,-1.0
pianiwt,-1.0
seventeenth,-1.0
offline,-1.0
fraternity,-1.0
termite,-1.0
simulate,-1.0
reprecussions,-1.0
isfun,-1.0
sanction,-1.0
transformer,-1.0
surprise,-1.0
enforecement,-1.0
legacy,-1.0
choose,-1.0
elephants,-1.0
deploy,-1.0
clasping,-1.0
restraint,-1.0
legit,-1.0
collegeuniversitywork,-1.0
ediface,-1.0
nirse,-1.0
lie,-1.0
scooter,-1.0
cattails,-1.0
finger,-1.0
allium,-1.0
possessed,-1.0
sloths,-1.0
brigt,-1.0
normies,-1.0
crud,-1.0
emperor,-1.0
iv,-1.0
ght,-1.0
itunes,-1.0
breathe,-1.0
lipids,-1.0
colonization,-1.0
snowflake,-1.0
parce,-1.0
bloating,-1.0
feel,5.0
cheeses,-1.0
legos,-1.0
playaway,-1.0
minus,-1.0
piss,-1.0
showgame,-1.0
suits,-1.0
algorithm,-1.0
squirt,-1.0
informing,-1.0
ounce,-1.0
iteration,-1.0
spotless,-1.0
pin-up,-1.0
vocation,-1.0
granny,-1.0
leap,-1.0
ribbons,-1.0
adversary,-1.0
sundry,-1.0
vandalize,-1.0
tapped,7.0
chameleon,-1.0
biopsy,-1.0
herself,10.0
von,-1.0
respond,-1.0
messenger,-1.0
decking,-1.0
pixxa,-1.0
boaring,-1.0
youp,-1.0
confine,-1.0
mania,-1.0
whats,-1.0
hamas,-1.0
excursion,-1.0
wipes,-1.0
ikra,-1.0
muse,-1.0
herold,-1.0
steven,-1.0
epigenetics,-1.0
puragtory,-1.0
starling,-1.0
capybara,-1.0
heinous,-1.0
scythes,-1.0
kool-aid,-1.0
icepick,-1.0
aspartame,-1.0
boomer,-1.0
air conditioner,-1.0
borwn,-1.0
duane,-1.0
samosas,-1.0
toys,-1.0
popularity,-1.0
reconcile,-1.0
cheers,-1.0
enable,-1.0
dog hair,-1.0
baobab,-1.0
mattress,-1.0
codebook,-1.0
hungury,-1.0
payday,-1.0
messy,-1.0
controversial,-1.0
bathing,-1.0
emancipate,-1.0
nagging,-1.0
dare,-1.0
style,-1.0
cocoon,-1.0
knowledgable,-1.0
watercolor,-1.0
sideboard,-1.0
lines,-1.0
sundae,-1.0
sulamanei,-1.0
romp,-1.0
digestion,-1.0
funera;,-1.0
icp,-1.0
reciprocate,-1.0
ransford,-1.0
hanover,-1.0
hertas,-1.0
cut,-1.0
flyer,-1.0
attic,-1.0
ignited,-1.0
mild,-1.0
foodie,-1.0
insufficient,-1.0
okay,-1.0
fib,-1.0
holida,-1.0
yea,-1.0
ontology,-1.0
yam,-1.0
sleek,-1.0
cold brew,-1.0
ravenous,-1.0
talked,1.5
winding,-1.0
motown,-1.0
persona,-1.0
vatican,-1.0
turrent,-1.0
explanation,-1.0
knuckle,-1.0
wes,-1.0
imsa,-1.0
stature,-1.0
caliphate,-1.0
squarepants,-1.0
stand-up,-1.0
greenshoots,-1.0
grouchy,-1.0
bough,-1.0
vermont,-1.0
raffle,-1.0
weighted,-1.0
billy,-1.0
probabilities,-1.0
docotr,-1.0
compair,-1.0
squirtle,-1.0
division,-1.0
fame,-1.0
ten,-1.0
peptides,-1.0
glean,-1.0
armpit,-1.0
penicillin,-1.0
trees,-1.0
favouritism,-1.0
mustached,-1.0
stem,-1.0
whip,-1.0
foldable,-1.0
afternoom,-1.0
suppliers,-1.0
weasly,-1.0
supervisor,-1.0
sight-seeing,-1.0
whack,-1.0
sparrow,-1.0
terror,-1.0
ci,-1.0
megabits,-1.0
cvs,-1.0
tangerine,-1.0
boho,-1.0
edges,-1.0
sentient,-1.0
gains,-1.0
manuscript,-1.0
finance,-1.0
bai,-1.0
turning,-1.0
tumor,-1.0
sharpen,-1.0
spacesuit,-1.0
bridesmaid,-1.0
wakeup,-1.0
marching,-1.0
calcium,-1.0
bend,-1.0
fellows,-1.0
lifgt,-1.0
morsecode,-1.0
partly,-1.0
we,5.25
harrow,-1.0
palladium,-1.0
challenging,-1.0
powerplants,-1.0
defect,-1.0
talladega,-1.0
astounding,-1.0
videocard,-1.0
achieving,-1.0
vega,-1.0
blomde,-1.0
furlough,-1.0
erst,-1.0
spaceheater,-1.0
debilitate,-1.0
adams,-1.0
hammeer,-1.0
cereals,-1.0
peculiar,-1.0
pulsar,-1.0
rude,-1.0
dreee,-1.0
sparkplugs,-1.0
pubic,-1.0
uber,-1.0
cape,-1.0
conquerer,-1.0
fishoil,-1.0
crood,-1.0
crybaby,-1.0
foams,-1.0
spent,-1.0
rent,-1.0
flatbed,-1.0
trajectory,-1.0
unlimited,-1.0
younf,-1.0
]condom,-1.0
bed,6.333333333333333
eggroll,-1.0
noxious,-1.0
ringtone,-1.0
stepper,-1.0
outtakes,-1.0
title,-1.0
baja,-1.0
aerospace,-1.0
smothering,-1.0
fingertips,-1.0
yells,-1.0
lube,-1.0
fuddle,-1.0
lambskin,-1.0
phosphor,-1.0
answeres,-1.0
dish soap,-1.0
double-knot,-1.0
outreach,-1.0
disease,-1.0
stucco,4.0
inevitability,-1.0
contracting,-1.0
zoltar,-1.0
melanin,-1.0
autunm,-1.0
lonelt,-1.0
shares,-1.0
tiedie,-1.0
dentrelatove,-1.0
redriver,-1.0
unaware,-1.0
pencill,-1.0
legendary,-1.0
gams,-1.0
mark,-1.0
weaving,-1.0
statics,-1.0
portuguese,-1.0
answer,6.333333333333333
denial,-1.0
encampment,-1.0
roadside,-1.0
sang,-1.0
lactaid,-1.0
irate,-1.0
murder death kill,-1.0
squeel,-1.0
leila,-1.0
sheath,-1.0
penetrate,-1.0
phoneholder,-1.0
telemetry,-1.0
riverbasin,-1.0
hiccup,-1.0
flap,-1.0
plesant,-1.0
lentils,-1.0
worldcausingdestruction,-1.0
perplexed,-1.0
descartes,-1.0
dreamingg,-1.0
grab,-1.0
tame,-1.0
floozy,-1.0
freak,-1.0
lightning,-1.0
installed,-1.0
dynamic,-1.0
terminator,-1.0
adrift,-1.0
forgoten,-1.0
crusty,-1.0
pact,-1.0
casino,-1.0
donation,-1.0
flailing,-1.0
nichole,-1.0
mournful,-1.0
bread,-1.0
gulley,-1.0
sarah,-1.0
erase,-1.0
junkyard,-1.0
silenced,-1.0
disinfectant,-1.0
whitecake,-1.0
sl,-1.0
jihad,-1.0
longterm,-1.0
paperclips,-1.0
sandcastle,-1.0
baidoo,-1.0
ladybird,-1.0
flouder,-1.0
raft,-1.0
directions,-1.0
venosaur,-1.0
feathe,-1.0
physiology,-1.0
wyoming,-1.0
xtylophone,-1.0
sacagewea,-1.0
churchill,-1.0
menorah,-1.0
outstanding,-1.0
ass!,-1.0
belt,-1.0
oathgate,-1.0
retort,-1.0
sprouting,-1.0
seam,-1.0
gellow,-1.0
puertorico,-1.0
reporters,-1.0
reece,-1.0
australis,-1.0
chickenwings,-1.0
rendezvous,-1.0
pathological,-1.0
snes,-1.0
granit,-1.0
emt,-1.0
invitro,-1.0
ron,-1.0
coathanger,-1.0
swiss,-1.0
tenders,-1.0
damaged,-1.0
bence,-1.0
decorative,-1.0
wordgame,-1.0
tio,-1.0
seqeunce,-1.0
checkbook,-1.0
silencer,-1.0
admit,-1.0
octobe,-1.0
aeroplane,-1.0
running back,-1.0
ghastly,-1.0
walnut,-1.0
harmoney,-1.0
one,7.4
roomate,-1.0
formation,-1.0
goofy,-1.0
udnertsanding,-1.0
towerofterror,-1.0
netflix,-1.0
tuff,-1.0
hoa,-1.0
musculine,-1.0
silt,-1.0
hellacious,-1.0
computerize,-1.0
beclouds,-1.0
fashioned,-1.0
taks,-1.0
feild,-1.0
softhard,-1.0
timne,-1.0
harry potter,-1.0
sellotape,-1.0
dustbin,-1.0
dirgible,-1.0
symptom,-1.0
designer,-1.0
gpa,-1.0
kitkat,-1.0
conference,-1.0
admired,-1.0
continuous,-1.0
commitment,-1.0
sopping,-1.0
waldo,-1.0
presen,-1.0
overhaul,-1.0
boombox,-1.0
swear,-1.0
attractive,-1.0
colmb,-1.0
jackolantern,-1.0
interim,-1.0
keyboard,-1.0
picnic,-1.0
lava,-1.0
congregate,-1.0
snowglobe,-1.0
neglegence,-1.0
lich,-1.0
fluorescence,-1.0
nubs,-1.0
core,-1.0
gestation,-1.0
deceive,-1.0
chief,-1.0
advances,-1.0
framed,-1.0
femote,-1.0
crocidile,-1.0
scavange,-1.0
snowmelt,-1.0
nissan,-1.0
fortuna,-1.0
fleetwood,-1.0
lakes,-1.0
wellbeing,-1.0
forty,-1.0
nest egg,-1.0
aunt,-1.0
weir,-1.0
infant,-1.0
leggs,-1.0
shine,-1.0
notril,-1.0
sealed,-1.0
simultaneity,-1.0
reaction,8.0
running water,-1.0
spinal,-1.0
beaver,-1.0
punctual,-1.0
fop,-1.0
parkway,-1.0
gaud,-1.0
admirable,-1.0
hither,-1.0
glitch,-1.0
mycorrhizae,-1.0
loan,-1.0
carbonmonoxide,-1.0
fuzy,-1.0
ernesto,-1.0
palse,-1.0
luther,-1.0
titty,-1.0
professor,-1.0
chopper,-1.0
affirmation,-1.0
skidding,-1.0
dangle,-1.0
awesome,-1.0
revelry,-1.0
sotch,-1.0
answers,-1.0
hallelujah,-1.0
london,-1.0
podcast,-1.0
indecision,-1.0
parents,6.0
batch,-1.0
lockpicking,-1.0
bruh,-1.0
a lot,-1.0
rules,-1.0
manhunt,-1.0
hazzard,-1.0
vamps,-1.0
bitcoin,-1.0
arbiter,-1.0
turnabout,-1.0
wednesday,-1.0
meek,-1.0
cement,-1.0
attention,-1.0
yes i'm ready,-1.0
washed,-1.0
flames,-1.0
2021,-1.0
illustration,-1.0
mage,-1.0
spare,-1.0
aquare,-1.0
groceries,-1.0
bastio,-1.0
flourescant,-1.0
