participantID,wcg_diff_explanation,wcg_diff_explanation_group
1036,"i think words came to me a little easier, but that was it ",
1037,I didn't notice any changes related to my emotions,
1038,"more sad, less apathetic",
1039,It was more difficult the second time round but this is possibly just because I'd done the word chain game once before and it was no longer new.  It was more difficult but rather because I didn't want to repeat things from the first word chain game rather than to do with the text that I'd read.,
1040,N.A,
1041,I didn't really experience much change. Maybe the mood of words changed by saying murder but thats it ,
1042,i thought that i was suppposed to think of words that were related to the story,
1044,,
1046,i significantly felt a change in my emotions and how i became somewhat attached to the word chain game more than i expected.,
1047,I was conscious of not linking the game answers to the text,
1048,a bit of a brain exercise perhaps,
1049,The I felt it more difficult to think of words in the second word game as my mind kept wondering to the text,
1050,When I searched my mind I felt as if the environment was changed. Different images and feelings came to mind.,
1051,The changes were from the emotional connection to the text i read to the choice of words i used,
1052,I do not feel I changed my thought processes or experiences whilst playing the word chain game,
1053,I was just thinking about what I wrote,
1055,the text caught my attention and made me engage more with the task,
1056,I felt more sad after reading the text - more serious tone. ,
1057,"As it went on a bit the word chains became tiring and I had to dig in to keep going, you sometimes almost came to a dead end where words didn't come too freely.",
1058,The text I read doesn't feel complete. I want to know more about what happened to Claire and Stuart after. I feel invested in them. My thoughts feel darker and more deep. And I feel I still don't trust Stuart in general and want to know if my instincts are correct.,
1060,My overall mood wasn't affected but I felt that I was almost writing in the same vein as the text that was read. Not continuing the story but more keeping in theme with the type of vocabulary. I did become aware of how negative some of the words were so did started to write more positive ones but that were associated with the previous words.,
1061,just a little harder to think of words,
1062,I didn't have man changes. I thought both word games were very similar,
1063,barely any changes ,
1066,just wanted to know how it ended.,
1067,,
1068,"Because I had just concentrated on a text the themes were still in my head, I believe my first word was murder because of this text.",
1069,"I felt emotionally involved in the story and could relate to it on certain aspects. the word chain game reflected the combination of the story and my relating to the story, specifically much more dark and fearful.",
1070,I felt no change in my feelings or emotions as it was just a text and had no impact in my daily life,
1071,Just a general feeling that the world is a bad place really - frightening and alien.  It made me wonder how well we know each other and things like that.,
1072,none,
1073,"When I started the experiment, I was in a neutral mood, my focus was just to get the experiment over with, while reading the text I became more intrigued and, to be honest, my hate or rather fear of the male gender grew significantly. ",
1074,I did find myself lingering a little at some points because it was harder to think of associated words but on the most part the words did come to my mind quicker,
1075,I felt that wile reading the story they should have gone straight to the police and not touched the body I cant think of anything else at the moment,
1077,"See previous answer. It was mostly the feeling and sense of unease that lingered. I had been in a relaxed, happy mood initially, but as I read the text, it became more sinister and darker. I felt less relaxed and more pensive",
1078,"Words that came to mind were directly influenced by the story and its content, of a darker tone. Word chain task more boring/tiring 2nd time as I had already done it once, same words kept coming to mind. ",
1079,"As previously stated, the words chosen were more in line with the text and more negative than before",
1080,Just more focused on the story in second game and trying to remember the themes for words,
1081,it was harder to come up with words after reading the text,
1082,"I felt more negative, thousgts of death and feeling uneasy",
1083,No specific changes felt other than having more of an idea how long the task would take to complete.,
1085,All is covered above.,
1086,uneasy and emotive.  reflected on relationship with spouse,
1087,"I definitely felt more tired and had to push harder to stay focused, but I'm not surprised by that. I often struggle to pay attention to things for extended periods.",
1088,as I already said annoyance after reading the text and then I quickly put my thoughts onto something else,
1089,thoughts seemed to be more dark after reading the text and therefore the start of the second word chain reflected that with more emotional words than the first word chain.,
1090,"I didn't notice any changes, only that I was slightly more tired as I usually read before going to bed",
1091,I just felt the word chain to be weird. It felt so random to sift that out of mind with no limitation.,
1094,"I would say I felt just slightly more tired/bored while doing it (only a 2) but that wasn't due to the story, I don't think, but just due to having already done it for 5 minutes previously.  I definitely felt that the story influenced my emotions, as I mentioned in the previous responses, because it was a very negative/depressing story, and so that no doubt influenced my mood (rated a 6), and probably to at least a fair degree the topics that came to mind (rated a 5, because that was also of course influenced by the word preceding it in each case). In thinking about it now, I would also say that it was more difficult to come up with words the second time (I rated this a 5), but I'm not sure if that's because of the story, or simply because I'd already done it, but I'm quite sure I didn't come up with as many words the second time. ",
1095,didnt feel any change,
1096,Worry,
1097,"I felt the emotions of the story, It was like It was happening in real life",
