participantID,wcg_strategy,wcg_strategy_group
1345,I didn't have a strategy,
1346,Nothing. I went with flow-of-thought,
1347,At first was doing colors then words that went together but not sentences. ,
1348,"I just recalled words I have seen while reading, rhymes, and synonyms",
1349,thinking about everyday life and fitting everything together,
1350,imaging good words,
1351,Whatever word came to mind next,
1352,"I was mainly naming any objects in my room or any objects I was recently thinking about. Once I read the story, the next word chain game had words from that story, since those words were fresh in my mind. I was also naming objects or items that are related to each other in some of the words. I was also trying to use word meanings to help me think of words too. ",
1353,I used stream of thought,
1354,I picked items near me when I got stuck.,
1355,"I initially thought of things I had been thinking of prior to participating in the study, also I was thinking of words that  came to mind upon having begun my participation today, the study and the story influenced my responses. Also, my surrounding environment, the room I was in and objects there were used as words I added. ",
1356,none,
1357,rhyming,
1358,let my mind wander and looked out the french doors at my cattle in the field - then did word associations,
1359,just looking around and naming anything i could think of ,
1360,i tried to think of similar things to it and move through without repeating it.,
1361,no strategy please,
1362, One of the most important strategies is to have a wide-ranging vocabulary. Knowing words from various categories and with different letter combinations can help you find suitable words for any situation.,
1363,I just read stuff around me and named the things that were around me,
1364,I tried to choose generic words.,
1365,I did not have any strategies.,
1366,just following the chain of thought,
1367,The next word was either another word that was similar to the word I just used or something that I thought of because of the other word. ,
1368,used similar words or associated words,
1369,I looked around the room for items I could use ,
1370,"Reading the passage, I'm struck by its haunting atmosphere and the sense of detachment with which the events are described. The narrative presents a group of individuals who stumble upon a deceased girl caught in branches over a river. There's a sense of eerie calmness as they deliberate what to do, eventually deciding to set up camp and continue with their activities, interspersed with casual mentions of drinking whiskey.",
1371,First thing that came to mind,
1372,I studied the words very carefully by making sure I will bring up a word that will fetch me more sequence.,
1373,"Let my mind wander, going word-by-word, typing in the first thing that my mind associated with the previous word.",
1374,"i just wrote random words, then found words that connected each word",
1375,the first time I was just randomly thinking of words  and the second time I was trying to use the last letter of the previous word to help me think of a word,
1376,I JUST WROTE RANDOM WORDS THAT CAME TO MY MIND,
1377,I used word association after choosing a random word to begin with.,
1378,"For the first one I thought of my surroundings and started going through things in my house room by room. I allowed myself to branch out for example with the animals. For the second one, I used a similar strategy but I used the story that we had read as inspiration for part of it to try and avoid reusing words. If I got stuck, I did reuse some words until I could find my way back.",
1379,I said what item showed in my mind and what I saw around me.,
1380,I simply wrote what came to mind and what is in my environment.,
1381,"Used words that were similar in nature, or similar in spelling (eg. same first letter)",
1382,Word association - choosing similar words,
1383,I just went along with whatever words came into my mind randomly.,
