participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,tom_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_tom_testing_stage_start,interference_tom_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_tom_testing_stage_end,interference_tom_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_tom_testing_time,interference_tom_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_tom_testing0_task_start,interference_tom_training0_task_start,interference_tom_training1_task_start,interference_tom_training2_task_start,interference_tom_training3_task_start,interference_tom_training4_task_start,interference_tom_training5_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_tom_testing0_task_end,interference_tom_training0_task_end,interference_tom_training1_task_end,interference_tom_training2_task_end,interference_tom_training3_task_end,interference_tom_training4_task_end,interference_tom_training5_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_tom_testing,time_away_interference_tom_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,interference_correct,question_index
2009,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,22.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,5.0,1.0,4.0,6.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,7.0,5.0,43.0,47.0,31.0,0.5119047619047619,0.5164835164835165,0.44285714285714284,N,5.0,No strategies I just wrote what came to my head. ,none,none,I read the question and pressed enter when I was done. I answered the question and pressed enter when I was done.,How well people remember things and follow directions,Nothing changed I did the same as before I read the story.,3.0,neither,Aspects of the story did not come to mind. I was not intentionally reflecting on the story. I was writing words that came to my mind.,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,I didn't feel anything. I really just wrote random words that came to my mind. Whatever came to mind I wrote. ,USA,17:14,40-44,F,Right,Y,,Y,,Black,1,N,2,10,N,,7.0,,I enjoyed this survey,0.0,1712867585163.0,1712867578498.0,1712869050828.0,1712867784487.0,1712867641041.0,1712867651437.0,1712867576473.0,1712869024816.0,1712867676652.0,1712869341106.0,1712870078824.0,1712869602802.0,1712870150707.0,1712869253810.0,1712867981491.0,1712867576663.0,1712867641039.0,1712867585161.0,1712869253809.0,1712867981491.0,1712867651436.0,1712867676651.0,1712867576660.0,1712869050828.0,1712867784487.0,1712869602799.0,1712870150704.0,1712870078819.0,1712870179229.0,1712869341102.0,1712869024815.0,1712867578496.0,55876.0,6663.0,202981.0,197004.0,10395.0,25214.0,187.0,26012.0,107835.0,261693.0,71880.0,476017.0,28522.0,87292.0,1043324.0,1833.0,1712869073710.0,1712867800642.0,1712869024816.0,1712867718993.0,1712867749740.0,,,,,1712868001964.0,1712869253808.0,1712867981490.0,1712869050828.0,1712867745016.0,1712867775764.0,,,,,1712869024815.0,1022851.0,0.7739336434778038,48895.0,10664.0,6054.0,3774.503267973856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11975.0,2.427438900968313,2.8906577134986224,3530.7843137254904,4018.222222222222,3.418783068783069,3.4499999999999997,2973.4444444444443,3960.1428571428573,False,7.0
2010,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,20.0,0.8333333333333334,0.9166666666666666,0.75,1.0,5.0,2.0,1.0,6.0,5.0,7.0,4.0,6.0,3.0,1.0,1.0,3.0,3.0,42.0,47.0,36.0,0.5,0.5164835164835165,0.5142857142857142,N,5.0,I would try to think of something and then list a bunch of characteristics about it/words related to it ,equal,meaning,I felt like it was very abrupt. I was not expecting to read the purple passage immediately after the story ended. ,Reading comprehension,I felt like it was a little easier the second time. i knew what to expect and I just started thinking of random things and listing similar wards,2.0,neither,"I wasn't really thinking about the story, I was treating the word chain game as a separate task. ",1.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,It felt easier to come up with words ,USA,14:42,30-34,F,Right,Y,,Y,,White,1,N,4,8,N,,7.0,,,0.0,1712859713211.0,1712859711247.0,1712860422255.0,1712859830918.0,1712859718934.0,1712859774992.0,1712859702301.0,1712860396242.0,1712859782708.0,1712860668367.0,1712860943619.0,1712860784905.0,1712860974164.0,1712860622601.0,1712860028235.0,1712859702408.0,1712859718933.0,1712859713209.0,1712860622599.0,1712860028234.0,1712859774991.0,1712859782707.0,1712859702407.0,1712860422253.0,1712859830917.0,1712860784903.0,1712860974163.0,1712860943616.0,1712860981624.0,1712860668364.0,1712860396240.0,1712859711245.0,5722.0,1962.0,200344.0,197316.0,56057.0,7715.0,106.0,26011.0,48209.0,116536.0,30544.0,158711.0,7460.0,45763.0,368005.0,8837.0,1712860439898.0,1712859847415.0,1712860396242.0,1712859803228.0,,,,,,1712860034584.0,1712860622599.0,1712860028234.0,1712860422253.0,1712859829259.0,,,,,,1712860396240.0,361656.0,0.6557743581029537,43658.0,10172.0,4955.0,1854.2583567635115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5082.0,2.2537400873215123,2.490446695674317,1844.939393939394,1863.5773195876288,2.456608892053126,2.7266666666666666,1253.0869565217392,1561.0,True,7.0
2011,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,6.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,42.0,43.0,32.0,0.5,0.4725274725274725,0.45714285714285713,N,4.0,I tried to just type the words that I thought of and I tried to do words that were related to the previous word that I had typed.,meaning,equal,The purple passage just seemed to be something that distracted me from the story that I was reading.,I think this experiment is trying to measure people's memories when they are distracted by other things.,I felt more tripped up the second time because I was trying to come up with entirely different words than what I said the first time.,5.0,both,I experienced thinking about the story because it was very peculiar. I also had moments where the story just came to me unintentionally.,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,My emotions changed a bit because the story had me a bit confused. I was also a bit depressed by how the story unfolded. Coming up with words was a bit more challenging during the second time around because I didn't want to say the same word twice.,USA,15:15,35-39,M,Right,Y,,Y,,White,1,N,5,5,N,,7.0,,,0.0,1712865029371.0,1712865024808.0,1712865817236.0,1712865111398.0,1712865034116.0,1712865041153.0,1712865022295.0,1712865791217.0,1712865052174.0,1712866054602.0,1712866517412.0,1712866215943.0,1712866561016.0,1712866007710.0,1712865307330.0,1712865022454.0,1712865034114.0,1712865029370.0,1712866007708.0,1712865307330.0,1712865041153.0,1712865052173.0,1712865022453.0,1712865817235.0,1712865111397.0,1712866215942.0,1712866561013.0,1712866517369.0,1712866570738.0,1712866054600.0,1712865791215.0,1712865024807.0,4743.0,4562.0,190472.0,195932.0,7037.0,11020.0,158.0,26018.0,59223.0,161340.0,43601.0,301426.0,9722.0,46890.0,483885.0,2353.0,1712865827091.0,1712865124861.0,1712865791216.0,1712865080705.0,,,,,,1712865316659.0,1712866007708.0,1712865307329.0,1712865817235.0,1712865108136.0,,,,,,1712865791215.0,474556.0,0.8800833920446238,35876.0,5075.0,5075.0,1995.0933913253593,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8036.0,2.1766464525431526,2.4309003779155223,2028.8426966292134,1961.3440860215053,2.4336898395721924,2.3037962037962036,1640.4117647058824,2133.5,True,0.0
2012,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,19.0,0.7916666666666666,0.9166666666666666,0.6666666666666666,1.0,7.0,1.0,5.0,7.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,43.0,45.0,35.0,0.5119047619047619,0.4945054945054945,0.5,N,7.0,Just kept thinking of things that were related and connected and then i would go off into different topics,meaning,meaning,"I want to read it again. It was a captivating story, although it was more difficult to follow since I couldn't go back and read prior sentences.",how the story influences what thoughts are in our head after reading it.,probably felt the story more on my mind and thus had more words from the story pop into my mind.,6.0,unintentional,"A word I wrote down would trigger a scene from the story. Then, I would type a word that was part of the story. So, if I thought of fish, I might type river, which is where the body was found.",5.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,I felt like I couldn't think of as many words after reading the story as quickly as I could do before reading it. ,USA,17:00,40-44,M,Right,Y,,Y,,White,1,N,6,7,N,,7.0,,,0.0,1712867557893.0,1712867556892.0,1712868491477.0,1712867639386.0,1712867564557.0,1712867586460.0,1712867555219.0,1712868465458.0,1712867591326.0,1712868747870.0,1712869195455.0,1712868982944.0,1712869239463.0,1712868705243.0,1712867828040.0,1712867555337.0,1712867564556.0,1712867557891.0,1712868705241.0,1712867828040.0,1712867586458.0,1712867591325.0,1712867555336.0,1712868491476.0,1712867639386.0,1712868982940.0,1712869239461.0,1712869195452.0,1712869249850.0,1712868747867.0,1712868465457.0,1712867556890.0,6663.0,999.0,213764.0,188654.0,21901.0,4865.0,117.0,26018.0,48060.0,235070.0,44006.0,212508.0,10387.0,42624.0,637417.0,1553.0,1712868524624.0,1712867645985.0,1712868465458.0,1712867610878.0,,,,,,1712867836970.0,1712868705241.0,1712867828039.0,1712868491476.0,1712867636885.0,,,,,,1712868465457.0,628487.0,0.7304516072072043,59167.0,14498.0,14498.0,2311.8012840346532,0.0,0.0,0.0,0.0,11757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,41772.0,3.020526599413851,2.125032060138443,2821.671875,1801.930693069307,3.736438923395445,2.271555895085307,1984.6,1683.5294117647059,True,7.0
2013,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,22.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7.0,7.0,7.0,7.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,4.0,7.0,53.0,54.0,42.0,0.6309523809523809,0.5934065934065934,0.6,Y,7.0,"I just thought of random words, things I saw around me, things in the story. Did some rhyming as it helps get more words out there faster. ",sound,meaning,It seemed fairly easy. Seems like most were questions with with conclusions after the fact the the people wouldnt' know I guess?  Hard for me to explain.,Memory reading the story? or words easilly remembered after reading a story? ,"I felt it was easier to find words the second time after reading the story, whereas the first part was kind of random words I was entering.",4.0,both,At first I was using words that I could remember. Then I used random words again but throughout I was remembering words from the story here and there.,5.0,2.0,1.0,7.0,7.0,1.0,1.0,1.0,The 2nd round I was trying to remember words so it was slightly more difficult at times compared to the first round but the other hand there were moments it seemed like things were going rather quickly with the amount of words I was entering. I guess I could of felt a little more on edge trying to remember.,USA,15:29,40-44,F,Right,Y,,Y,,White,1,N,1,4,N,,7.0,,Very enjoyable study! I don't know if its the layout or what but I seemed to absorb more  going line by line vs pharagraphs and paragraphs!  ,2215.0,1712865058352.0,1712865052626.0,1712866159907.0,1712865280153.0,1712865062731.0,1712865069892.0,1712865047771.0,1712866133886.0,1712865080752.0,1712866415007.0,1712867338879.0,1712866704148.0,1712867425571.0,1712866354107.0,1712865470238.0,1712865048269.0,1712865062727.0,1712865058347.0,1712866354097.0,1712865470236.0,1712865069889.0,1712865080750.0,1712865048265.0,1712866159905.0,1712865280151.0,1712866704141.0,1712867425566.0,1712867338862.0,1712867524057.0,1712866414996.0,1712866133883.0,1712865052622.0,4375.0,5721.0,194190.0,190083.0,7158.0,10858.0,494.0,26019.0,199399.0,289134.0,86687.0,634714.0,98486.0,60889.0,663645.0,4353.0,1712866173535.0,1712865288278.0,1712866133886.0,1712865103309.0,1712865133945.0,1712865163147.0,1712865192603.0,1712865221621.0,1712865250092.0,1712865475847.0,1712866354097.0,1712865470235.0,1712866159904.0,1712865129319.0,1712865159958.0,1712865189172.0,1712865218622.0,1712865247645.0,1712865276118.0,1712866133883.0,658036.0,0.7814651015943888,39652.0,9631.0,9631.0,2196.375544899738,0.0,0.0,2215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9805.0,4.277118870047259,2.8359138116785174,2438.2027027027025,1954.5483870967741,4.897838858863703,4.1145346320346325,2132.5,2062.4285714285716,True,7.0
2014,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,21.0,0.875,0.9166666666666666,0.8333333333333334,1.0,7.0,1.0,6.0,7.0,2.0,7.0,7.0,7.0,1.0,4.0,2.0,7.0,7.0,63.0,65.0,49.0,0.75,0.7142857142857143,0.7,N,7.0,I struggled with the word chain game - it was difficult for me to refrain from forming sentences while continually thinking of new words.,meaning,meaning,"The immediate jump to the purple passage from the story confused me a bit, because I wanted to continue thinking about the story. ",Memory recall when faced with irrelevant information between absorption and recall.,"After reading the story, my mind was still on Claire and the perception I had of her experience throughout the story. That led me to think about the general female experience. The word chain game after the story was certainly influenced by the storyline for me.",7.0,unintentional,"I didn't set out to incorporate the story into the second word chain game, but it just stuck out in my mind. It was a powerful story, not only about Claire herself but alluding to the general (and somewhat common) experience of partnerships that feel so unbalanced in power so as to even invoke fear. ",7.0,7.0,4.0,6.0,5.0,6.0,2.0,6.0,"I had a more focused feeling during the second word chain game. Throughout the day, your mind wanders and in the first one, I don't even know where I came up with 'monkey' - because it was so random, I found it more difficult to continue coming up with words to chain into it. During the second one, I found that having read the story, my mind was already honed into a more specific topic, and one that I'm quite passionate about. This may not have been the intended goal of the story and I may be a specific case, but the story found me thinking about the broader experience of women - both in relationships where there is a huge (physical/mental/aggression) imbalance, but also the ways that women move through the world and are expected to behave in general. So it was easier for me to complete the word chain task, but also a bit harder because it is a difficult experience to think about and string together.",USA,16:27,25-29,F,Right,Y,,Y,,White,1,N,4,10,N,,7.0,,,0.0,1712786237085.0,1712786234477.0,1712786985967.0,1712786328913.0,1712786276283.0,1712786280998.0,1712786232509.0,1712786959953.0,1712786287183.0,1712787230787.0,1712788067902.0,1712787416156.0,1712788112999.0,1712787185647.0,1712786528311.0,1712786233009.0,1712786276281.0,1712786237083.0,1712787185641.0,1712786528310.0,1712786280997.0,1712786287182.0,1712786233008.0,1712786985966.0,1712786328912.0,1712787416153.0,1712788112996.0,1712788067894.0,1712788134502.0,1712787230782.0,1712786959951.0,1712786234475.0,39196.0,2606.0,199674.0,199397.0,4714.0,6184.0,499.0,26013.0,41729.0,185366.0,45094.0,651738.0,21503.0,45135.0,431640.0,1466.0,1712787003691.0,1712786342523.0,1712786959953.0,1712786300963.0,,,,,,1712786537868.0,1712787185641.0,1712786528309.0,1712786985966.0,1712786326977.0,,,,,,1712786959951.0,422083.0,0.7458956971289418,43740.0,20567.0,14027.0,3450.3250000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5866.0,3.3763023208675382,1.920024161884627,3031.4,3869.25,3.6766666666666667,1.9962962962962965,2419.8333333333335,2327.9,True,7.0
2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,22.0,0.9166666666666666,1.0,0.8333333333333334,1.0,6.0,1.0,6.0,7.0,6.0,7.0,6.0,6.0,1.0,4.0,3.0,6.0,7.0,60.0,66.0,47.0,0.7142857142857143,0.7252747252747253,0.6714285714285714,N,7.0,I looked at my keyboard and derived words from the letters I saw first.,equal,equal,"The purple passage was very confusing for me, it almost seemed like gibberish after reading the question.",I think the experiment is trying to measure memory and patterns.,"On the 2nd round of the word chain game, I made an effort to not repeat the words I used in the first round.",6.0,unintentional,While playing the word game I was subconsciously trying to wrap my head around the story. I was visually trying to view the story from Claire's point of view.,5.0,2.0,6.0,5.0,5.0,7.0,2.0,5.0,I felt more objective with my approach the 2nd round because I had tried not to reuse any words from the previous round. This helped me focus more.,USA,10:20,25-29,M,Right,Y,,Y,,White,1,Y,1,7,N,,7.0,,It was a fun and engaging survey. Thanks!,0.0,1713113401168.0,1713113394722.0,1713114303073.0,1713113597576.0,1713113414705.0,1713113490362.0,1713113386400.0,1713114277042.0,1713113536915.0,1713114577301.0,1713115246341.0,1713114756387.0,1713115299406.0,1713114505457.0,1713113797558.0,1713113387167.0,1713113414703.0,1713113401166.0,1713114505456.0,1713113797558.0,1713113490361.0,1713113536914.0,1713113387165.0,1713114303073.0,1713113597575.0,1713114756386.0,1713115299405.0,1713115246338.0,1713115333548.0,1713114577299.0,1713114277041.0,1713113394721.0,13535.0,6444.0,202383.0,199982.0,75656.0,46552.0,765.0,26031.0,60660.0,179085.0,53064.0,489951.0,34142.0,71842.0,479483.0,7554.0,1713114322346.0,1713113615982.0,1713114277042.0,1713113567014.0,,,,,,1713113808609.0,1713114505456.0,1713113797557.0,1713114303073.0,1713113593022.0,,,,,,1713114277041.0,468432.0,0.7275931900657968,45305.0,7712.0,6526.0,3759.8207908163263,0.0,0.0,0.0,0.0,2534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,16266.0,2.568078403078403,2.837482290436836,3814.4375,3705.204081632653,2.7,1.7676767676767675,2939.3,3748.5714285714284,False,0.0
2016,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23.0,0.9583333333333334,0.9166666666666666,1.0,1.0,7.0,2.0,7.0,7.0,1.0,7.0,5.0,6.0,4.0,3.0,1.0,7.0,7.0,63.0,64.0,49.0,0.75,0.7032967032967034,0.7,N,7.0,"I used rhyming words at first, then progressed into thematic elements/groupings while more or less following the same rhyme scheme. ",sound,meaning,"I read it quickly perhaps, but the text seemed foreboding when thinking back, it was mundane.",How reading an engaging story resulting in a heightened emotional response can affect patterns in thought/cognition/memory. ,"Before was almost frivolous rhyme making. After reading the story, my mind was still stuck in the ""murder mystery"" gear and I wrote words that were much more darkly colored by the story and its theme/subject matter. ",7.0,unintentional,"Intentionality is the wrong word to use. I started off imagining random word groupings but the story was still at the forefront of my mind, therefore I found that many of the words that came to mind were akin in theme and tone to the story and my emotions that I felt during my reading. Curiously, I felt the darker themes sort of melt away after a minute or two, but if I recall correctly, I circled back to the dark imagery intentionally as I felt my focus drift back to ""boring"" rhymes. ",7.0,5.0,7.0,7.0,6.0,1.0,1.0,5.0,"I specifically felt front loaded with dark imagery immediately following the story. I then felt a shift mid game where I kind of ran out of dark steam, I recognized this change, and then intentionally doubled down on the macabre word associations. ",USA,15:45,35-39,M,Right,Y,,Y,,White,1,N,4,10,N,,7.0,,"Fun study to ruminate on the cognitive changes experienced post emotion-inducing event. This one (or myself) seemed to focus on anxiety and darkness, but would an overwhelmingly positive story effect change the other way? How does such a change affect behavior afterwards? Could this be used to positively induce the possibility or converting marketing leads to sales? Etc etc. ",0.0,1712787171573.0,1712787168213.0,1712788074899.0,1712787291077.0,1712787207509.0,1712787213709.0,1712787166608.0,1712788048878.0,1712787229621.0,1712788350278.0,1712789121975.0,1712788502694.0,1712789162957.0,1712788270304.0,1712787489478.0,1712787166767.0,1712787207508.0,1712787171572.0,1712788270303.0,1712787489477.0,1712787213708.0,1712787229621.0,1712787166766.0,1712788074898.0,1712787291077.0,1712788502692.0,1712789162956.0,1712789121972.0,1712789391380.0,1712788350276.0,1712788048877.0,1712787168212.0,35935.0,3359.0,195404.0,198400.0,6199.0,15912.0,158.0,26020.0,61456.0,152414.0,40981.0,619278.0,228423.0,79972.0,559399.0,1445.0,1712788089245.0,1712787307605.0,1712788048878.0,1712787262736.0,,,,,,1712787503117.0,1712788270303.0,1712787489477.0,1712788074898.0,1712787288760.0,,,,,,1712788048877.0,545760.0,0.6451926510610665,40368.0,16896.0,7944.0,3112.2466275659826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7864.0,4.4136491153773765,2.269595078834209,3291.6545454545453,2932.8387096774195,5.053174603174603,2.0826086956521737,2907.4,2187.3076923076924,True,0.0
2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,23.0,0.9583333333333334,1.0,0.9166666666666666,1.0,7.0,1.0,7.0,7.0,1.0,1.0,6.0,5.0,1.0,5.0,1.0,5.0,5.0,51.0,52.0,41.0,0.6071428571428571,0.5714285714285714,0.5857142857142857,N,7.0,"No strategies. I just wrote whatever word came to mind, one after the other.",none,none,Those were easy passages to read and easy questions to answer.,I suppose it has something to do with reading comprehension.,I felt the story had put me in a certain mood (kind of dark) and that it influenced the words and images that went through my mind while playing the game.,7.0,unintentional,"I did not intentionally think of the story but it had set a mood and images were stuck in my mind, as well as other stories the story I read reminded me of. So all that stuff was present, in the background, while I was writing down whatever word bubbled up.",7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,"The story was horrible, and very depressing and sad, not to mention scary. So of course that had an impact on me. I was focusing on playing the word chain game after reading the story, but my mood had changed and that influenced how I played the game the second time around.",USA,16:30,60-64,F,Right,Y,,Y,,White,1,N,4,9,N,,7.0,,,0.0,1712865688548.0,1712865683570.0,1712866622281.0,1712865805152.0,1712865716794.0,1712865726673.0,1712865681908.0,1712866596252.0,1712865749616.0,1712866859846.0,1712867404869.0,1712867037942.0,1712867464394.0,1712866814113.0,1712866002827.0,1712865682003.0,1712865716793.0,1712865688547.0,1712866814112.0,1712866002826.0,1712865726673.0,1712865749616.0,1712865682002.0,1712866622281.0,1712865805152.0,1712867037941.0,1712867464393.0,1712867404867.0,1712867475942.0,1712866859845.0,1712866596251.0,1712865683569.0,28245.0,4977.0,191831.0,197674.0,9879.0,22943.0,94.0,26029.0,55536.0,178095.0,59524.0,366925.0,11548.0,45732.0,593424.0,1566.0,1712866632235.0,1712865820736.0,1712866596252.0,1712865776462.0,,,,,,1712866014428.0,1712866814112.0,1712866002826.0,1712866622281.0,1712865802478.0,,,,,,1712866596251.0,581823.0,0.6420940713943304,35984.0,5784.0,4936.0,3241.301387137453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9568.0,3.058960444317587,2.60263617220139,2981.2950819672133,3501.3076923076924,4.020095238095238,2.344155844155844,2680.0,3413.5,True,7.0
2018,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,7.0,1.0,7.0,6.0,5.0,1.0,4.0,3.0,5.0,7.0,57.0,58.0,45.0,0.6785714285714286,0.6373626373626373,0.6428571428571429,N,6.0,"For the first game, I simply recalled some words close to my mind, and when I could not think of any more words off the top of my head, I simply looked around my surroundings, and typed out the words. For the second game, I tried to recall as many prominent words I could from the story I read, and I typed those out. ",none,none,"I made sure I understood what was going on when reading the purple passage, meaning I paid special attention to the actions in the story and what relevant objects were in the story. Once I knew those things, I felt confident to answer the question at the end of the story. ","I think this experiment is trying to measure cognitive ability and reading comprehension, meaning how well people remember facts from stories and how well they are paying attention. ","The main difference I felt playing the word chain game after reading the story was that the words from the story were in the forefront of my mind. Words like ""body"", ""killer"", ""beer"", and other words that were featured heavily in the story made me more apt to type those in the word chain game immediately. In the first part of the game before I read the story, I simply just typed in random words or the words for things that were in my immediate surroundings. The main difference was that after reading the story, the story and its words were heavily on my mind, which made is easier to get all these words out in the word chain game. ",7.0,both,"The story was a bit creepy and a bit disturbing to read, and I found that I had a lot of unanswered questions after the story had ended. Because of that, the story and the actions within the story were going around in circles in my mind, which made me experience a lot of the scenes in my head, which subsequently made it easier for me to type out words during the word chain game. As I was going through my head the events of the story, I found myself specifically going over certain moments, and then having some moments unintentionally come to my mind. ",7.0,4.0,6.0,7.0,7.0,4.0,4.0,5.0,"The most specific change that I felt after reading the story and playing the second part of the word chain game was unease. I felt uneasy after reading the story, mainly because there were still a lot of unanswered questions in my mind. Other than that, it was very easy for me to recall words, as opposed to the first time playing the game, and that was a big change. ",USA,15:01,20-24,F,Right,Y,,Y,,White,1,N,2,9,N,,7.0,,"This was a very interesting and a very interactive study, thank you. I really appreciate my time spent in this study, thank you for the opportunity! ",0.0,1712859758075.0,1712859752225.0,1712861035362.0,1712860148918.0,1712859907860.0,1712859938830.0,1712859750419.0,1712861009335.0,1712860076784.0,1712861289854.0,1712862040365.0,1712861459174.0,1712862100621.0,1712861239023.0,1712860357106.0,1712859750559.0,1712859907857.0,1712859758072.0,1712861239021.0,1712860357105.0,1712859938828.0,1712860076781.0,1712859750556.0,1712861035361.0,1712860148917.0,1712861459169.0,1712862100616.0,1712862040356.0,1712862152507.0,1712861289846.0,1712861009332.0,1712859752222.0,149782.0,5847.0,203659.0,208187.0,30968.0,137951.0,137.0,26026.0,72133.0,169315.0,60251.0,581182.0,51886.0,50823.0,652226.0,1663.0,1712861056727.0,1712860176949.0,1712861009335.0,1712860117476.0,,,,,,1712860369376.0,1712861239021.0,1712860357104.0,1712861035360.0,1712860143488.0,,,,,,1712861009332.0,639956.0,0.6265457329196934,47395.0,7440.0,5640.0,2537.6135918527225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7743.0,3.7197840394899218,2.561978718125234,2641.3623188405795,2433.864864864865,4.323079239600979,2.3385016835016836,2017.5714285714287,1529.888888888889,True,0.0
