participantID,wcg_diff_explanation,wcg_diff_explanation_group
1129,"After reading the story, I felt sadness while playing the game which likely affected my chosen words. My train of thought was lingering on the story, so most of the words I used were related. I did not notice myself getting more tired or bored during the second game, I actually felt a bit more interested.",
1130,Mood change made me feel unsettled and unsafe,
1131,"I felt like I wanted to say more story related words, even if I didn't type them (i.e, kill, whiskey, creek)",
1132,No changes were felt.,
1133,"The main change I felt was in the topics I was thinking of, due to the story read prior.",
1134,I felt it was easier to come up with words in the second game. ,
1135,"I didn't feel any specific changes, though after reading through these questions I guess the best way to describe it is boredom, as I wasn't as interested in the game anymore since I was thinking about the story",
1136,I felt bored with how long the sequence was for coming up with words.,
1137,I didn't really feel any changes in the second word play game. I felt that it went by faster but that was it.,
1138,The story lingered on my mind so I tried to use topics and themes from the story to come up with words for the chain game. ,
1139,When playing the game I found it a hindrance to have read a disturbing story.,
1140,I did not notice any changes or different experiences.,
1141,The stories where so long and boring,
1142,"The topics that came to mind were different because the stories were different in length, mood, and subject matter.",
1143,Mostly I felt like I was running out of words :D,
1144,I enjoyed reading the story about a murder and the aspects of the discovery of the body and who may have done it. I felt sad while reading it but playing the game made me feel much better,
1145,"After reading the story, my mind was lingering on that. I felt uneasy and unsettled emotionally. The story affected words that came to my mind first because my mind was still processing it (and wanting an ending).",
1146,"I noticed that the words I chose followed my mood, at times, as well as my thought patterns. I also felt that the words kept coming through, even when I was worried I would not be able to come up with words fast enough. I also felt like the word game was taking longer and longer.",
1147,I would say the only change is I would be more focused on the game.,
1148,I felt more compelled to base the game around the stories,
1149,i didnt feel any changes,
1150,I didn't feel any changes. I played the game the second time just as I did the first.,
1151,really none ,
1152,"I felt a sense of mystery, intrigue and curiosity about the story and was wanting to read more.",
1153,"I found myself coming back to similar words the second time which made me struggle to find others as I didn't really want to repeat and be boring, thus I think it took a little longer.",
1154,the only changes i experience was that it was easier to think of words because i thought about the words from the story,
1155,I think the word chain game acted as a form of meditation which allowed the morbid conflict from earlier today to gain prominence in my mind and this was very distressing.,
1156,I did not notice any changes,
1157,the reading of the long story was very difficult.,
1158,the experience was great,
1159,some changes,
1160,"I felt better knowing I had more words I could think back to, which would in turn help me with the word game.",
1161,I felt mostly that I wanted to distract myself from the story.,
1162,,
1163,I felt that it was easier to process the story I just read. It was a way to process emotions better as it involved using logic.,
1164,changes in words,
1165,"Overall, I felt more nervous and urgent. Not as light and happy as the first word chain game. ",
1166,No changes,
1167,I noticed my general mood or thought process was a bit darker after reading the story.,
1168,i didn't per say feel any change but more on relief as i started the word game which is more interesting than the story i read,
1169,I for sure think the word game is easier after having read the stories. It helped to pull in some fresh ideas/material.,
1170,There may have been a change in topics while playing. The game felt less difficult in the second game. The game may have induced boredom. A change in thoughts while playing the game is possible but cannot recall.,
1171,"I found the second word chain game a little more difficult. The first game was easy, and non taxing. The second game, started with me feeling much more somber. I started off with a dark word, then more dark words that came from the story kept popping into my head. Also, for some reason I felt like I was reaching for words from the story rather than just freely typing first thing that popped into my head. ",
1172,Just tired and bored,
1173,I felt changes in my emotions which affected the output,
1174,No changes felt,
1175,I felt at ease recalling words while playing the word chain word,
1176,"I was more focused on the emotions I was feeling when playing the word game. At first I was coming up with whatever words cam to my mind, but the second time the words were more connected to the emotions I was feeling.",
1177,I think it made me feel depressed in a way.,
1178,"It was very boring to read a story by clicking the Enter button, so the Word Chain made it more fun.",
1179,I felt there was more in my head to think about after reading the story. ,
1180,the story didn't change the words in my second word chain game,
1181,"I only tried to change how I played in the second game, I tried to be as quick in picking words and not try to think too much. ",
1182,"The nature of the story was mysterious, and suspenseful with a little thriller. Therefore some of the selective words was chosen based off of that narrative. ",
1183,"Again, the biggest change for me was trying to keep any elements of the story out of my head during the word chain. I intentionally tried to keep any word that was featured in the story out of the word chain.",
1184,"I noticed that I was using a lot of words from the story I had read, eventually I started to struggle coming up with words id retained so then I just used random words.",
1185,"There were a lot more topics mentioned in the longer story, which made it much easier to come up with words. It was also easier to move from one topic to another because they were connected by the story.",
1186,I felt bored and that it was tedious to do that again.,
1187,"The second story, with Claire, I had a bit of an emotional and negative feeling. With the first word chain I was just thinking about word and a connection with the next word but after reading the story, the next word chain not only have me thinking about the sadness of the story but the sadness of the problems of society.",
1188,No change and I lot lots of fun playing the word game,
1189,I am tired and hungry it was a long story and task so far ,
1190,"Before I read the story I was calm and reflecting on nature outside my window.  After the story my thoughts turned to the girl, the lack of empathy the men showed and the sadness of a young girl loosing her life.",
1191,"The atmosphere of my mind space became moodier, sadder, and darker. ",
1192,There weren't any significant specific changes that I felt.,
1193,"Like i mentioned, really the first couple of words were influenced by what i read, and eventually when the topic seemed to cross again, the words I choose were relevant to the story. ",
1194,It was boring so my mine was wondering a bit,
1195,I felt that the story impacted my performance slightly,
1196,"At first the words came to me quicker for the second word game, just because there was so much content already on my mind. I also felt the words taking a darker direction than the first time I had done it. ",
1197,"felt relaxed, and calm",
1198,"I had a improvement in how I felt playing the word games because it took my mind off that dark, dreary story.",
1199,Again it was just a little harder to come up with words probably due to being tired from reading,
1200,I was thinking about death and murder more after the story but that is about it. Everything else felt pretty much the same as before reading the story. ,
1201,"I was wondering what happened to Claire, especially when she went by herself to the funeral. And it made me felt on alert.",
1202,I FELT EXCITED WHILE PLAYING THE WORD CHAIN GAME. AND I GOT READY TO THINK OF NEW WORDS WHILE PLAYING THE WORD CHAIN GAME,
1203,,
1204,,
1205,I could easily tell when I was out of the story as my thoughts shifted to what my toddler was playing with.,
1206,"while doing the word game, i kept replaying the story sequence in my head.",
1207,the change i felt was with regards to the my emotions in the word chain game. it felt  a little different compared to the first one where i was connected to the words i chose in a way ,
1208,"I don't recall any changes, I definitely felt more prepared for the second word exercise because I knew what was going to happen",
1209,everything felt neutral,
1210,"I certainly found myself dwelling on what happened in the story and the themes therein - murder, fear of men, not really knowing who you know",
1211,,
1212,"I felt a change after the story, meaning the words i thought of were different but the emotion about the game was similar in that i actually enjoyed writing exactly what was coming to mind. ",
1213,"The story was creepy but I don't think I was affected by it too much. Mostly it was just a little easier to do the word game after reading the story because I'd just had a number of images in my mind that I could draw from. While I was reading the story, my reaction was that the writing was really good. I was trying to figure out what the time period was that it was set in.",
1214,"I noticed it was difficult to come up with words while playing the word chain game after reading the story, I'm not sure why though. ",
1215,"For both word games I just started with a word and came up with words similar to it. Example would be if I had done fries, I would have followed up with potatoes because they go together. ",
1216,made me go into a different mind set after reading the story,
1217,,
1218,I did not notice any specific changes that came to my mind while playing the word chain game. I was trying to play the word chain game with full concentration on doing the task to the best of my ability. The word chain game was fun to play and I would love to play it if I have the opportunity to do so.,
1219,I was trying to think of any words that I already knew and then thinking back to the stories I read to get more words. ,
