participantID,wcg_diff_general,wcg_diff_general_group
1195,I found it more difficult to come up with words in the second word chain game,
1196,"The second time I played the game, the second and third stories were heavily on my mind, and so the words that my brain reached for felt as though they were more related to those. The third story was more on my mind because of recency, whereas the second was more on my mind because of the content. ",
1197,"i didn't feel any different, i was calm",
1198,I felt very little difference except that it seemed easier because I knew what to expect and I sort of had a method of how to choose my words more easliy.,
1199,It was more difficult to type words for so long,
1200,"Well I was definitely thinking about murder and death while doing the second word chain game, but I don't think it featured too prominently.",
1201,"The first game, I didn't think about anything. But on the second game, I kept thinking about the story while I was playing the word chain. ",
1202,NO MUCH DIFFERENCES,
1203,I didn't do anything different ,
1204,different in the timing ,
1205,The words were darker and were found in the story in the game after reading.,
1206,i made more words after the story,
1207,i felt little to no difference in playing the game after reading the story. i just found a way to keep words flowing ,
1208,I didn't really notice feeling different - was still thinking about the story and what the endings could have been etc,
1209,after reading the story there were a lot of words on my mind,
1210,"It was harder to avoid negative words, I had to think about other things to type",
1211,no Difference for me,
1212,"I was saying more words from the storys' subject, then i did before i read the story.",
1213,"Some of the images from the stories were in my mind, so some words were related to the stories.",
1214,"I struggled to think of words that were similar after reading the story. Before, I had no problem thinking of words. ",
1215,I didn't feel any differences. I continued to use words that went together like I did both times. ,
1216,it changed my words to more intense words,
1217,There weren't any differences.,
1218,I did not notice any perceptible difference in playing the word chain game before and after reading the story. It was a little easier to write it the second time because I wrote it in that fashion the second time.,
1219,I felt like I knew more words that chained together and I was able to think about more words I did not think about before reading the story.,
