participantID,wcg_strategy,wcg_strategy_group
1122,"Some strategies I used while playing the word chain game would be to link certain words in a particular category, or words that that had temporal relationship. This was heightened after reading the story.",categories
1123,"I started by picking something I could see around me or something I had done or heard during the day. I then jumped to something related to that term, but not a close relation. (I tried to make more than one connecting jump between each pair of words.) I found myself mostly ending on nouns, but occasionally adjectives showed up. Rarely did I think of verbs or adverbs.","categories,concerns"
1124,I mostly started with a category and named things that fit the category as well as things I knew that were in my room. I'm also a fast typer so it allows me to bounce of ideas more quickly in my head,categories
1125,nothing particular,no_strategy
1126,"No strategy at all, just whatever came to mind. ",no_strategy
1127,I used words from the story,no_strategy
1128,words that related to one another somehow,no_strategy
1129,The second round I started picking words that were similar to the last one if I could think of one.,no_strategy
1130,"Looking around the room at objects, character names from the story and themes concerning the upsetting nature of the story.",surroundings
1131,"Looking around at things in the room, thinking of the story, saying words that were related to each other",surroundings
1132,I was trying to think of different words instead of a sentence which was sort of hard.,no_strategy
1133,Word association,no_strategy
1134,looking at letters on my keyboard and thinking of words that start with a particular letter when i got stuck,categories
1135,I tried to start with something easy and keep the words relatively easy to play along with,no_strategy
1136,Whatever came to mind,no_strategy
1137,"I picked words that went with each other. Such as colors, or foods.",categories
1138,Just tried to think of words associated to the word i just used.,no_strategy
1139,"I did not have any strategies, but when I would write one word it would sometimes make me think of something similar or at times, something that rhymed.",rhyming
1140,I usually try to write wrods.,no_strategy
1141,USING THE SOUND,other
1142,"I started with words that reminded me of the story, and then words that followed my chain of thoughts after that.",no_strategy
1143,It would be weird to have a strategy for a game you can't win. I didn't want to repeat any words so I tried not to.,no_strategy
1144,rhymes,rhyming
1145,"I didn't use any strategies. I just wrote the first word that came to mind each time I pressed ""enter"".",no_strategy
1146,I just typed whatever words popped into my head after I entered each one.,no_strategy
1147,"I would think of random words and things related to that word, then I would look around and write down what I see, if I had not wrote that word down already.",surroundings
1148,Just write whatever,no_strategy
1149,i used words from the story,no_strategy
1150,I didn't use any specific strategies.,no_strategy
1151,i just entered words that came to mind,no_strategy
1152,I didn't have any strategies. I just typed whatever word came to my mind.,no_strategy
1153,"I didn't -- it was free association entirely. Sometimes I thought of opposites of words, sometimes it was related words, but honestly just whatever popped in my noggin'.",no_strategy
1154,typed what came to mind,no_strategy
1155,"For the first half of the first game I was trying to type unrelated words to avoid writing a sentence, so I would usually enter the second word that entered my mind. After that it was just whatever. Sometimes I typed a synonym of the previous word. Sometimes I typed a word related to the previous one via a common theme; e.g. Lord of the Rings. Sometimes I looked around me in my room and typed whatever I saw; e.g. spoon.  Sometimes during the first half of the first game I noticed my next word began with the same letter, but this was unconsciously. ","surroundings,other"
1156,"I didn't have any strategy, I simply started with a random word and kept going",no_strategy
1157,I just start to recite some poems in English and took the words from them.,other
1158,no.. I go with the flow,no_strategy
1159,remember words,no_strategy
1160,I thought back to the story for key words that would help me input new words.,no_strategy
1161,I used related words.,no_strategy
1162,,no_strategy
1163,While I was playing the word chain game the strategy I used was to imagine me walking out my house. As I have a very good idea of the surrounding area of my house.,surroundings
1164,trying to use words that start with a particular letter,categories
1165,I looked around the room to help me think of words when my mind went blank.,surroundings
1166,None at all just gussed off the top of my head.,no_strategy
1167,I sometimes provided words in alphabetical order.,other
1168,i tried using a song to write the chain games ,other
1169,"I created a general flow based on the previous word. For example, teeth, clean, spit. ",no_strategy
1170,Reciprocate words used in context to story or find words in various ways,no_strategy
1171,I just typed the first word that popped into my head after looking at the previous word. I kept thinking about the story to help me keep the chain going. I visualized parts of the story to help me think of words. ,no_strategy
1172,thinking mindlessly,no_strategy
1173,i used some words in the story for the word chain and also thought of many scenarios in my mind,no_strategy
1174,I memorized keywords,other
1175,Thinking randomly about words,no_strategy
1176,"Whenever I couldn't instantly think of a word I thought of the alphabet, and was able to come up with a word for a certain letter. I also thought of opposites for example: happy, sad.",categories
1177,I just listed off things that I see or like to do.,surroundings
1178,"I used opposite of words I had written, categories, adjectives, nouns and words I remembered from the story.",categories
1179,I used words from the story and what is around me.,surroundings
1180,words i remembered,no_strategy
1181,Mostly just tried to focus and not delay or think too much about the word and let the next word form organically. ,no_strategy
1182,Feelings and memories ,no_strategy
1183,I just tried to free associate as much as possible,no_strategy
1184,I tried using words from the story I had read that were fresh ,other
1185,"Related topics, things in the room",surroundings
1186,Think of similarities,other
1187,Word associations,no_strategy
1188,I thought of things around the room and with one word I would try to branch into related words,surroundings
1189,no strategies just wrote what ever words I could ,no_strategy
1190,I was using what was in my thoughts,no_strategy
1191,I looked around the room or described words related to the previous words.,surroundings
1192,I'd think of a word and then another word that either completes it or continues it.,no_strategy
1193,"first word that came to mind, when a word was mentioned. So it quickly came to finishing thoughts related to the word. ",no_strategy
1194,pick a word and then use similar words,no_strategy
1195,I used my surroundings to help come up with words,surroundings
1196,"I would pick a word, and then try to follow it with words that had some sort of connection in regards to it's meaning. When my brain blanked, I would pivot a bit and try to go a different direction with the chain.",no_strategy
1197,most of the thing i came across in the reading,no_strategy
1198,"I tried choosing words that sort of had a theme, like words about foods, or animals, etc.",categories
1199,associations with nouns,"other,categories"
1200,I didn't really use any strategy except one word would lead me to another and trying to avoid making a sentence. ,no_strategy
1201,I used favorite drink and food to fill out the word chain game.,other
1202,RANDOM SELECTION OF WORDS AND NOT FORMING A SENTENCE,no_strategy
1203,I used word predictions ,no_strategy
1204,"simple wards, been careful of long wards",no_strategy
1205,I would look at my surroundings or think of what I just read/heard.,surroundings
1206,just whatever popped out at me on the keyboard,no_strategy
1207,i thought of my surroundings and things i like doing ,surroundings
1208,"I tried to just pick things out of my head - free floating...I figured I knew A LOT of words, some were things in the room, some I picked words with a certain letter, some words I overheard my husband on the phone.","categories,surroundings,other"
1209,i was replaying the story in my head,no_strategy
1210,I looked at the letters on my keyboard and tried to come up with words beginning with those letters,categories
1211,"Well i just typed what came in mind, it was quite boring to be honest ",no_strategy
1212,"I was just thinking of random words that first came to my mind, sometimes after a word i thought of another word very similar or in conjunction with the previous one.",no_strategy
1213,A few of the words were things I can see right now. I didn't really have a strategy beyond that. I was just trying to make sure to not write a sentence. I probably was listing a lot of nouns so sometime I put in other parts of speech.,surroundings
1214,I tried my best to associate the words with the prior words and just kept going from there. ,no_strategy
1215,I thought of words that went along with the previous word.,no_strategy
1216,i just went with what pop in my head. ,no_strategy
1217,I named words based on what was around me at the time and what I was thinking.,surroundings
1218,I was thinking about correlated sentences that I could write quickly that were linked to a common theme.,other
1219,I thought about words that were similar to each other.,no_strategy
