participantID,wcg_strategy,wcg_strategy_group
1196,"I would pick a word, and then try to follow it with words that had some sort of connection in regards to it's meaning. When my brain blanked, I would pivot a bit and try to go a different direction with the chain.",
1197,most of the thing i came across in the reading,
1198,"I tried choosing words that sort of had a theme, like words about foods, or animals, etc.",
1199,associations with nouns,
1200,I didn't really use any strategy except one word would lead me to another and trying to avoid making a sentence. ,
1201,I used favorite drink and food to fill out the word chain game.,
1202,RANDOM SELECTION OF WORDS AND NOT FORMING A SENTENCE,
1203,I used word predictions ,
1204,"simple wards, been careful of long wards",
1205,I would look at my surroundings or think of what I just read/heard.,
1206,just whatever popped out at me on the keyboard,
1207,i thought of my surroundings and things i like doing ,
1208,"I tried to just pick things out of my head - free floating...I figured I knew A LOT of words, some were things in the room, some I picked words with a certain letter, some words I overheard my husband on the phone.",
1209,i was replaying the story in my head,
1210,I looked at the letters on my keyboard and tried to come up with words beginning with those letters,
1211,"Well i just typed what came in mind, it was quite boring to be honest ",
1212,"I was just thinking of random words that first came to my mind, sometimes after a word i thought of another word very similar or in conjunction with the previous one.",
1213,A few of the words were things I can see right now. I didn't really have a strategy beyond that. I was just trying to make sure to not write a sentence. I probably was listing a lot of nouns so sometime I put in other parts of speech.,
1214,I tried my best to associate the words with the prior words and just kept going from there. ,
1215,I thought of words that went along with the previous word.,
1216,i just went with what pop in my head. ,
1217,I named words based on what was around me at the time and what I was thinking.,
1218,I was thinking about correlated sentences that I could write quickly that were linked to a common theme.,
1219,I thought about words that were similar to each other.,
