participantID,wcg_diff_explanation,wcg_diff_explanation_group
1221,the story i guess had a bit of an emotional draining feeling on my mind that made the word chain game seem tedious and trite--it was definitely a chore to come up with words the second time,
1222,"There is no difference on how I felt, just that I tried to have some emotions about the scenario.",
1223,It was more of a vivid depiction of environments and locations that came to mind during/after reading through the story. After reading it lingered in my mind more and I thought about a few of the locations presented.,
1224,Mostly I just kept jumping to words or things mentioned in the story when i ran out of immediate connections. it would just opo up into my head like beer or creek or something.,
1225,"Not sure how to anwer this, it was a feeling not thoughts or anythig that can be easily described",
1226,"It was more difficult to do the second time, I got tripped up on a couple words. As previously mentioned, I think the story influenced some of the paths my associations took after reading the story.",
1227,"Like I said I felt a bit more charged up and eager to play, but honestly I just wanted to read more about what was going on between Claire and Stuart",
1228,Just more focused on the story and the why of it all.,
1229,,
1230,I think it was easiest to play the 2nd part as I already had words in my mind to use instead of having to pause to think of more like in the 1st round.,
1231,I didn't notice many changes. Both times I was trying to ignore distractions so I could do the game properly. The story was just another distraction.,
1232,Desire to think of positive words after the story.,
1233,"I just felt annoyed. That was my experience. I wanted to read the story till the end, at least I thought it would end but   it did not. So yes my mood definitely did change.",
1234,I felt a little difficulty not repeating the same words from round of the word chain task ,
1235,I didn't really experience that,
1236,I felt that my mind was naturally wandering towards certain words related to aspects of the story.,
1237,I didn't experience any specific changes as I played the word game the second time. I believe I used many of the same words/connections as I did the first time. ,
1238,"As I have said, I am very familiar with the geographical area of this story in real life, so I had a very different feeling when completing the second word chain game. It was a combination of nostalgia and a kind of headiness, and also some low level anxiety when thinking about the highway and the man in the truck following Claire. ",
1239,It was an interesting story. I was vested in finding out what would happen,
1240,"Before reading the story, I used sports as the topic to build off of. After the story, I used words such as murder, death, river, etc. The story influenced the word game for me.",
1241,I was more focused on my reaction while reading the story. ,
1242,I really was stuck on Claires husband being responsible for the girls death with his friends. ,
1243,It changed from more positive memories to more sad and lonely memories,
1244,"My feelings would change depending on if the word derived from the story I read or if I pulled it out of the ether. If it came from the story, there was an emotional connotation that existed within the context of the story. ",
1245,I felt much more on edge for the second run through.,
1246,I felt tired thinking of words to use. other than that my emotions were about the same.,
1247,I didn't feel any changes,
1248,"I felt engaged and engrossed in the second round word chain because of the story I read. I was writing about my feelings about having read the story years ago, not about the narrative of So Much Water So Close To Home itself. Also, how much I love Carver's work and how he wrote my favorite poem called ""Morning, Thinking of Empire.""",
1249,The only change is that I wanted it to be over fast so I could get to the questions,
1250,"At first, in doing the word game... it was a bit boring. I found myself looking for things to write about. But, I enjoyed the word game very much after reading the story. I had something to do as an outlet to process what I'd read. I was thankful for a tool (the word game) to do just that.",
1251,I felt more anxious and sad,
1252,"I felt distressed by the story and very sympathetic to Claire, who reacted the same way I would if my husband had behaved in such a fashion. I had trouble getting the idea of the water out of my head, and trouble directing myself away from just repeating words from the story over and over again. Near the end of the second round I noticed I began to feel tired.",
1253,"I think I was just wondering, by the time I got to the second chain game, what  was the point of this study.",
1274,I felt so calm and enjoyed playing the word chain game.,
1275,There was a change in my thoughts. But I was still trying to choose words that had nothing at all to do with the story. I was trying to separate them both in my mind.,
1276,,
1277,"When I played the first round of the game, I began with ""dog"" because I had spent the morning taking care of and playing with my dog. She was top of mind when I sat down to begin. Several of the words I chose for that round were things that had happened today or were just generally on my mind. In the second round, I had the additional words from the story on my mind so that influenced some of my word choices - especially towards the beginning of the game.",
1278,"I felt sort of haunted by the story, and also by the selfishness of the man involved and how he reminded me of the men in my family growing up. I was sort of blasted by unpleasant memories of them, while also thinking about what it must have been like for Claire to be married to such a person. ",
1279,The only real change I felt is that I was focused on something completely different (the story) the second time around.,
1280,none.,
1281,"Like I said, the story's images were on my mind at the beginning of the 2nd game. But I also noticed I was a bit bored and I didn't want to just repeat the same words I came up with in the 1st game, so I took more time to think of new words to add on.",
1282,I felt more grounded and less open minded towards worse I could list. I couldn't come up with random words as readily.,
1283,I just felt like the story was in the back of my mind. ,
1284,"If there were any changes, I was not consciously aware of them. The story, while very well written and engaging, did not impact my word chain exercises to any degree that I was cognizant of.",
1859,The story keeps on playing in my mind,
