participantID,wcg_diff_general,wcg_diff_general_group
1442,I found myself returning to the topics asked not to think about more frequently. It was harder to find words unrelated to the story.,
1443,"After reading the story, my mind was very occupied and I kept thinking about it. Sometimes I even used words from the story in the word chain game. ",
1444,I really didn't notice any difference.,
1445,second time was harder because the story was vivid and stuck in my mind,
1446,topics from the story popped into my mind.,
1447,one is you just need to type words that will not describes or connect to food and the other one words that connect to the story,
1448,It was more somber and harder to keep the story out of my mind,
1449,i felt more urgency to try not to think about the prompt,
1450,"The only difference I felt was it was easier for me to do the 2nd word chain. For the first game, it was a little difficult for me to not think about food because food is something familiar and close to me. The 2nd game was easier because the story was a lot of information and I would have to focus on the story completely to have any thoughts related to it.",
1451,It was harder to avoid thinking about the story,
1452,I didn't feel any differences except the difference in the rules,
1453,I felt that I had a some experience with it. ,
1454,had more words after reading the story,
1455,It was more difficult for me to concentrate on words that didn't come from the story.,
1456,the refraining from thinking of the story was slightly harder than the food,
1457,After I kept thinking about the topic more compared to the first round,
1458,I did not feel much of difference. ,
1459,I tried to think of different words than the first time maybe.,
1460,,
1461,It felt very different because I was so involved in the story but once I thought of where I was this morning it helped me to focus my thoughts elsewhere. ,
1462,i nearly got confused because i was thinking so much about the story,
1463,"It was definately harder to separate myself from the story, espcially because it was pretty graphic, and I had to read it one line at a time.",
1464,After the story i had a harder time repressing thoughts about it.,
1465,very hard not to think of the story,
1466,It was harder to ignore the story in the second round than food in the first.,
1467,The story had more impact on my thoughts.  Very difficult to think of words without thinking of the story.  It was easier on the first round. ,
1468,I had a lot words that sounded in my mind after reading the story,
1469,I believe it was easier the first time to come up with words but harder to avoid thinking of foods. I believe the second time it felt like a shorter time period to come up with words. ,
1470,"Before the story, I had nothing else in my mind, so I was able to focus on items that were around me and listed those as my words. After reading the story, I was thinking about the story most of the time when coming up with words, so I was a little distracted in coming up with words. I kept thinking about words such as murder, death, and blood.",
1471,It was much harder to suppress memories of the story than it was to not think about food.,
1472,small differences,
1473,comprehension is important,
1474,I was more distracted before ,
1475,It was harder the second time because I was getting a little tired,
1476,it was MUCH harder the second time,
1477,it was harder to concentrate on things other than the story because it was emotionally disturbing,
1478,I find it increasingly difficult to not think back to the story. Sometimes typing a single word leads me back to the story.,
1479,no difference,
1480,the story was very interesting and creatively written and it kept popping into my head so it was harder to actively suppress it and I also wanted to avoid using words that would make me think of it,
1481,"Since I hadn't read the story yet, I wasn't thinking about it during the first story. I Also felt I went slower the second time.",
1482,I felt it was slightly harder to avoid thinking about that story than thinking of food.,
1483,I was more familiar with the task the second time.  I also seemed to have an easier time suppressing thoughts of food over the story.,
1484,no differences,
1485,I felt the same. ,
1486,after reading the story it was harder because I kept thinking about the rest of the story,
1487,more distracted after,
1488,i was much more accurate with the spacebar,
1489,I had to concentrated harder to keep the story out of my head,
1490,It was slightly more difficult to suppress thoughts of the story.,
1491,I thought of the story more than I thought about food.,
1492,After reading the story I was thinking about dead bodies/murder more,
1493,How the story ended kept lingering in my mind,
1494,I was trying to remember the story while also trying not to think about it.,
1619,no there was not any,
1620,not thinking about the story was much harder.,
1621,in awe of the story during second round,
1622,I thought it was much more difficult to suppress thoughts about the forbidden topic the second time. I found the story very interesting and it left an impression on me. I found it more difficult to block out the story because I was still processing what I had read. Blocking out the forbidden topic was easier the first time because I was more able to just focus on the task at hand.,
1623,Much harder after reading the story because it was all i could think about. Not thinking about food in the abstract was easier.,
1624,The first chain was easier while during the second chain I kept thinking about the story,
1625,"It was easier to come up with words after reading the story, because I hadn't been told to not think of a type of word.",
1626,easier to complete after because i could talk about food,
1627,I was thinking about words that related to the story more,
1628,I wanted to write about what happened in the story,
1629,"It was more difficult to suppress the story since it was so fresh in my mind. I'm not particularly hungry, so suppressing thoughts of food wasn't difficult.",
1630,no differences,
1631,Was thinking of positive things.,
1632,"It was paradoxical almost. After reading the story, I felt like I could draw upon a wider variety of topics. However, I also felt restricted as any story-related topics were forbidden. Remembering which topics were story-related required much more cognitive effort than blocking out food-related thoughts.",
1633,"I noticed before I read the story that I was not having distractions in my thought process.  However, after I read the story, I would sometimes have a quick thought about the story I read.",
1634,A darker mode,
1635,"It was more difficult because I was going to use words that described the story. Death, murder, lake...etc. ",
1636,I felt a bit more tense the second time.,
1637,The second round was easier because I could type food.,
1638,it was harder to focus the second time,
1639,it was a bit harder to not think of the story vs food,
1640,I used more random words in 2nd round,
1641,The second word chain game was a little easier for me to avoid thinking of words.,
1642,it was easier the 2nd time,
1643,It was very difficult because most of the words in the story kept on ringing in my mind.,
1644,words were easy,
1645,I was thinking whether I will forget the story,
1646,I felt that my performance was better in the second round because I'm able to not focus on the story better than I'm able to not focus on food,
1647,I didn't feel any difference between the two.,
1648,It was more difficult to avoid thinking about the story after I read it.,
1649,I had to suppress the story I had just read which made the second round more difficult.,
1650,I felt a little uncomfortable after reading the story. The story felt uncomfortable to read. It definitely bothered me a bit. ,
1651,It was harder to not think about the story than food. ,
1652,"Food was easier to dismiss from my vocabulary for the first game but for the second game, I was so immersed in the story that I actually wanted to play the word chain game with words ONLY from the story",
1653,none,
1654,It was easier playing it before reading the story.,
1655,"I think about food often, so it was difficult to avoid it rather than the story that I have no connection with",
1656,After reading the story I definitely felt that the words I came up with related to the story and were much more somber in nature,
1657,It was somewhat easier not to think of food during the first game because it is a single specific category,
1658,Having to actively forget the story was harder than ignoring food.,
1659,I played faster to not try to think about the story.,
1660,It took me longer to come up with new words,
1661,I was not thinking about food during the second word chain game.  I also thought my words and thoughts were a lot darker.,
1662,more boredom the second time. Not a game.,
1663,"after reading the story, i REALLY wanted to write the word ""death"" in the chain game. However, this would have not followed the rules. But, if I had thought of that word, I could have included it in the word chain before reading the story.",
1664,I found it harder to think of things I hadnt already entered,
1668,"I felt more normal playing the game at first. I could easily avoid thinking about food since I'm not hungry right now. After reading the story, I found it hard not to think about because the events were disturbing to think about.",
1669,It was harder to concentrate on the game the second time around because the story was upsetting and it was distracting.,
1670,I didn't feel any differences.,
1671,i had to be more careful with words,
1672,the word chain game felt a lot more stressful after the story because of the strong images that kept coming up . ,
1673,"Before the story, when I tried to not think about food, it was easier. After reading the story, a few scenes and characters kept reappearing in my mind, and any word association that was related to the story, kept popping up in my mind. It was way harder to not think about the story than food.",
1674,I think the second time around it was harder to avoid thinking about the story and involving it in the game. This is because of the emotional impact and shock the story gave.,
1675,I did not feel any difference,
1676,it was easy the first time but stressful after story,
1677,The story was much more on my mind during the word chain game vs. food,
1678,,
1679,I felt I was thinking about the story more than food,
1680,I was kind of mind numb by then because the story was disturbing but I was trying to control not thinking about it. I didn't really,
1681,The second time was harder,
1682,No difference,
1683,Suppressing thoughts of food was far easier that suppressing thoughts of the story which was very engaging,
1684,I found that not thinking of the story was much more difficult than not thinking of food. Thoughts were more freely flowing into my head when I only had to avoid thinking of food related items. ,
1685,it was more difficult to stop thinking of the story than food even though i had just finished a snack before the first round,
1686,"There was a bunch of information that I read, so the information in my head was still very fresh, so sometimes I would be thinking about the story even though I didn't need to.",
1687,i thought about the story a lot,
1688,There were no differences. I just chose random words both times. Although the second time I did think of things like sugar. ,
1689,It was harder to keep thoughts away,
1690,Nothing special change after reading,
1691,the story was stuck in my mind,
1692,There was no difference in my feeling. I concentrated on the task given at the time.,
1693,No difference,
1694,I did not feel any differences before or after reading the story.,
1695,"I mean, the only real difference is that I was distracted because I wanted to know more about the story.",
1696,It was harder to not think about food,
1697,I didn't feel any difference,
1698,it was easier for me to suppress the story than food ,
1699,"Before reading the story it was easy to not think about food.  After reading the story it was hard to not think about it, probably because it was so engaging and grabbing.",
1700,It was harder to not think about the story after reading it. ,
1701,"Before was easier, after was a little more disturbing",
1702,Not much.  I had to not visualize what I wasn't supposed to write about.  Easy most of the time but the thoughts would come and go.,
1703,In the second phase I thought of the story more than I thought of food in the first phase. ,
1704,I didn't feel any differences. I treated each time as a challenge. ,
1705,There were no differences.,
1706,I felt the same,
1707,None I tried the same using the different instructions.,
1708,I felt like my mind was much more focused on the story and it was hard to suppress my thoughts about it. ,
1709,"In the second word chain game, I had the burden of needing to remember details related to the story for the upcoming test. The first word chain game was much more lenient and less stressful.",
