participantID,wcg_diff_general,wcg_diff_general_group
1671,i had to be more careful with words,other
1672,the word chain game felt a lot more stressful after the story because of the strong images that kept coming up . ,"other,emotion"
1673,"Before the story, when I tried to not think about food, it was easier. After reading the story, a few scenes and characters kept reappearing in my mind, and any word association that was related to the story, kept popping up in my mind. It was way harder to not think about the story than food.","harder,lingering"
1674,I think the second time around it was harder to avoid thinking about the story and involving it in the game. This is because of the emotional impact and shock the story gave.,"emotion,harder,lingering"
1675,I did not feel any difference,no_effect
1676,it was easy the first time but stressful after story,other
1677,The story was much more on my mind during the word chain game vs. food,lingering
1678,,no_effect
1679,I felt I was thinking about the story more than food,lingering
1680,I was kind of mind numb by then because the story was disturbing but I was trying to control not thinking about it. I didn't really,"emotion,other,lingering,concentrate"
1681,The second time was harder,harder
1682,No difference,no_effect
1683,Suppressing thoughts of food was far easier that suppressing thoughts of the story which was very engaging,"harder,lingering"
1684,I found that not thinking of the story was much more difficult than not thinking of food. Thoughts were more freely flowing into my head when I only had to avoid thinking of food related items. ,"harder,lingering"
1685,it was more difficult to stop thinking of the story than food even though i had just finished a snack before the first round,"harder,lingering"
1686,"There was a bunch of information that I read, so the information in my head was still very fresh, so sometimes I would be thinking about the story even though I didn't need to.",lingering
1687,i thought about the story a lot,lingering
1688,There were no differences. I just chose random words both times. Although the second time I did think of things like sugar. ,no_effect
1689,It was harder to keep thoughts away,"harder,lingering"
1690,Nothing special change after reading,no_effect
1691,the story was stuck in my mind,lingering
1692,There was no difference in my feeling. I concentrated on the task given at the time.,no_effect
1693,No difference,no_effect
1694,I did not feel any differences before or after reading the story.,no_effect
1695,"I mean, the only real difference is that I was distracted because I wanted to know more about the story.",lingering
1696,It was harder to not think about food,easier
1697,I didn't feel any difference,no_effect
1698,it was easier for me to suppress the story than food ,easier
1699,"Before reading the story it was easy to not think about food.  After reading the story it was hard to not think about it, probably because it was so engaging and grabbing.","harder,lingering"
1700,It was harder to not think about the story after reading it. ,"harder,lingering"
1701,"Before was easier, after was a little more disturbing","harder,emotion"
1702,Not much.  I had to not visualize what I wasn't supposed to write about.  Easy most of the time but the thoughts would come and go.,no_effect
1703,In the second phase I thought of the story more than I thought of food in the first phase. ,lingering
1704,I didn't feel any differences. I treated each time as a challenge. ,no_effect
1705,There were no differences.,no_effect
1706,I felt the same,no_effect
1707,None I tried the same using the different instructions.,no_effect
1708,I felt like my mind was much more focused on the story and it was hard to suppress my thoughts about it. ,"harder,lingering"
1709,"In the second word chain game, I had the burden of needing to remember details related to the story for the upcoming test. The first word chain game was much more lenient and less stressful.","harder,lingering,other"
