participantID,wcg_strategy,wcg_strategy_group
1396,i just focused on coming up with words is all. there was no strategy involved,
1397,Whatever came to mind I went with.,
1398,I did not have any strategies,
1399,I didn't think of food when I was told not to and I focused on the task so I didn't need to push the space bar on that one. I tried not to think of the story but it kept creeping into my mind on the second word task.,
1400,NONE,
1401,Whatever word came to my mind.,
1402,I was looking around my room and seeing objects I could name.,
1403,just thinking of things that maybe would go together,
1404,I choose groups to start with and then just let my imagination go.,
1405,Just thinking of any word and then playing off that for a while,
1406,i just tried to think of different categories of words that were not relevant to the story.,
1407,"I thought of a subject, like painting, and all the things that go with it.",
1408,Write whatever comes to mind,
1409,If I thought of a word and it was hard to come up with one after I tried to think of words that related in someway to the word I had just thought of.,
1410,Some words came randomly and then I would think of related words until another random word came up on my mind.,
1411,"I didn't use any particular strategy.  Sometimes I noticed that one word was associated with the next one that came to mind by subject, other times by sound, and other times I was grasping for anything to come to mind.",
1412,I would think of random words and then other words that would relate to them would come to mind. ,
1413,Didn't have a strategy but I often thought of words that related to one another or sound that same. ,
1414,I looked at my desk lol,
1415,Try to read carefully. ,
1416,Basically thought about things in my room or in certain locales outside and named objects I might see.,
1417,Only typing the first word that came into my head at random.,
1418,I tried to focus on things that I am familiar with and enjoy.,
1419,looking around the room,
1420,Just things  I was thinking about at the time,
1421,I used the sound of words,
1422,"Looked at items around me when stumped, but branched off the first word I came up with that wasn't one I should avoid. ",
1423,I tried to think of simple nouns that had a lot of different connections.,
1424,"I messed up on the first one as I just typed a story about me learning unicycle - sorry didn't observe the warning about not using sentences. For the second one, I imaginged a library and free associated around that for a while then maybe switched to some food and/or social media",
1425,whatever came to mind,
1426,Looking at things around me,
1427,I thought a certain events I have done in life and where I knew I had a lot of ideas to pull from.,
1428,Trying to chain my next word off of the previous thought while not constructing a grammatical sentence.,
1429,I just get typing random words that came to my mind,
1430,"I just went with whatever my mind went with. If one word reminded me of another, I wrote it down and continued like that until the time was up.",
1431,Trying not to think on topic you mentioned.,
1432,I concentrated on other things outside of food,
1433,"I tried to think of related items or just allow new ideas for words come to me; at times I looked around me for inspiration, e.g. things in my environment",
1434,I just typed them as they entered my mind,
1435,none really. I just typed random words.,
1436,Just try on focus on subjects besides the one that I was not supposed to use.,
1437,Visulaizing,
1438,I didn't really have one. I just tried to keep my mind focused on the words I was entering in ,
1439,I looked around in my room and also thought about the recent games I had ben playing.,
1440,,
1441,none,
1442,"I would think of one word and write words similar to the word in mind (office, cubicle, paper). Sometimes it would take me to the subject I was attempting to avoid. Then I would hit the space key and find another word.",
1443,I didn't use any strategies. I typed words that popped up and sometimes looked around the room.,
1444,none really,
1445,Looking around the room I'm currently in,
1446,I looked at what was around me in the room.,
1447,just focus and concentrate ,
1448,Things around the room or things that had meaning associated to the previous word,
1449,I tried to think of inanimate objects that I recently used.,
1450,I don't really have any strategies while playing the game. I just tried to come up with words that start with the last letter from the previous one. It keeps me focused and not wander my mind.,
1451,No strategies at all,
1452,I used words that were common with one another until i thought of another topic (Most of the time),
1453,I tried to make sure I kept the goal in mind and was fast with my thought process. ,
1454,looking around me,
1455,used themes or rhyming words when not other word came to mind,
1456,"Random thoughts, no strategy",
1457,used rhymes,
1458,I did not use any strategies. I just thought about random words. ,
1459,look around me,
1460,Envisioning me walking through a certain space,
1461,I just thought of places I had gone today before doing this game.,
1462,i just type any word that comes in mind,
1463,"I just sort of tried to separate each item, while still making them connected. It was harder not to think for the second round about the story I had just read.",
1464,I randomly thought about types of animals or activities,
1465,I looked around the room I was sitting in and thought of those words and then mentally worked my way around the house,
1466,"I picked random words at first.  Later on I imagined settings and items from old video games I played, which helped distract me from the ""intrusive"" thoughts.",
1467,"My mind would go blank trying to think of a word, so then I would use my surroundings for objects or things I do for objects within those activities",
1468,I used the sound of words that came into my mine,
1469,I would think of a word and then a similar word that I was able to relate to it. ,
1470,"The strategy I used when playing the Word chain game was looking around items that are around me. Then when I came up with a concept, such as animal and number, I tried to list as much as possible that came to mind.",
1471,"I just typed the first word that popped into my mind. When I did not think of one instantly, I picked a random letter on my keyboard and thought of a word that began with that letter.",
1472,no strategies,
1473,things that relate to the word im typing or things im looking at,
1474,I used some of the items around me,
1475,just typing words that came to my mind,
1476,just tried to relate one word to the next without going backwards,
1477,"looked around at words around me, thought about things that were relevant to my life and that I think about on a daily basis, thought about one topic and more words on that topic",
1478,"I tried to think of a certain category and then start typing words found in the category. For example, I think of music and start typing name of music instruments that comes to mind.",
1479,Looked around me and then tried to find something associated,
1480,none other than kind of doing free association between words in my head,
1481,"I looked around the room and thought about my week and let words pop into my head. I either entered the word, or if it was too repetitive, I tried to think of a random word that rhymed or began with the same letter, etc.",
1482,"I used objects around me in the room, and then I would try to focus on one particular location at a time.",
1483,"I tried just thinking of various objects in and around my house, plus thoughts that entered my head and tried not to think about food or the story.",
1484,it was hard to keeep track of the story because i couldn't go back if somemthing was confusing me rhyming and closeness in  properties,
1485,started with a word that may have rhymes and went with that.,
1486,to track what pops up in my mind,
1487,listed all the words for a certain topic then moved on to the next topic and repeat ,
1488,picked a topic that would help me avoid any space bar related thoughts and listed as many things from that until i had to pick a new topic,
1489,naming things nearby or drawing on memories,
1490,I tried to select words that were related to the previous word without forming a sentence.,
1491,just tried to look around and get some ideas for words,
1492,"Once I thought of a word I tried to think of words in the same category (clothes, animals, etc.)",
1493,I TRIED TO SURPRESS THE THOUGHT OF FOOD,
1494,Things I'd see on a walk or around the house.,
1619,take my time,
1620,tried to use words that described my surroundings.,
1621,just random connections,
1622,"I just thought of the first word that popped into my mind. If I became short of words, I thought of things around me in the room to get a chain started. I also thought of words associated with those I had already typed but would not form sentences. I also had strings of words that began with the same letter. I tried to be as random as possible to keep my mind off the topic I wasn't supposed to think about.",
1623,"no strategy, just thought of a word, cleared my mind and thought of the next word that was related.",
1624,I just wrote the words that came to my mind.,
1625,I tried to think about things in my environment and the places that I got regularly.,
1626,looked around the room for objects,
1627,"tried not to repeat words, tried not to think about the story or words related to the story.",
1628,Just typed words to make a sentence out of the thought I was having,
1629,I looked around my office for words.,
1630,remembered lyrics to songs I have liked.,
1631,Used visual environments.,
1632,"With regards to word generation, I frequently hopped between different topics. Sometimes, the new word matched the theme of preceding word. But other times, it was a completely random thought.   Before the game started, I primed myself to follow the rules by repeating them in my head multiple times. I also announced it out loud for myself to reinforce it. By doing so, I felt confident in my ability to play the word game according to the rules while also being creative and generative enough.",
1633,Just tried to really use words that came to my mind,
1634,looks around the room think about things as they came to me and connect them to other things,
1635,I just entered the first word that came to mind. It was more difficult when I was told not to think of certain things because it immediately made me think of them more.,
1636,not sure. .just thought of words ,
1637,I just followed the rules.,
1638,typing in the names of things around me,
1639,words that are related to each other,
1640,I disliked this game. It was like shooting at the sky,
1641,I just looked around me and tried to write down words of objects I saw.,
1642,i would think of a category that has a lot of similar words to type as many as possible,
1643,Just keep on think of words ,
1644,none,
1645,Any thing which come on mind I type it,
1646,No strategies,
1647,I just looked at the letters on my keyboard and would pick one the think of a word that started with that letter.,
1648,"I looked around the room to find objects, thought about objects in my home, thought about recent activities. ",
1649,I used words that just came to mind. ,
1650,I looked at my keyboard and could see words from the keys. It was a great distraction and I didn't think of the story at all.,
1651,I just used whatever words I thought of.,
1652,I tried to think of average and mundane things. Tried to keep it simple and light.,
1653,i didn't have a strategy,
1654,The second time was pretty difficult and I tried thinking of the most obscure and off the wall things. I tried focusing on that and hoped it would get my mind off the story. The first time was easier. I thought of things I needed to do or objects. The marshmallow was actually not a thought about food or hunger. I have a insulated bag that is in the shape of a smores - kawaii style character.,
1655,i just picked words that came to my mind,
1656,For the first round I came up with things around me but for the second round many of the words I came up with related to the story,
1657,I tried to think of a theme and come up with batches of words within each theme to keep my mind from wandering.,
1658,"I would think of a topic and write all the words I could think about that topic. When I ran out of words, I would use my most recent word to jump to a new category.",
1659,"Think of things in the area, and connect words to related things.",
1660,I let my brain do the work.,
1661,I looked what was around me and tried to list things that were not food.,
1662,"It's not a game, there's no strategy, you just type words.",
1663,noticing objects directly around me without having to turn my head much,
1664,I was using objects in my room and thinking of things similar to them,
1668,I thought about random words that came to my mind and I also looked around the room at objects for inspiration.,
1669,I just used associations. Every word relates in some way to the last,
1670,I just put in random words,
1671,i was just using sound and meaning of words,
1672,I would think of an apartment of a friend and I would list objects in the apartment. ,
1673,"I didn't use any strategy. I just tried to follow the rules and tried to not think about X (food or the story). Once I thought of something, I tried to quickly think of something immediately related to it so my mind doesn't wander.",
1674,I was literally just writing whatever came to mind and sometimes it would end up with me getting stuck in words that rhyme with the last but making sure it wasn't forming a sentence.,
1675,I would just think very quick and follow the previous word,
1676,just thought of a word and would think of similar words,
1677,Looking at objects around me,
1678,I just thought about words that's it,
1679,I just tried to think of the first word that came to mind,
1680,"mostly word association, starting with objects in the room around me.",
1681,If i got on a roll I went with it. That's the best way to not think.,
1682,I just typed in what words came to my mind at the time,
1683,"Related words, for example Top-bottom-over-under ",
1684,"I closed my eyes and just typed in the first word that came to mind, hitting double space if the topic that I was supposed to avoid popped into my head. ",
1685,no strategy,
1686,"I looked around my room, wrote what I saw, and then continued.",
1687,just said random words on my mind,
1688,I just picked a random word. ,
1689,I just let the thoughts flow,
1690,Nothing special,
1691,just following the rules,
1692,Words that came to mind from songs and daily language usage.,
1693,I was thinking about Harry Potter. Then I was thinking about math and statistics.,
1694,Just tried to write the word that first came into my mind,
1695,"No strategies, just typed whatever popped up first.",
1696,would use a broad subject and base it off that,
1697,I didn't really have any strategies ,
1698,"no strategies, just wrote whatever word came to mind",
1699,"When playing the first word chain game, I just thought of fun activities while trying to avoid thinking about food.  When playing the second game, I thought about food while trying to avoid thinking about the story.",
1700,I typed whatever came into my mind. sometimes the words were related. ,
1701,"I looked around for objects near me, I associated words with words I had already used, I started with a specific letter or sound",
1702,Nothing really - just thought of something that related to it in a way.,
1703,I just thought of word and typed them. Some times I would use the same letter for a couple of words but that was all there was to my strategy. ,
1704,"I looked at things around my room and named them ,then started thinking of words that rhymed with each other then I started naming things in the same category. ",
1705,No strategy.,
1706,I just tried to be as random as possible,
1707,"Tried to think of animals, foods, household items that group together.",
1708,"I typed the first word that came to my mind, and then the similar words that came to my mind after that. ",
1709,"I tried to just think of random words that came to mind. I did not use any strategies; if I had, I suppose I may have been able to type in more words than I did.",
