participantID,wcg_strategy,wcg_strategy_group
1385,"I was beginning to create a ""buffer"" of words to use during the instructions, before the game properly began. I also would preemptively conjure more words before I had finished typing the current one. Focusing on a related series of words would help me avoid thinking about the undesired thoughts.",other
1005,Simply ,other
1386,"I thought of related words as quickly as I could like 'dog, cat, mouse'",no_strategy
1387,"Looking around the room, work related words.","concerns,surroundings"
1232,I focused on things that were around me and tried to come up with categories that were not restricted.,"surroundings,categories"
1305,I looked for objects around my space and thought of words related to them.,surroundings
1306,At times I looked around the room I'm in for ideas for words to type.,surroundings
1238,no strategy. I just think of it,no_strategy
1229,I visually pictured the words I typed and the next word I selected was usually something that could be seen near the original word.,categories
1307,I had to think through very well,no_strategy
1295,I had no strategy,no_strategy
1308,Just thing about anything and also things i can see that surrounds me,surroundings
1309,"I imagined a scene and then wrote things I saw in the scene, then I would let the scene play out a bit and move onto the next one",other
1388,"I tend to only think about sounds (like fah, duh, etc.) when playing word chain games and I form words from these. I also think of locations. ",other
1296,Look around my room and identify these objects. These objects had a theme that was not food nor about the story location.,"categories,surroundings"
1389,sometimes things around me.,surroundings
1310,"When I thought of one word, I continued to think of as many words related to it as I could before thinking of a new topic.",no_strategy
1390,"I was thinking about outside, inside my home and traveling to new york. ",other
1391,"I tried to go to something slightly connected when I could, whether in letters, or definition",categories
1392,"None, I tried to let my thoughts come and go naturally",no_strategy
1393,No strategy ,no_strategy
1311,Finding words that rhymed. ,rhyming
1297,I just tried to think of things currently on my mind in real life.,concerns
1312,,other
1313,Looking at objects around me and chaining words from those until I drew a blank or got distracted by the story or food,surroundings
1314,"switched topics, like animals, food, or random words",categories
1315,just thinking anything aside the words that are not allow,no_strategy
1394,"I just wrote the words that came to mind while keeping my thumb on the space bar. After I started having trouble with new words, I started looking at the keys to come up with ideas based on starting letter.",categories
1395,"besides avoiding the directed topics, just letting my mind wander and picking words from the scenes/scenarios that emerged",no_strategy
1417,Only typing the first word that came into my head at random.,no_strategy
1316,look around to type things that I see to try not to think about what the rule said not to think,surroundings
1396,i just focused on coming up with words is all. there was no strategy involved,no_strategy
1317,whatever comes first to my mind,no_strategy
1397,Whatever came to mind I went with.,no_strategy
1398,I did not have any strategies,no_strategy
1668,I thought about random words that came to my mind and I also looked around the room at objects for inspiration.,"no_strategy,surroundings"
1318,I was using object in the room around me to come up with words or areas near me that I could mentally visualize,"other,surroundings"
1399,I didn't think of food when I was told not to and I focused on the task so I didn't need to push the space bar on that one. I tried not to think of the story but it kept creeping into my mind on the second word task.,other
1418,I tried to focus on things that I am familiar with and enjoy.,other
1400,NONE,no_strategy
1419,looking around the room,surroundings
1401,Whatever word came to my mind.,no_strategy
1420,Just things  I was thinking about at the time,no_strategy
1402,I was looking around my room and seeing objects I could name.,surroundings
1421,I used the sound of words,rhyming
1620,tried to use words that described my surroundings.,surroundings
1621,just random connections,no_strategy
1403,just thinking of things that maybe would go together,categories
1404,I choose groups to start with and then just let my imagination go.,"no_strategy,categories"
1422,"Looked at items around me when stumped, but branched off the first word I came up with that wasn't one I should avoid. ","no_strategy,surroundings"
1405,Just thinking of any word and then playing off that for a while,no_strategy
1406,i just tried to think of different categories of words that were not relevant to the story.,categories
1423,I tried to think of simple nouns that had a lot of different connections.,other
1424,"I messed up on the first one as I just typed a story about me learning unicycle - sorry didn't observe the warning about not using sentences. For the second one, I imaginged a library and free associated around that for a while then maybe switched to some food and/or social media","categories,other"
1407,"I thought of a subject, like painting, and all the things that go with it.",categories
1425,whatever came to mind,no_strategy
1426,Looking at things around me,surroundings
1622,"I just thought of the first word that popped into my mind. If I became short of words, I thought of things around me in the room to get a chain started. I also thought of words associated with those I had already typed but would not form sentences. I also had strings of words that began with the same letter. I tried to be as random as possible to keep my mind off the topic I wasn't supposed to think about.","no_strategy,surroundings,categories"
1427,I thought a certain events I have done in life and where I knew I had a lot of ideas to pull from.,concerns
1428,Trying to chain my next word off of the previous thought while not constructing a grammatical sentence.,other
1408,Write whatever comes to mind,no_strategy
1409,If I thought of a word and it was hard to come up with one after I tried to think of words that related in someway to the word I had just thought of.,no_strategy
1410,Some words came randomly and then I would think of related words until another random word came up on my mind.,no_strategy
1429,I just get typing random words that came to my mind,no_strategy
1430,"I just went with whatever my mind went with. If one word reminded me of another, I wrote it down and continued like that until the time was up.",no_strategy
1623,"no strategy, just thought of a word, cleared my mind and thought of the next word that was related.",no_strategy
1411,"I didn't use any particular strategy.  Sometimes I noticed that one word was associated with the next one that came to mind by subject, other times by sound, and other times I was grasping for anything to come to mind.","categories,no_strategy"
1431,Trying not to think on topic you mentioned.,no_strategy
1432,I concentrated on other things outside of food,no_strategy
1433,"I tried to think of related items or just allow new ideas for words come to me; at times I looked around me for inspiration, e.g. things in my environment","no_strategy,surroundings"
1434,I just typed them as they entered my mind,no_strategy
1435,none really. I just typed random words.,no_strategy
1436,Just try on focus on subjects besides the one that I was not supposed to use.,categories
1624,I just wrote the words that came to my mind.,no_strategy
1437,Visulaizing,other
1438,I didn't really have one. I just tried to keep my mind focused on the words I was entering in ,no_strategy
1439,I looked around in my room and also thought about the recent games I had ben playing.,"concerns,surroundings"
1440,,no_strategy
1441,none,no_strategy
1442,"I would think of one word and write words similar to the word in mind (office, cubicle, paper). Sometimes it would take me to the subject I was attempting to avoid. Then I would hit the space key and find another word.",categories
1443,I didn't use any strategies. I typed words that popped up and sometimes looked around the room.,"no_strategy,surroundings"
1412,I would think of random words and then other words that would relate to them would come to mind. ,no_strategy
1444,none really,no_strategy
1445,Looking around the room I'm currently in,surroundings
1413,Didn't have a strategy but I often thought of words that related to one another or sound that same. ,no_strategy
1446,I looked at what was around me in the room.,surroundings
1447,just focus and concentrate ,no_strategy
1448,Things around the room or things that had meaning associated to the previous word,"surroundings,no_strategy"
1449,I tried to think of inanimate objects that I recently used.,concerns
1450,I don't really have any strategies while playing the game. I just tried to come up with words that start with the last letter from the previous one. It keeps me focused and not wander my mind.,categories
1451,No strategies at all,no_strategy
1673,"I didn't use any strategy. I just tried to follow the rules and tried to not think about X (food or the story). Once I thought of something, I tried to quickly think of something immediately related to it so my mind doesn't wander.",no_strategy
1452,I used words that were common with one another until i thought of another topic (Most of the time),categories
1453,I tried to make sure I kept the goal in mind and was fast with my thought process. ,other
1454,looking around me,surroundings
1455,used themes or rhyming words when not other word came to mind,"categories,rhyming"
1456,"Random thoughts, no strategy",no_strategy
1457,used rhymes,rhyming
1458,I did not use any strategies. I just thought about random words. ,no_strategy
1459,look around me,surroundings
1460,Envisioning me walking through a certain space,other
1461,I just thought of places I had gone today before doing this game.,concerns
1625,I tried to think about things in my environment and the places that I got regularly.,"surroundings,concerns"
1462,i just type any word that comes in mind,no_strategy
1463,"I just sort of tried to separate each item, while still making them connected. It was harder not to think for the second round about the story I had just read.",other
1464,I randomly thought about types of animals or activities,"categories,no_strategy"
1465,I looked around the room I was sitting in and thought of those words and then mentally worked my way around the house,"surroundings,other"
1466,"I picked random words at first.  Later on I imagined settings and items from old video games I played, which helped distract me from the ""intrusive"" thoughts.","no_strategy,concerns,other"
1467,"My mind would go blank trying to think of a word, so then I would use my surroundings for objects or things I do for objects within those activities","surroundings,other"
1414,I looked at my desk lol,surroundings
1468,I used the sound of words that came into my mine,rhyming
1669,I just used associations. Every word relates in some way to the last,no_strategy
1674,I was literally just writing whatever came to mind and sometimes it would end up with me getting stuck in words that rhyme with the last but making sure it wasn't forming a sentence.,rhyming
1469,I would think of a word and then a similar word that I was able to relate to it. ,no_strategy
1415,Try to read carefully. ,no_strategy
1416,Basically thought about things in my room or in certain locales outside and named objects I might see.,"other,surroundings"
1470,"The strategy I used when playing the Word chain game was looking around items that are around me. Then when I came up with a concept, such as animal and number, I tried to list as much as possible that came to mind.","surroundings,categories"
1471,"I just typed the first word that popped into my mind. When I did not think of one instantly, I picked a random letter on my keyboard and thought of a word that began with that letter.",categories
1626,looked around the room for objects,surroundings
1472,no strategies,no_strategy
1473,things that relate to the word im typing or things im looking at,surroundings
1627,"tried not to repeat words, tried not to think about the story or words related to the story.",no_strategy
1628,Just typed words to make a sentence out of the thought I was having,other
1474,I used some of the items around me,surroundings
1475,just typing words that came to my mind,no_strategy
1476,just tried to relate one word to the next without going backwards,no_strategy
1477,"looked around at words around me, thought about things that were relevant to my life and that I think about on a daily basis, thought about one topic and more words on that topic",concerns
1478,"I tried to think of a certain category and then start typing words found in the category. For example, I think of music and start typing name of music instruments that comes to mind.",categories
1479,Looked around me and then tried to find something associated,surroundings
1480,none other than kind of doing free association between words in my head,no_strategy
1481,"I looked around the room and thought about my week and let words pop into my head. I either entered the word, or if it was too repetitive, I tried to think of a random word that rhymed or began with the same letter, etc.","surroundings,categories,rhyming"
1482,"I used objects around me in the room, and then I would try to focus on one particular location at a time.",surroundings
1629,I looked around my office for words.,surroundings
1630,remembered lyrics to songs I have liked.,other
1483,"I tried just thinking of various objects in and around my house, plus thoughts that entered my head and tried not to think about food or the story.",surroundings
1631,Used visual environments.,surroundings
1484,it was hard to keeep track of the story because i couldn't go back if somemthing was confusing me rhyming and closeness in  properties,"other,rhyming"
1632,"With regards to word generation, I frequently hopped between different topics. Sometimes, the new word matched the theme of preceding word. But other times, it was a completely random thought.   Before the game started, I primed myself to follow the rules by repeating them in my head multiple times. I also announced it out loud for myself to reinforce it. By doing so, I felt confident in my ability to play the word game according to the rules while also being creative and generative enough.",no_strategy
1485,started with a word that may have rhymes and went with that.,rhyming
1633,Just tried to really use words that came to my mind,no_strategy
1634,looks around the room think about things as they came to me and connect them to other things,surroundings
1635,I just entered the first word that came to mind. It was more difficult when I was told not to think of certain things because it immediately made me think of them more.,no_strategy
1486,to track what pops up in my mind,other
1487,listed all the words for a certain topic then moved on to the next topic and repeat ,categories
1488,picked a topic that would help me avoid any space bar related thoughts and listed as many things from that until i had to pick a new topic,categories
1489,naming things nearby or drawing on memories,"surroundings,concerns"
1490,I tried to select words that were related to the previous word without forming a sentence.,no_strategy
1491,just tried to look around and get some ideas for words,surroundings
1492,"Once I thought of a word I tried to think of words in the same category (clothes, animals, etc.)",categories
1636,not sure. .just thought of words ,no_strategy
1637,I just followed the rules.,no_strategy
1493,I TRIED TO SURPRESS THE THOUGHT OF FOOD,no_strategy
1638,typing in the names of things around me,surroundings
1494,Things I'd see on a walk or around the house.,"surroundings,other"
1639,words that are related to each other,no_strategy
1640,I disliked this game. It was like shooting at the sky,no_strategy
1675,I would just think very quick and follow the previous word,other
1641,I just looked around me and tried to write down words of objects I saw.,surroundings
1642,i would think of a category that has a lot of similar words to type as many as possible,categories
1676,just thought of a word and would think of similar words,no_strategy
1643,Just keep on think of words ,no_strategy
1644,none,no_strategy
1677,Looking at objects around me,surroundings
1678,I just thought about words that's it,no_strategy
1645,Any thing which come on mind I type it,no_strategy
1646,No strategies,no_strategy
1647,I just looked at the letters on my keyboard and would pick one the think of a word that started with that letter.,categories
1648,"I looked around the room to find objects, thought about objects in my home, thought about recent activities. ","surroundings,concerns"
1649,I used words that just came to mind. ,no_strategy
1650,I looked at my keyboard and could see words from the keys. It was a great distraction and I didn't think of the story at all.,categories
1651,I just used whatever words I thought of.,no_strategy
1679,I just tried to think of the first word that came to mind,no_strategy
1680,"mostly word association, starting with objects in the room around me.",surroundings
1701,"I looked around for objects near me, I associated words with words I had already used, I started with a specific letter or sound",surroundings
1681,If i got on a roll I went with it. That's the best way to not think.,no_strategy
1682,I just typed in what words came to my mind at the time,no_strategy
1702,Nothing really - just thought of something that related to it in a way.,no_strategy
1652,I tried to think of average and mundane things. Tried to keep it simple and light.,no_strategy
1683,"Related words, for example Top-bottom-over-under ",no_strategy
1684,"I closed my eyes and just typed in the first word that came to mind, hitting double space if the topic that I was supposed to avoid popped into my head. ",no_strategy
1685,no strategy,no_strategy
1703,I just thought of word and typed them. Some times I would use the same letter for a couple of words but that was all there was to my strategy. ,"no_strategy,categories"
1653,i didn't have a strategy,no_strategy
1654,The second time was pretty difficult and I tried thinking of the most obscure and off the wall things. I tried focusing on that and hoped it would get my mind off the story. The first time was easier. I thought of things I needed to do or objects. The marshmallow was actually not a thought about food or hunger. I have a insulated bag that is in the shape of a smores - kawaii style character.,"concerns,other,surroundings"
1655,i just picked words that came to my mind,no_strategy
1656,For the first round I came up with things around me but for the second round many of the words I came up with related to the story,other
1686,"I looked around my room, wrote what I saw, and then continued.",surroundings
1657,I tried to think of a theme and come up with batches of words within each theme to keep my mind from wandering.,categories
1704,"I looked at things around my room and named them ,then started thinking of words that rhymed with each other then I started naming things in the same category. ","categories,rhyming"
1687,just said random words on my mind,no_strategy
1658,"I would think of a topic and write all the words I could think about that topic. When I ran out of words, I would use my most recent word to jump to a new category.",categories
1688,I just picked a random word. ,no_strategy
1705,No strategy.,no_strategy
1706,I just tried to be as random as possible,no_strategy
1689,I just let the thoughts flow,no_strategy
1690,Nothing special,no_strategy
1707,"Tried to think of animals, foods, household items that group together.",categories
1659,"Think of things in the area, and connect words to related things.",surroundings
1708,"I typed the first word that came to my mind, and then the similar words that came to my mind after that. ",no_strategy
1660,I let my brain do the work.,no_strategy
1691,just following the rules,no_strategy
1692,Words that came to mind from songs and daily language usage.,"concerns,other"
1693,I was thinking about Harry Potter. Then I was thinking about math and statistics.,categories
1670,I just put in random words,no_strategy
1694,Just tried to write the word that first came into my mind,no_strategy
1695,"No strategies, just typed whatever popped up first.",no_strategy
1661,I looked what was around me and tried to list things that were not food.,surroundings
1696,would use a broad subject and base it off that,other
1697,I didn't really have any strategies ,no_strategy
1709,"I tried to just think of random words that came to mind. I did not use any strategies; if I had, I suppose I may have been able to type in more words than I did.",no_strategy
1698,"no strategies, just wrote whatever word came to mind",no_strategy
1671,i was just using sound and meaning of words,"categories,rhyming"
1662,"It's not a game, there's no strategy, you just type words.",no_strategy
1699,"When playing the first word chain game, I just thought of fun activities while trying to avoid thinking about food.  When playing the second game, I thought about food while trying to avoid thinking about the story.",other
1663,noticing objects directly around me without having to turn my head much,surroundings
1700,I typed whatever came into my mind. sometimes the words were related. ,no_strategy
1664,I was using objects in my room and thinking of things similar to them,surroundings
