participantID,wcg_diff_explanation,wcg_diff_explanation_group
1571,"I just felt more tired and bored, to be honest.",
1572,"I felt more relaxed playing the word chain game cause the word came in easy. I was thinking about the story if Claire ever feel save around her husband again, f her husband ended up making amends to how he treated her. ",
1573,"I didn't feel any change once I put the story out of my mind, which was fairly easy to do since Carver stories are so understated to begin with.",
1574,"I really did not feel any specific changes in relation to the word game, however I did enjoy the story quite a bit, but I was able to put it aside to focus on the word game. ",
1575,I didn't like the chain game in the middle between reading the story because I wanted to continue reading the story.,
1576,I had words come to mind in the second word chain game that did not come to mind in the first game. This was directly related to the story. I had many words come to mind based on sections of the story and the themes presented.,
1577,During the first game I felt happier and thought of things in my life that were happy. While coming up with words n the second game my mind kept going back to the story and I had to push it out of my mind. ,
1578,"As mentioned previously, it was just a bit more difficult to stay focused with the story and its details in mind and naturally trying to think of what would happen next in the story.",
1579,"The story lingered in my mind but I still tried to think up original words, not just repeat them.",
1580,"I felt like I had more in my mind after reading the story. It was a combination of remembering what I read, and thinking of words for the word chain game.",
1581,like i said before i only felt a little tensed,
1582,i had a change of emotions while playing the word chain game because the story lingered on my mind,
1583,"at some point, I was more interested in how the story would turn out.",
1584,I felt calmer in playing word chain after the story,
1585,I felt like my mind was able to wander much more after reading the story. It was as if the story was like a warm up for my brain to think of descriptive words.,
1586,i was almost bored but then it ended and the word game started so i sat up and started typing again,
1587,I think I felt a bit sadder when doing the game the second time. This is likely because I just read about the murder.,
1588,i just was thinking of more morbid words. it put a negative spin on what i thought about the first time i did the word chain game. ,
1589,"after, i would have a rapid series of words and then my mind would blank for a moment then there would be more words. It was not that way the first time",
1590,I ended up putting more words related to bodies of water the the second game but I don't know if that was a direct result of reading the story,
1591,the longer i played the more outside influences started effecting me.  such as my cat jumping up on my desk.  that caused me to lose train of thought,
1592,By the second round of Word Chain I felt as if I was repeating words I used in the first round.,
1593,"I did not feel any particular change in emotion. This could also be because I did not see how the story ended, and it is usually easier to chuck out an unfinished story from the mind than a finished story.",
1594,,
1595,I thought this was an interesting experiment. I felt that I was less interested in doing the word chain game and counting triangles after I had already been reading the story. I was less focused on those tasks than I was on the passage I was reading. ,
1596,I felt that I started thinking of words with darker themes after reading the story.,
1597,I didn't experience much of a change other than perhaps being slightly easier since I had more words to choose from in recent memory instead of coming up with random words.,
1598,The story was interesting and slightly disturbing. I was drawn into the story and had a hard time re-focusing on the survey. ,
1599,Its like you know when you tense up if your reading something interesting and now you kinda wanna know whats next and part of me during the task was like oh wait i wanna know whats next even though it made me a bit upset cause like a girl was murdered thrown into the middle of the woods and our lens the wife clair's husband went to the most suspicous spot and the fact that she herself like had to deal with a past trauma of like somone getting murdered. it was wild. ,
1600,I think sad stories can make you feel bad in a good mood,
1601,,
1602,"I don't feel like there were many changes, I was more tired and board just from length. ",
1603,Just not being able to shake the fictional story board out of my head,
1604,"I began to think a little bit more about death after reading the passage. I also thought about the scenery of the passage, and it did impact the words that I included for the second word chain game. I did repeat some words from the first game, but there were also new words that I added for the second game. ",
1605,,
1606,"I felt like I had a better strategy of what words to type considering I was able to figure it out the first time, a good strategy of how to type as many words as I could.",
1607,I felt bored during the second word chain game cos i was reminiscing on the story.,
1608,"In the second round, I felt more confident about choosing words and they flowed quicker and easier. I was more invested the second time and not thinking about the time or wishing it would end. I did not notice how much time it was taking the second time around.",
1609,I've already described this in a previous answer. PLEASE do not ask us to type the same information OVER AND OVER for such little pay. I've already answered and now it's over 50 minutes! Please rethink how you are wasting time.,
1610,"I felt ill at ease and upset.  I worried about the narrator, Claire, and wondered what happened next.",
1611,,
1612,"i felt my experience was overall good, i had a clear image while reading the story, i found the story to be clearly well written. I didnt feel any mental changes during this experiment, i do however want to read what happens next.",
1613,"Ultimately, I was able to separate the gritty contents of the story and the words I picked for the chain game, so I feel that the story did not have an effect on me playing the game. However, I was still thinking about what I just read since the story was interesting to me.",
1614,I only felt a bit more bored because I felt I had no direction or specific goal in mind when in the word chain game.,
1615,"While I was playing the word game, my mind focused on that activity, but when I finished, I immediately thought about the story again.",
1616,i felt myself immersed in the story and my mind going back to it,
1617,I was fine. I was just trying my best to think of words. I tried to come up with all I could.,
1618,,
1619,I was shocked and invested in the story. I kept wishing I could read more as the word chain game went on.,
1620,"I think the only change I noticed was how I was still thinking about the story. I think that words still came to mind easily and that I had no apparent change in ability. That being said, the topics of the words changed due to me being so focused on the story at the moment. That felt like it dwindled later in the chain as I found different words to use coming off the top of my mind.",
1621,"I felt somewhat tricked by the word game because I went from fun to filled with foreboding. I enjoyed each activity, including the story; however, as it was probably intended, the story threw a wrench in the flow of the game. The words were easy to come by, but they felt almost out of place at times. My mind was still on the story.",
1622,The word chain game became much easier for me and I did not have as many pauses where I was thinking of words.,
1623,"There were a few seconds where it was a bit ""darker"" or ""heavier"" after the story, but mostly, there weren't any real differences.",
1624,"It was harder to come up with words after reading because they all felt so depressing. I also couldn't stop thinking of the story, so it was hard to not make sentences. The topics definitely changed after reading, the words I was thinking of were sad and depressing. I was bored the first time, but after reading I no longer felt bored. ",
1625,I was annoyed because I wanted the experiment to end as it was long.,
1626,I felt it easier to unconsciously and consciously find new words based on feelings as well as words that were in the material I read,
1627,"just a blank space on certain words, trying not to use the same word",
1628,I needed to be more aware of my surroundings and the details of life. We walk past things each day and don't see them.,
1629,very good experience ,
1630,It felt like I kept thinking of the events and specific words in the story. I was somewhat come but also very curious and felt more active.,
1631,"I guess the main thing I would say is that my headspace was still caught up in the feeling from the story.  Sort of an ethereal, melancholy headspace.  I quite enjoyed the story and I think subconsciously that my mind didn't want to let go of the experience of the story.  That's the best way I can put it, and hopefully that is the kind of answer you were looking for.  ",
