participantID,wcg_strategy,wcg_strategy_group
1609,"I was very concentrated on trying to make say words that didn't only not make a sentence but were also not associated. The first time through, I thought you were going to ask me to remember the list so I went much slower, and I was trying to place images in my mind so I could remember the words and the order. Then once I realized on the second time that I wasn't going to be asked them again, I just started saying many many more words, just anything that came to mind, some from the story, some items in the room I'm in, then lastly, I started recalling some words from my original list.","surroundings,other"
1610,I just let the words flow quietly from my thoughts.,other
1611,,no_strategy
1612,id mainly take the first word then go with the very first word that popped in my head.,other
1613,"I try to type the first thing that comes to mind. In other words, I use word association to keep the chain going.",no_strategy
1614,no particular strategy,no_strategy
1615,I used the first words that came to my mind and things I had close to me.,surroundings
1616,random conjuring,no_strategy
1617,I just put words that came into my mind,no_strategy
1618,"i just thought of random words one after another, some times rhyming",rhyming
1619,"I just thought of what words reminded me of the previous word typed. I used to watch a game show called Chain Reaction, so I'm used to this word association game.",other
1620,I just tried to stay free flowing and stream of consciousness. I tried to write the first word that came into my mind that was connected to the previous word. ,no_strategy
1621,I just wrote down words that popped in my head or sometimes that connected to the previous word.,no_strategy
1622,Just tried to link words of a similar subject and then used word association to switch topics when it felt natural.,no_strategy
1623,I just started with the first word that came to mind and let it naturally flow.,no_strategy
1624,the story was fresh in my mind so it was mostly words from that story,other
1625,Just tried to be fast,other
1626,"I just went through things that would be easy to spit out in quick succession -- colors, directions, nouns",categories
1627,"no strategies, just kept my answers in the same category then it would switch",categories
1628,I looked for objects around me and within the site.,surroundings
1629,no strategies ,no_strategy
1630,I would just think of words that related to the previous word I had typed.,no_strategy
1631,"Well, I tried to think  ahead a little bit and stick with one topic for a while.  Then I would start panicking.  When I panicked, I would look around the room or think desperately of something I read about or saw today.  I mostly just didn't want to pause too long as I thought that would be bad.  And I tried not to go too long on any subject (e.g. I named maybe 5 animals in a row, but I didn't want to endlessly name animals until I ran out)","categories,surroundings,other"
