participantID,wcg_diff_general,wcg_diff_general_group
1547,"Before I just types random words that came to my mind, after I was thinking of the story a lot more and a good amount of the words probably related to the story in some way as that is what i was thinking of. ",lingering
1548,There wasn't a difference.,no_effect
1549,The story really didn't make any difference in the way I play the word chain game. I was trying to focus on not repeating words from the first game. ,no_effect
1550,no comment,no_effect
1551,"After reading the story, I was still trying to recall the story while I was playing the game, as I was 99% sure that there would be questions asked about the story after I was finished playing the game. My associative words became more vague, I feel, after reading the story.",concentrate
1552,The words I used in the second word chain were from the passage I read.,lingering
1553,The word game was a little easier after reading the story.,easier
1554,I felt like I should include some words somewhat related to the story after reading.,lingering
1555,A lot of the words that came to mind were dark ,emotion
1556,"i struggled a bit more to get started, but employed the same strategies to get back into the groove",no_effect
1557,After the story it seemed like my words correlated with the story some. ,lingering
1558,My mind was in a darker place from what I read. Some small details triggered memories of my own traumas thus the language and word choices were related to those memories.,emotion
1559,"I felt much more sad after reading the story. Like there was a weight on me. This definitely influenced the words that I used in the second round of the chain game as it was fresh on my mind. So, my thoughts were more doom and gloom than the first round. ",emotion
1560,I didn't experience any major differences besides the story lingering in my head. I just went from one mode to the next.,lingering
1561,No difference at all,no_effect
1562,I really didn't feel any difference,no_effect
1563,it was easier to think of words ,easier
1564,It was easier to come up with words and I feel the words we slightly more complex,easier
1565,i didnt,no_effect
1566,it was an easy challenge ,no_effect
1567,"I had less trouble with the first word-chain game the first time because I had nothing in my mind except the overarching task of mowing that was looming for later today. I could randomly come up with words, such as animals and relate a few of them together. After reading the story, I only tried not to be influenced by the repetitive words from what I had read. The story felt vivid enough to me that the words used in the descriptions were too fresh to concentrate fully on the word chain as well, but I tried to use that as a challenge. I attempted to think of words that were not related to the story, but I'm not certain that I succeeded in doing so. I was preoccupied with the story while doing the second word-chain game.","lingering,concentrate"
1568,the time feels longer and I got tired early,harder
1569,I had to switch between being so emotional and solving the mathematical problems,no_effect
1570,I kept reliving the story I had just read. Most words I came up with are related to the story.,lingering
1571,No difference. Maybe a little more tired.,no_effect
1572,Felt more relaxed and words rhymed easily than the first one,easier
1573,"After the story, its terms were on my mind, though they didn't really enter into the association. ",lingering
1574,I didn't really feel much of a difference. I mostly felt the need to get as many words as possible.,no_effect
1575,I didn't have any differences.  I probably used words from the story on the second chain game.,lingering
1576,"The story did come to mind while doing the word chain game after reading it. I used some words based on the story themes. Before reading the story, I only used random words that came to mind.",lingering
1577,The words that came into my head were more about the storu,lingering
1578,"I felt a bit slower and it was more challenging to connect the words, likely because I was still focusing on the story and trying to think about what was gonna happen next in the story.","lingering,harder"
1579,No real differences. Didnt want to reuse words.,no_effect
1580,I felt more excited playing the word chain game after reading the story than before.,other
1581,i felt great before the reading now i feel a bit tensed,emotion
1582,there wasn't much differnce,no_effect
1583,It was almost the same and didn't notice any massive difference between the 2 rounds,no_effect
1584,easier after as I realized rhyming words would make it go quicker and I wouldnt have to think so much,no_effect
1585,"After reading the story, some words came by a lot easier. Many of the words and themes of the story came to my mind a lot easier, which made it easier than the first time.",lingering
1586,"at the begining i was struggling with words to come up with but after reading, it was just flowing",easier
1587,I used some words from the story the second time I did the word chain game.,lingering
1588,the first time was very random. i mostly chose things i saw in the room. the second time i used more morbid words and things that the story brought to mind. i was in a creeped out state after reading it.,"lingering,emotion"
1589,before felt more focuses on things near me and was a little more random. After the words were more from the story and including more intangible words related to feelings,lingering
1590,,no_effect
1591,i understood it better.  more words i used related to the story.,lingering
1592,,no_effect
1593,"No discernable difference, perhaps because the story did not have any particular effect on me.",no_effect
1594,"no difference, I put whatever popped into my mind first.",no_effect
1595,I was thinking more about the story in the second word chain game. ,lingering
1596,I doubted myself playing the word chain game the second time because I thought the words I was thinking of were too weird or violent so I hesitated more before entering words.,"harder,lingering,emotion"
1597,"I felt that after I had read the story I had more words fresh in my mind that I could use for the word chain game, especially words that I don't frequently or haven't used in a long time, such as blouse. But I also wanted to stray away from just listing off the stories words because I thought I would get too caught up in doing that and submit less words overall as a result.","lingering,easier"
1598,After I felt like I wanted to use words from the story but that I shouldn't.,lingering
1599,Before i was like this is a fun task i just get to list words and bable and after i was like oh. yeah  i forgot about this bit that story was pretty good or well i liked it and i haven't read much lately. ,other
1600,The story was sad and I was a little bit down during the word because I felt emotions,emotion
1601,I didn't notice any,no_effect
1602,Afterwards I just typed more whatever words came to mind rather than trying to come up with words based on the meaning of the last word.,no_effect
1603,I kept picturing that poor girl and the narrator of the story eyeing her husband,lingering
1604,"After reading the story, I included some of the words that I read, so it gave me more ideas on what words I should add to the list. ",lingering
1605,I found it a little bit easier to come up with words. ,easier
1606,I did not feel differently when playing the game the first time versus the second time.,no_effect
1607,The latter was easier,easier
1608,I consistently chose longer words this second time.,other
1609,I've already typed all this in my previous answers. Refer to those.,other
1610,I felt like the task was more challenging because I was feeling upset.,emotion
1611,,no_effect
1612,i didnt feel too different but i did get some of my words from the short story.,lingering
1613,"I do not think I had any differences between the word chain games. I think this happened because I was using word association both times to create my chains, and the story did not affect my word association.",no_effect
1614,I didn't feel any differences.,no_effect
1615,"I used the same method as the first time, but I couldn't stop thinking about the story.",lingering
1616,i realised i was coming up with words from the story more often,lingering
1617,none,no_effect
1618,I felt no different at all.,no_effect
1619,I didn't notice any differences.,no_effect
1620,My word chain clearly started with words that had to do with the story. I believe my first word was murder or something along those lines which was a prominent part of the story. The story clearly was on my mind as I was thinking of words early on. ,lingering
1621,"During the second round, I felt more saddened and troubled by the story, so a few of my words may have been more macabre or based on unfortunate events in life. The first round was simply filled with words that came to mind.","lingering,emotion"
1622,"It felt easier after the story, the words flowed more easily.",easier
1623,"I didn't really feel any differences. Maybe a tiny bit darker at times, but that's all.",lingering
1624,"My words I chose were darker, related to the story. I felt like I was getting sad over and over again, wishing I could finish the story too. Before reading the story, it was easier to come up with random words.","harder,lingering,emotion"
1625,I did not notice any differences. It was the same both rounds.,no_effect
1626,I felt it easier to spontaneously find words randomly popping into my head after reading the story whereas I struggled a bit the first round. ,easier
1627,"I was looking for a ""hidden"" triangle",other
1628,The game needs to be more logical for me this time to make it easier and different from the first.,other
1629,none differences ,no_effect
1630,"Before the words seemed more random and with meaning, afterwards though it felt like the ones I kept thinking of had related to the story somehow.",lingering
1631,"Before, I mostly focused on just keeping words coming without having huge gaps of time in between words.  After the story, I was slightly less worried about coming up with words.  Initially, I just started doing words from the story, and then that branched off.","easier,lingering"
