participantID,wcg_diff_general,wcg_diff_general_group
1584,easier after as I realized rhyming words would make it go quicker and I wouldnt have to think so much,
1585,"After reading the story, some words came by a lot easier. Many of the words and themes of the story came to my mind a lot easier, which made it easier than the first time.",
1586,"at the begining i was struggling with words to come up with but after reading, it was just flowing",
1587,I used some words from the story the second time I did the word chain game.,
1588,the first time was very random. i mostly chose things i saw in the room. the second time i used more morbid words and things that the story brought to mind. i was in a creeped out state after reading it.,
1589,before felt more focuses on things near me and was a little more random. After the words were more from the story and including more intangible words related to feelings,
1590,,
1591,i understood it better.  more words i used related to the story.,
1592,,
1593,"No discernable difference, perhaps because the story did not have any particular effect on me.",
1594,"no difference, I put whatever popped into my mind first.",
1595,I was thinking more about the story in the second word chain game. ,
1596,I doubted myself playing the word chain game the second time because I thought the words I was thinking of were too weird or violent so I hesitated more before entering words.,
1597,"I felt that after I had read the story I had more words fresh in my mind that I could use for the word chain game, especially words that I don't frequently or haven't used in a long time, such as blouse. But I also wanted to stray away from just listing off the stories words because I thought I would get too caught up in doing that and submit less words overall as a result.",
1598,After I felt like I wanted to use words from the story but that I shouldn't.,
1599,Before i was like this is a fun task i just get to list words and bable and after i was like oh. yeah  i forgot about this bit that story was pretty good or well i liked it and i haven't read much lately. ,
1600,The story was sad and I was a little bit down during the word because I felt emotions,
1601,I didn't notice any,
1602,Afterwards I just typed more whatever words came to mind rather than trying to come up with words based on the meaning of the last word.,
1603,I kept picturing that poor girl and the narrator of the story eyeing her husband,
1604,"After reading the story, I included some of the words that I read, so it gave me more ideas on what words I should add to the list. ",
1605,I found it a little bit easier to come up with words. ,
1606,I did not feel differently when playing the game the first time versus the second time.,
1607,The latter was easier,
1608,I consistently chose longer words this second time.,
1609,I've already typed all this in my previous answers. Refer to those.,
1610,I felt like the task was more challenging because I was feeling upset.,
1611,,
1612,i didnt feel too different but i did get some of my words from the short story.,
1613,"I do not think I had any differences between the word chain games. I think this happened because I was using word association both times to create my chains, and the story did not affect my word association.",
1614,I didn't feel any differences.,
1615,"I used the same method as the first time, but I couldn't stop thinking about the story.",
1616,i realised i was coming up with words from the story more often,
1617,none,
1618,I felt no different at all.,
1619,I didn't notice any differences.,
1620,My word chain clearly started with words that had to do with the story. I believe my first word was murder or something along those lines which was a prominent part of the story. The story clearly was on my mind as I was thinking of words early on. ,
1621,"During the second round, I felt more saddened and troubled by the story, so a few of my words may have been more macabre or based on unfortunate events in life. The first round was simply filled with words that came to mind.",
1622,"It felt easier after the story, the words flowed more easily.",
1623,"I didn't really feel any differences. Maybe a tiny bit darker at times, but that's all.",
1624,"My words I chose were darker, related to the story. I felt like I was getting sad over and over again, wishing I could finish the story too. Before reading the story, it was easier to come up with random words.",
1625,I did not notice any differences. It was the same both rounds.,
1626,I felt it easier to spontaneously find words randomly popping into my head after reading the story whereas I struggled a bit the first round. ,
1627,"I was looking for a ""hidden"" triangle",
1628,The game needs to be more logical for me this time to make it easier and different from the first.,
1629,none differences ,
1630,"Before the words seemed more random and with meaning, afterwards though it felt like the ones I kept thinking of had related to the story somehow.",
1631,"Before, I mostly focused on just keeping words coming without having huge gaps of time in between words.  After the story, I was slightly less worried about coming up with words.  Initially, I just started doing words from the story, and then that branched off.",
