participantID,wcg_strategy,wcg_strategy_group
1559,"I just allowed my mind to wander from word to word, the first word that popped into my head after the prior, was what I entered.",
1560,I used the words I typed to inspire me to think of other words in relation to it so if I typed apple I might also type tree,
1561,Nothing like more efforts. Just playing,
1562,I wrote any word that came in mind,
1563,first word that came to my mind ,
1564,At first I thought of things around me.  Then i started looking at the keys and imagine a word that started with random letters on the keyboard.,
1565,just keep naming stuff,
1566,i used the words that comes to mind ,
1567,"I really had no strategy when playing the word chain game, but I began with the most prominent thought I had because I have to mow the grass today. The birds are chirping outside and the dog barked. I just tried to come up with random words that would not form a sentence, which was challenging. The second game was more difficult because of the words from the story that stuck in my mind. By then, a lawn mower had begun outside, which made plenty of noise that I could not ""turn off"" or affect in any way. I also tried very hard to think of words that might not have occurred in the story, and I began thinking of music for the second game. Since I'm sort of a word nut, the idea that the words were not supposed to make sentences affected my thinking. As soon as I wanted to connect the word to the next, I tried to shift to another subject. I did not use the strategies listed in the following two questions because I tried to focus on a subject such as music, which created a mental image in my mind of people performing on a stage. When that subject became empty, I was still thinking of the story, so wanted to choose words that were not involved, if possible because I did not want to let it influence my thinking. ",
1568,whatever came to mind,
1569,I try to remember spontaneous word and think along words that are related.,
1570,I thought of words that I associate with the previous word.,
1571,Looking at objects around me and using related words.,
1572,Follow words that have the same rhythm,
1573,"Rhyming, association, spelling",
1574,"I tried looking around the room first, then I tried to think of words in categories such as food, utensils, musical instruments, books, people, places, feelings.",
1575,Cleared my mind and thought of words.,
1576,I used the plurals of words and I also tried using words that relate to each other.,
1577,thought about words that went together ,
1578,I just related each word to the next word. If I got stuck for more than a few seconds I would start fresh with the first word that came to mind.,
1579,I just thought of random words and looked at thinks around me.,
1580,I thought of specific categories,
1581,to determine how people understand reading,
1582,i mostly started the next word with the last alphabet,
1583,I used the sound of the words,
1584,rhyming words,
1585,I would type out the last letter and try to think of a letter that follows that to think of a word.,
1586,picturing the scenes,
1587,,
1588,"i looked around the room i'm in and listed things i saw. after the story, i picked words from the story and also things in the room i'm in.",
1589,word association with the previous word and also things that popped into my head from the story,
1590,"connect the words to each other, use patterns, ",
1591,short words that were easy to type,
1592,I used words of objects around me and in my yard. ,
1593,"Kept thinking of my all-time favorite TV series ""Star Trek The Original Series""",
1594,"none, I chose at random",
1595,Finding a word and then listing words that were similar to it. ,
1596,I tried to look at the objects around me and things I have seen recently.,
1597,"My main strategy was using words that heavily correlated with each other, such as trees and branches. I would also sometimes find words that rhyme.",
1598,I was mostly typing the things I could see around me because when I tried to think of words I couldn't.,
1599,The first round I was just listing things as i went along looked around my room a little bit but for the most part it was off the cuff. And then the second round it was just like *OH GOD DID HE MURDER THAT GIRL WHAT HAPPENED DID THAT RANDOM CAR PERSON DO A NOT GREAT THING TO CLAIR* and then was like well im gonna pick words that match my mood for the most part before going random,
1600,I always think of words ahead in order to get more words,
1601,just typed every word that came to mind,
1602,I just typed whatever word came to mind.,
1603,"Just followed my brain. If I went blank, I just looked up at an object in my house and went with it",
1604,"I did use some rhyme to come up with words, but I also picked categories while going along. Sometimes it was just random words that I thought about, then I would add to them from the same category, switching it up as I went along. ",
1605,Categories that are currently relevant to my life personally. ,
1606,I used words that rhyme and belong to the same group.,
1607,"no strategy, just what comes to mind.",
1608,I chose words that corresponded to the letter that caught my eye on the keyboard.,
1609,"I was very concentrated on trying to make say words that didn't only not make a sentence but were also not associated. The first time through, I thought you were going to ask me to remember the list so I went much slower, and I was trying to place images in my mind so I could remember the words and the order. Then once I realized on the second time that I wasn't going to be asked them again, I just started saying many many more words, just anything that came to mind, some from the story, some items in the room I'm in, then lastly, I started recalling some words from my original list.",
1610,I just let the words flow quietly from my thoughts.,
1611,,
1612,id mainly take the first word then go with the very first word that popped in my head.,
1613,"I try to type the first thing that comes to mind. In other words, I use word association to keep the chain going.",
1614,no particular strategy,
1615,I used the first words that came to my mind and things I had close to me.,
1616,random conjuring,
1617,I just put words that came into my mind,
1618,"i just thought of random words one after another, some times rhyming",
1619,"I just thought of what words reminded me of the previous word typed. I used to watch a game show called Chain Reaction, so I'm used to this word association game.",
1620,I just tried to stay free flowing and stream of consciousness. I tried to write the first word that came into my mind that was connected to the previous word. ,
1621,I just wrote down words that popped in my head or sometimes that connected to the previous word.,
1622,Just tried to link words of a similar subject and then used word association to switch topics when it felt natural.,
1623,I just started with the first word that came to mind and let it naturally flow.,
1624,the story was fresh in my mind so it was mostly words from that story,
1625,Just tried to be fast,
1626,"I just went through things that would be easy to spit out in quick succession -- colors, directions, nouns",
1627,"no strategies, just kept my answers in the same category then it would switch",
1628,I looked for objects around me and within the site.,
1629,no strategies ,
1630,I would just think of words that related to the previous word I had typed.,
1631,"Well, I tried to think  ahead a little bit and stick with one topic for a while.  Then I would start panicking.  When I panicked, I would look around the room or think desperately of something I read about or saw today.  I mostly just didn't want to pause too long as I thought that would be bad.  And I tried not to go too long on any subject (e.g. I named maybe 5 animals in a row, but I didn't want to endlessly name animals until I ran out)",
