participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,tom_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_tom_testing_stage_start,interference_tom_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_tom_testing_stage_end,interference_tom_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_tom_testing_time,interference_tom_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_tom_testing0_task_start,interference_tom_training0_task_start,interference_tom_training1_task_start,interference_tom_training2_task_start,interference_tom_training3_task_start,interference_tom_training4_task_start,interference_tom_training5_task_start,interference_tom_training6_task_start,interference_tom_training7_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_tom_testing0_task_end,interference_tom_training0_task_end,interference_tom_training1_task_end,interference_tom_training2_task_end,interference_tom_training3_task_end,interference_tom_training4_task_end,interference_tom_training5_task_end,interference_tom_training6_task_end,interference_tom_training7_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_tom_testing,time_away_interference_tom_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,interference_correct,question_index
1640,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,7,1,7,7,1,7,7,3,1,1,1,5,7,54,55,42,0.6428571428571429,0.6043956043956044,0.6,N,6,Free flowing word association,none,none,Emotional and unfinished.,Empathy,Wanted the session to get over so could get back to story,7,neither,"while working on word chain, was focused only on that task",3.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,Just anxious to get back to story. Find out how it ended.,USA,10:58,55-59,F,Right,Y,,Y,,White,1,N,4,4,N,,7.0,,How does it end??,0.0,1712596759288,1712596753202,1712598079897,1712596963678,1712596780703,1712596798922,1712596745180,1712598053873,1712596823708,1712598404851,1712599085375,1712598712963,1712599246478,1712598300488,1712597173674,1712596746357,1712596780700,1712596759285,1712598300487,1712597173673,1712596798920,1712596823707,1712596746354,1712598079895,1712596963677,1712598712958,1712599246474,1712599085367,1712599273756,1712598404847,1712598053871,1712596753200,21412,6083,220590,209995,18217,24785,1174,26022,139969,308107,161099,372404,27278,104359,880197,6843,1712598116610.0,1712596991019.0,1712598053873.0,1712596887054.0,1712596919182.0,,,,,,,1712597243573.0,1712598300487.0,1712597173672.0,1712598079895.0,1712596913070.0,1712596945195.0,,,,,,,1712598053871.0,810298,0.602343801168334,62739,9106.0,6461.0,4415.872241579559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18142.0,2.526514009958826,3.1879838838697534,4377.476190476191,4454.268292682927,1.6595238095238096,3.92972582972583,4045.8571428571427,4610.666666666667,False,3.0
1641,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,19,0.7916666666666666,0.6666666666666666,0.9166666666666666,1.0,3,2,4,7,2,7,5,6,3,2,3,1,1,44,46,42,0.5238095238095238,0.5054945054945055,0.6,N,7,used similar words or associated words,sound,meaning,I do not full recall what the purple passage was about or what answered I had provided,Our memory after focusing on something for a period of time,After the story most of my words associated to what I had just read,5,intentional,I was sort of picturing different parts of the story and words associated with each setting,6.0,3.0,7.0,7.0,7.0,2.0,2.0,2.0,Because I was thinking about the story my ability to recall words slowed since I was imagining things from the story ,USA,19:54,30-34,M,Right,Y,,Y,,White,1,N,4,1,N,,5.0,,,0.0,1712618899574,1712618894903,1712619684073,1712618976274,1712618903307,1712618911826,1712618892802,1712619658071,1712618922068,1712619950612,1712620444196,1712620121220,1712620503460,1712619878471,1712619175569,1712618892916,1712618903305,1712618899573,1712619878469,1712619175569,1712618911825,1712618922067,1712618892915,1712619684073,1712618976273,1712620121218,1712620503459,1712620444191,1712620513808,1712619950608,1712619658070,1712618894902,3731,4670,194396,199295,8518,10241,113,26002,54205,170606,59263,322971,10348,72137,482501,1986,1712619697117.0,1712618995079.0,1712619658071.0,1712618946831.0,,,,,,,,1712619186735.0,1712619878469.0,1712619175568.0,1712619684073.0,1712618972833.0,,,,,,,,1712619658070.0,471335,0.8316546072934803,39047,6771.0,6698.0,2724.1400588768115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6538.0,4.190017322397573,2.4696092043549673,2833.265625,2615.014492753623,5.30959706959707,2.253146853146853,2266.6923076923076,2066.214285714286,False,3.0
1642,True,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,18,0.75,0.6666666666666666,0.8333333333333334,1.0,5,3,2,5,3,6,2,5,3,4,1,2,2,40,43,36,0.47619047619047616,0.4725274725274725,0.5142857142857142,N,5,I looked around the room for items I could use ,none,none,I wanted to see how to story ended ,What words someone would think of after reading part of this story,I tried to remember things for the story the second round,5,intentional,I experienced going through the story in my mind and coming up with words from the story ,5.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,I didn't find the task easier or difficult the second time around,USA,20:07,25-29,F,Right,Y,,Y,,White,1,N,4,8,N,,7.0,,,0.0,1712619656682,1712619651801,1712620656897,1712619797293,1712619683458,1712619692572,1712619646564,1712620630885,1712619706098,1712620905592,1712621239413,1712621060416,1712621283016,1712620857950,1712620007565,1712619646942,1712619683454,1712619656677,1712620857946,1712620007563,1712619692571,1712619706097,1712619646940,1712620656897,1712619797291,1712621060411,1712621283012,1712621239345,1712621291391,1712620905589,1712620630879,1712619651800,26772,4876,201049,210270,9113,13525,376,26012,91193,154819,43599,178929,8375,47639,623314,4858,1712620676364.0,1712619824017.0,1712620630885.0,1712619733316.0,1712619769003.0,,,,,,,1712620019769.0,1712620857945.0,1712620007563.0,1712620656896.0,1712619759324.0,1712619795013.0,,,,,,,1712620630879.0,611110,0.5418340889745302,45485,8720.0,8231.0,3509.4326923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,38469.0,3.2751953119344424,2.262881912290608,3490.6153846153848,3528.25,5.52332298136646,2.8200000000000003,2905.1,4215.166666666667,True,3.0
1643,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,6,2,7,6,4,6,5,5,5,3,3,4,6,58,62,48,0.6904761904761905,0.6813186813186813,0.6857142857142857,N,5,"Mainly thinking of any objects in front of me, the recent earthquake events in NJ and themes from the short  story.",meaning,meaning,The passages were not written in the most concise way.,I believe the experiment is judging how well conversational information is retained.,I used more themes from the story to help fill in words on the second word game when my mind was drawling a blank.,5,intentional,Words more naturally flowed during the second word game after making it a strategy to focus on the story I had just read.,7.0,3.0,4.0,7.0,7.0,6.0,6.0,4.0,"The longer the game lasted, the harder it was to come up with a random word without sticking to a theme.",USA,14:50,30-34,M,Right,Y,,Y,,White,1,N,3,4,N,,6.0,,,11541.0,1712427592207,1712427585340,1712428626855,1712427781632,1712427653704,1712427662379,1712427576237,1712428600836,1712427705645,1712428879811,1712429423474,1712429088995,1712429478435,1712428824748,1712427995291,1712427576408,1712427653703,1712427592206,1712428824747,1712427995291,1712427662378,1712427705644,1712427576407,1712428626855,1712427781632,1712429088994,1712429478434,1712429423472,1712429488360,1712428879810,1712428600834,1712427585340,61496,6866,197892,213659,8674,43265,170,26019,75987,209183,54960,334477,9925,55062,605543,8932,1712428642705.0,1712427811543.0,1712428600836.0,1712427747100.0,,,,,,,,1712428007998.0,1712428824747.0,1712427995290.0,1712428626855.0,1712427773115.0,,,,,,,,1712428600834.0,592836,0.7226162717423529,41871,21416.0,11430.0,5228.714052287582,0.0,0.0,0.0,0.0,0.0,23957.0,0.0,0.0,7660.0,0.0,0.0,11541.0,0.0,0.0,0.0,1006.0,1,1,9320.0,3.765257152268022,2.2427668521954236,5353.705882352941,5103.722222222223,5.137129054520359,1.9142857142857144,4800.666666666667,3983.714285714286,True,13.0
1644,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,19,0.7916666666666666,0.9166666666666666,0.6666666666666666,1.0,5,5,2,5,4,6,5,3,5,2,2,4,4,48,52,40,0.5714285714285714,0.5714285714285714,0.5714285714285714,N,6,"free association -- choose a word, type the first thought that occurs",meaning,meaning,"I thought, ""how odd, to follow that short story with this passage"" -- It was rather strange.",haven't the foggiest,none whatsoever,5,both,"stream of consciousness, both occurred neither felt significant",5.0,5.0,6.0,2.0,3.0,2.0,2.0,4.0,"I had received narrative input into my system -- a variable has changed, tough difficult to say which.",USA,15:10,25-29,F,Right,Y,,Y,,Asian,1,N,4,6,N,,7.0,,,83256.0,1712427610531,1712427607661,1712429837701,1712429230144,1712428468727,1712428474592,1712427604380,1712429811673,1712428505759,1712430116782,1712430623813,1712430331766,1712430663240,1712430047893,1712429420887,1712427604537,1712428468724,1712427610530,1712430047889,1712429420886,1712428474590,1712428505758,1712427604536,1712429837699,1712429230143,1712430331762,1712430663234,1712430623802,1712430677303,1712430116776,1712429811672,1712427607659,858193,2869,210188,190742,5863,31166,156,26026,724384,214980,39421,292036,14063,68883,390785,3122,1712429867611.0,1712429238743.0,1712429811673.0,1712428748487.0,1712429109996.0,,,,,,,1712429432411.0,1712430047888.0,1712429420885.0,1712429837699.0,1712428774500.0,1712429136010.0,,,,,,,1712429811672.0,379261,0.5216420984856885,55939,23454.0,23454.0,3355.849399656947,0.0,0.0,32567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,49660.0,0.0,1,6,52173.0,2.1106719367588935,2.717123617123617,3400.7169811320755,3310.981818181818,,2.911538461538462,2758.8571428571427,1968.4,False,13.0
1645,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,6,0.25,0.25,0.25,0.5,5,1,5,1,2,4,4,4,2,1,1,2,3,33,35,28,0.39285714285714285,0.38461538461538464,0.4,Y,6,"Reading the passage, I'm struck by its haunting atmosphere and the sense of detachment with which the events are described. The narrative presents a group of individuals who stumble upon a deceased girl caught in branches over a river. There's a sense of eerie calmness as they deliberate what to do, eventually deciding to set up camp and continue with their activities, interspersed with casual mentions of drinking whiskey.",equal,meaning,"Reading the passage was a mix of intrigue and discomfort. The vivid descriptions drew me into the eerie scene of the group discovering the girl's body, but the detachment and casualness with which they handled the situation left me feeling uneasy. Responding to the question afterward prompted reflection on the morality and ethics of the characters' actions, as well as the broader themes of indifference and apathy in society.","The passage seems more like an excerpt from a narrative rather than an experiment. However, if we were to interpret it as a literary experiment, it could be aiming to measure readers' reactions to morally ambiguous or unsettling scenarios, as well as their interpretations of the characters' behavior and the broader themes presented. This could involve assessing readers' emotional responses, ethical judgments, and reflections on societal attitudes towards death, empathy, and human interaction.","Before reading the story, playing the word chain game might have felt like a lighthearted and casual activity, focusing primarily on word association and creative thinking. However, after reading the story, the mood might shift significantly. The unsettling nature of the narrative could linger in the back of one's mind, potentially influencing the atmosphere of the game.  Participants might approach the game with a different mindset, possibly feeling a sense of unease or introspection due to the themes presented in the story. The casual nature of the game might contrast sharply with the serious tone of the narrative, creating a cognitive dissonance or emotional juxtaposition.",5,neither," The story's themes of indifference and detachment lingered in my mind, subtly influencing my mood and mindset during the game. I found myself reflecting on the contrast between the casual nature of the game and the serious themes of the story, prompting a deeper level of introspection and emotional resonance.",6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,"After reading the story, playing the word chain game felt somewhat jarring. The unsettling narrative lingered in my mind, causing a shift in mood from lightheartedness to a sense of unease. The casual nature of the game seemed to clash with the serious themes of the story, leading to a deeper reflection on empathy and human connection. This contrast heightened my awareness of the complexities of human behavior and the moral implications of our actions.",USA,17:05,50-54,F,Right,Y,,Y,,Black,1,N,6,9,N,,6.0,,,253190.0,1712618354375,1712618352973,1712619793549,1712619172178,1712619131614,1712619137538,1712615604753,1712619767529,1712619140964,1712620260504,1712621097680,1712620638105,1712621265983,1712620001255,1712619407286,1712615605213,1712619131612,1712618354373,1712620001253,1712619407285,1712619137537,1712619140963,1712615605212,1712619793548,1712619172176,1712620638102,1712621265981,1712621097676,1712621281166,1712620260494,1712619767528,1712618352969,777237,1400,207704,235107,5923,3425,459,26019,31212,377598,168301,459571,15183,259239,360242,2747756,1712619816337.0,1712619175389.0,1712619767529.0,1712619144344.0,,,,,,,,1712619414649.0,1712620001253.0,1712619407285.0,1712619793548.0,1712619170361.0,,,,,,,,1712619767527.0,352878,0.0008815605575640928,48810,131173.0,71808.0,16623.003205128207,751785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15362.0,0.0,187938.0,0.0,0.0,49890.0,2740212.0,1,23,77323.0,3.201219992129083,2.7426975801975804,15409.083333333334,17836.923076923078,3.3476190476190473,2.623809523809524,6369.0,5255.8,False,13.0
1646,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,19,0.7916666666666666,0.8333333333333334,0.75,1.0,7,1,5,7,4,7,3,5,1,5,3,4,4,52,56,44,0.6190476190476191,0.6153846153846154,0.6285714285714286,N,6,First thing that came to mind,sound,equal,The story was still on my mind.,Memory and attention to detail ,After it seem much more difficult,5,unintentional,I was trying to think of chain words but nothing was coming to mind after reading the story. There are unanswered questions after reading it.,6.0,5.0,5.0,6.0,7.0,4.0,2.0,6.0,I could not think clearly and nothing was coming to mind as before.,USA,20:16,30-34,F,Right,Y,,Y,,Black,1,N,5,8,N,,7.0,,,0.0,1712619863889,1712619858988,1712621114254,1712619962865,1712619868941,1712619875675,1712619826556,1712621088250,1712619886227,1712621378464,1712621794100,1712621533306,1712621836912,1712621336539,1712620177032,1712619826743,1712619868940,1712619863888,1712621336533,1712620177031,1712619875674,1712619886227,1712619826742,1712621114253,1712619962865,1712621533304,1712621836911,1712621794098,1712621843962,1712621378463,1712621088249,1712619858987,5051,4900,222279,214166,6733,10552,186,26003,76638,154840,42811,260792,7050,41924,911217,32244,1712621136662.0,1712619996508.0,1712621088250.0,1712619908751.0,,,,,,,,1712620190229.0,1712621336533.0,1712620177031.0,1712621114253.0,1712619934752.0,,,,,,,,1712621088249.0,898020,0.7849583722649272,48413,45454.0,45454.0,4499.245765832106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,188288.0,2.229004329004329,2.6040875727926767,7137.821428571428,1860.6701030927834,1.3666666666666665,2.7308765403394557,4220.857142857143,1660.8823529411766,True,3.0
1647,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,5,2,3,5,4,6,4,5,2,1,1,2,5,41,45,34,0.4880952380952381,0.4945054945054945,0.4857142857142857,N,5,Naming things I can see or imagine nearby.,none,none,Very straightforward.,I wouldn't care to speculate about your intentions.,No difference.,3,dontknow,It seems likely that my mind remained on the outdoors after reading the story.,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,"Focus shifted from immediate presence to nearby, outdoors.",USA,11:05,35-39,M,Right,Y,,Y,,MORE,1,N,4,8,N,,6.0,,No additional comments.  Thank you for the opportunity to contribute.,0.0,1712590809551,1712590805534,1712591759721,1712590891843,1712590816814,1712590826448,1712590803949,1712591733647,1712590840755,1712592010455,1712592332784,1712592161809,1712592380923,1712591958565,1712591090064,1712590804067,1712590816813,1712590809550,1712591958564,1712591090063,1712590826447,1712590840754,1712590804066,1712591759721,1712590891842,1712592161807,1712592380922,1712592332763,1712592403791,1712592010453,1712591733645,1712590805533,7262,4016,198843,198220,9633,14306,117,26074,51087,151352,48138,170954,22868,51888,643581,1466,1712591775862.0,1712590907728.0,1712591733647.0,1712590862330.0,,,,,,,,1712591103340.0,1712591958564.0,1712591090063.0,1712591759721.0,1712590888867.0,,,,,,,,1712591733645.0,630305,0.48512220793562516,42217,6802.0,6297.0,3186.7645246478874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6415.0,2.284838417396557,2.3080600771777244,3805.9375,2567.5915492957747,2.62,3.0886904761904757,2953.1,2119.4166666666665,True,13.0
1648,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,4,2,5,7,3,7,4,7,2,2,1,5,6,52,55,41,0.6190476190476191,0.6043956043956044,0.5857142857142857,N,7,The aplhapebt Firest letter of each word is nexr letter in alphabet,none,none,I couldnt comprehend it quicj enough,reflexes and memory,None,6,unintentional,I didnt think about the story again once I started the chain game,1.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,No changes once I relaized it was timw to switch gears,USA,13:55,45-49,F,Right,Y,,Y,,White,1,N,2,9,N,,6.0,,,0.0,1712596685830,1712596675921,1712597956059,1712596998079,1712596874272,1712596895139,1712596672891,1712597930046,1712596914204,1712598271167,1712598926386,1712598592442,1712598995407,1712598175364,1712597255156,1712596673010,1712596874270,1712596685828,1712598175360,1712597255155,1712596895136,1712596914203,1712596673008,1712597956057,1712596998078,1712598592439,1712598995402,1712598926381,1712599013171,1712598271163,1712597930043,1712596675919,188440,9907,219301,257076,20864,19064,117,26011,83874,321272,69016,333939,17764,95799,674887,2909,1712597994730.0,1712597073533.0,1712597930046.0,1712596965050.0,,,,,,,,1712597283562.0,1712598175360.0,1712597255154.0,1712597956057.0,1712596991123.0,,,,,,,,1712597930043.0,646481,0.682753065558558,64687,31007.0,31007.0,3692.313953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14347.0,2.0799630194367036,2.5674163128873277,4199.627906976744,3185.0,,2.181699604743083,,2826.3,False,13.0
1649,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,5,1,5,6,3,7,4,7,2,1,1,4,4,47,50,39,0.5595238095238095,0.5494505494505495,0.5571428571428572,N,5,I just thought of scenes from the story. ,meaning,meaning,It felt a little jarring to see that come up at first. So I guess he was guilty after all. ,I have no idea. ,The second time was easier. I drew from the story I read. ,7,intentional,"I was still thinking about the entire story as I was going through the second game. It was fresh on my mind, so I just went with that. ",6.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,no changes,USA,13:42,30-34,F,Right,Y,,Y,,Black,1,N,4,5,N,,7.0,,,0.0,1712596718607,1712596715170,1712597453459,1712596855311,1712596747020,1712596773770,1712596710252,1712597427456,1712596780309,1712597712266,1712598135526,1712597882912,1712598170640,1712597665678,1712597047288,1712596710345,1712596747019,1712596718606,1712597665677,1712597047288,1712596773770,1712596780308,1712596710344,1712597453458,1712596855310,1712597882910,1712598170638,1712598135522,1712598181964,1712597712263,1712597427455,1712596715169,28412,3436,212218,191977,26750,6538,92,26002,75001,170644,35112,252610,11324,46585,380167,4824,1712597464430.0,1712596865999.0,1712597427456.0,1712596796160.0,1712596825911.0,,,,,,,1712597053369.0,1712597665677.0,1712597047288.0,1712597453458.0,1712596822163.0,1712596851914.0,,,,,,,1712597427455.0,374086,0.7566812101703508,36975,24055.0,24055.0,4719.667582417583,0.0,0.0,0.0,0.0,3156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,26777.0,4.742875716960385,2.9892965325382206,4791.309523809524,4648.025641025641,4.69509457933371,3.178785975928833,2336.25,3974.285714285714,True,3.0
1650,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,7,0.2916666666666667,0.3333333333333333,0.25,1.0,6,6,5,6,5,6,5,6,6,4,1,3,2,56,61,51,0.6666666666666666,0.6703296703296703,0.7285714285714285,N,5,thinking of compound words,meaning,meaning,"I tried to remember the main events, although it was a little difficult",cognitive skills,I felt that my brain was a little more alert after reading the story.,5,neither,I did not think of the story while playing the word chain game. The word chain game took a lot of concentration,1.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,I felt increasingly more alert throughout the study,USA,13:42,35-39,F,Right,Y,,Y,,Black,1,N,4,6,N,,6.0,,,0.0,1712596699286,1712596695680,1712597421706,1712596842999,1712596704402,1712596711898,1712596691012,1712597395686,1712596717888,1712597751823,1712598152410,1712597942288,1712598202787,1712597709425,1712597055433,1712596691134,1712596704398,1712596699282,1712597709420,1712597055431,1712596711895,1712596717885,1712596691132,1712597421704,1712596842997,1712597942285,1712598202784,1712598152397,1712598213568,1712597751814,1712597395684,1712596695676,5112,3602,287714,212432,7493,5987,120,26018,125109,190462,50374,210109,10781,42389,340251,4542,1712597437219.0,1712596854216.0,1712597395686.0,1712596726513.0,1712596756171.0,1712596784026.0,1712596813201.0,,,,,1712597062990.0,1712597709420.0,1712597055430.0,1712597421704.0,1712596752545.0,1712596782186.0,1712596810044.0,1712596839217.0,,,,,1712597395684.0,332694,0.005538865781722933,41535,162001.0,162001.0,11791.746963562753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,124974.0,2.5935897435897437,3.2205594405594407,20937.23076923077,2646.2631578947367,3.002083333333333,2.57563025210084,3214.25,1719.4705882352941,False,3.0
1651,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,10,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5,6,1,7,7,1,7,6,7,1,4,2,7,7,62,63,48,0.7380952380952381,0.6923076923076923,0.6857142857142857,N,6,I just let my mind move naturally and came up with my own thoughts about what followed the words ,meaning,meaning,I had a very hard time responding to the questions. I did find the story somewhat hard to follow and it did not seem to follow itself naturally. Maybe it was because I was reading only one sentence at a time so that felt very unnatural. It made it harder to concentrate on the story. ,"Getting my views, perceptions and opinions",I felt more involved in the word chain game after reading the story. I wrote words that felt more meaningful and closer to my heart,7,unintentional,I just kept thinking back on some of the passages that I read and I was piecing the sentences together,7.0,6.0,7.0,7.0,5.0,1.0,1.0,6.0,I felt more involved and like I wanted to use words and have emotions that felt more meaningful and strong. I felt that the words that I used were closer to me and to my personal life,USA,11:56,30-34,F,Right,Y,,Y,,White,1,N,4,4,N,,7.0,,,0.0,1712589692085,1712589687982,1712590450713,1712589816717,1712589700238,1712589708828,1712589684039,1712590424709,1712589720516,1712590732615,1712591524239,1712591143765,1712591633923,1712590650876,1712590022306,1712589684552,1712589700236,1712589692083,1712590650873,1712590022305,1712589708827,1712589720515,1712589684550,1712590450712,1712589816716,1712591143762,1712591633921,1712591524233,1712591644056,1712590732610,1712590424707,1712589687980,8151,4101,200160,205588,8589,11687,511,26003,96200,411147,109682,380468,10133,81734,402401,3428,1712590469348.0,1712589838540.0,1712590424709.0,1712589756031.0,1712589787629.0,,,,,,,1712590035857.0,1712590650873.0,1712590022304.0,1712590450712.0,1712589782038.0,1712589813632.0,,,,,,,1712590424707.0,388850,0.7975025482658428,44641,18695.0,18695.0,6204.506912442396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6891.0,3.228289102202146,2.512995337995338,6482.142857142857,5926.870967741936,3.662121212121212,1.7,3889.3333333333335,9861.0,True,13.0
1652,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,19,0.7916666666666666,0.9166666666666666,0.6666666666666666,1.0,7,1,4,7,4,7,2,4,3,2,1,4,5,47,51,38,0.5595238095238095,0.5604395604395604,0.5428571428571428,N,5,I may have thought of words after typing others in the box. Typing one led me to think of another many times. ,meaning,meaning,I enjoyed reading the story while responding to the question was a bit more difficult as I didn't know what would be looked for. ,Maybe it's trying to see your interpretations of words in a story and how they connect to what it actually means. ,I didn't notice any differences. Reading the story didn't cause me to think any differently when playing the word game from what I can tell. ,4,unintentional,"It occasionally slipped into my mind, wondering what the story was actually about and what happened in it after. I didn't choose to think of the story as I was more focused on completing the word game task instead. ",4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,I was a bit more bored with the game as I felt reading the story was more entertaining and captivating. I found completing the word game to be monotonous. ,USA,11:50,35-39,M,Right,Y,,Y,,White,1,N,3,3,N,,7.0,,,0.0,1712589752571,1712589748502,1712590717387,1712589863654,1712589766869,1712589780943,1712589690838,1712590691367,1712589801140,1712591007478,1712591430069,1712591196174,1712591479418,1712590963821,1712590065164,1712589691088,1712589766867,1712589752569,1712590963819,1712590065163,1712589780941,1712589801139,1712589691086,1712590717387,1712589863653,1712591196169,1712591479416,1712591430066,1712591490140,1712591007474,1712590691365,1712589748501,14296,4067,246432,201509,14072,20196,248,26020,62513,188691,49347,233892,10722,43653,626201,57413,1712590782484.0,1712589883820.0,1712590691367.0,1712589833864.0,,,,,,,,1712590105800.0,1712590963819.0,1712590065163.0,1712590717387.0,1712589859888.0,,,,,,,,1712590691365.0,585565,0.7136680123470655,91119,5630.0,4530.0,2558.0274244833067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8764.0,2.4119818642895567,2.4471302890657727,2449.8783783783783,2666.176470588235,2.6370129870129873,2.8508838383838384,2703.6363636363635,2231.5,True,3.0
