participantID,wcg_diff_general,wcg_diff_general_group
1344,After i read the story I used more words related to the story in the word chain game ,
1345,First word game was off the cuffbut the second had a more sexual and racial element into ti ,
1346,no difference,
1347,none,
1348,"I felt a little distracted after reading, thinking about the meaning of the story; I don't know how it ends yet. ",
1349,reading the stories were simple to understand whiles the chain game were more easier,
1350,I felt it was  more negative the second time.,
1351,"Like I had mentioned, I pulled more words from the story and, my experience with the emotions I felt after reading it into my playing.",
1352,It's almost same,
1353,To be honest the story was mildly triggering and I had to pull my attention away from going down a sad memory path,
1354,I felt like I was running out of words to come up with on the fly and my strategy started to decrease in value after already identifying most surrounding objects and had to come up with words on the fly. ,
1355,the word selection felt more purposeful. The imagery from the narrative,
1356,"I felt that words came to be a bit faster after reading, but a lot of them were words I used in the first round.",
1357,sadder,
1358,"I thought about using words that related to the story a lot more during the word chain game after reading the story, where before I simply listed things in my surroundings.",
1359,more words involving people,
