participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,pause_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_pause_testing_stage_start,interference_pause_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,reading_endcard_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_pause_testing_stage_end,interference_pause_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,reading_endcard_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_pause_testing_time,interference_pause_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,reading_endcard_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_pause_testing0_task_start,interference_pause_training0_task_start,interference_pause_training1_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_pause_testing0_task_end,interference_pause_training0_task_end,interference_pause_training1_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_pause_testing,time_away_interference_pause_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_reading_endcard,time_away_welcome,attncheck,focusevents,spr_max,time_unpressed,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre
1247,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,20,0.8333333333333334,0.9166666666666666,0.75,1.0,6,2,5,7,3,6,4,3,2,2,1,5,6,49,52,38,0.5833333333333334,0.5714285714285714,0.5428571428571428,N,6,"Nothing, just any word that came to mind",none,none,Waited for the instructions,Words associated with a story being told.,Hoping it wouldn't last as long.,5,neither,I was not thing about anything other than trying to come up with a random word.,3.0,3.0,5.0,2.0,5.0,2.0,6.0,6.0,The only thing was trying to think of words that I hadn't used before in the first word chain.,USA,11:11,40-44,M,Right,Y,,Y,,White,1,N,3,6,N,,6.0,,,0.0,1728145772002,1728145762107,1728147216782,1728146075770,1728145971052,1728145991878,1728145759021,1728147183539,1728146018634,1728147560804,1728148384666,1728147871011,1728148524057,1728147449213,1728146291819,1728147174249,1728145759625,1728145971050,1728145772001,1728147449209,1728146291818,1728145991877,1728146018633,1728145759623,1728147216780,1728146075769,1728147871010,1728148524055,1728148384660,1728148550233,1728147560802,1728147174248,1728147183537,1728145762105,199048,9894,232427,216048,20825,26755,602,33241,57135,310206,139389,513649,26176,111589,882429,9288,2480,1728147259874.0,1728146109666.0,1728147183538.0,1728146029260.0,,1728146361986.0,1728147449209.0,1728146291818.0,1728147216780.0,1728146036555.0,,1728147174248.0,812262,0.7968503516498326,85626,12150.0,12150.0,5720.703984819735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13215.0,3242,2.813154269972452,2.7676363636363637,5567.117647058823,5874.290322580645,2.238888888888889,2.97,6098.25,5267.6
1225,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,5,0.20833333333333334,0.25,0.16666666666666666,0.5,5,4,6,7,7,7,4,5,5,4,5,6,5,63,70,52,0.75,0.7692307692307693,0.7428571428571429,Y,7,I used both the meaning and sound of words,equal,equal,Nothing,Attitude,It was easy,4,both,The story was educative,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,It was very interesting and educative,USA,10:55,25-29,M,Right,Y,,Y,,Black,1,N,5,5,N,,7.0,,,5950.0,1728142144757,1728142129731,1728142844535,1728142454515,1728142170285,1728142395370,1728142125760,1728142812008,1728142409308,1728143120694,1728143702715,1728143358159,1728143803431,1728143050786,1728142658627,1728142807814,1728142126472,1728142170282,1728142144754,1728143050784,1728142658626,1728142395368,1728142409307,1728142126470,1728142844534,1728142454514,1728143358156,1728143803429,1728143702617,1728143837006,1728143120691,1728142807814,1728142812007,1728142129729,25525,15023,206249,204111,225083,13937,710,32526,45206,237462,100714,344458,33575,69905,149187,4193,3257,1728142865798.0,1728142478167.0,1728142812007.0,1728142410928.0,,1728142683662.0,1728143050784.0,1728142658626.0,1728142844534.0,1728142418046.0,,1728142807814.0,124152,-0.061738665172579366,57984,13080.0,11950.0,5709.375,22643.0,13134.0,0.0,0.0,197767.0,0.0,0.0,0.0,0.0,0.0,1659.0,5950.0,0.0,0.0,0.0,0.0,0.0,1,1,6002.0,2527,2.370180375180375,2.574847879863408,5780.21875,5638.53125,3.1983549783549785,3.8345238095238092,5956.0,4943.666666666667
1248,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,10,0.4166666666666667,0.5,0.3333333333333333,0.5,5,5,3,4,3,5,4,3,4,4,4,3,3,47,50,41,0.5595238095238095,0.5494505494505495,0.5857142857142857,N,5,Nothing special,equal,equal,Be attentive,Human behavior,Nothing special,4,both,Be attentive,4.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,Thank you,USA,00:38,35-39,M,Right,Y,,Y,,White,1,N,4,4,N,,5.0,,,5691.0,1728145120462,1728145119011,1728145674263,1728145188763,1728145130291,1728145136172,1728144765602,1728145642748,1728145145281,1728145903967,1728146288594,1728146095999,1728146369850,1728145871258,1728145461133,1728145640969,1728144767940,1728145130288,1728145120458,1728145871255,1728145461130,1728145136170,1728145145281,1728144767938,1728145674262,1728145188763,1728146095997,1728146369848,1728146288559,1728146415213,1728145903963,1728145640969,1728145642746,1728145119006,9826,1447,196992,272367,5879,9109,2336,31514,43482,192030,81254,192560,45363,32705,179836,1777,351066,1728145687259.0,1728145212235.0,1728145642747.0,1728145146424.0,,1728145467018.0,1728145871255.0,1728145461129.0,1728145674261.0,1728145152236.0,,1728145640969.0,173951,-0.18067459692622587,46290,89510.0,43638.0,11674.278273809523,3238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4677.0,5691.0,0.0,0.0,0.0,0.0,337382.0,1,1,20905.0,1514,3.0548951048951047,2.605287694761379,11497.9375,11850.619047619048,,3.2417832167832166,,6989.75
1292,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,21,0.875,0.9166666666666666,0.8333333333333334,0.5,7,7,7,7,7,7,7,7,7,7,7,7,7,84,91,70,1.0,1.0,1.0,N,7,Memory ,meaning,sound,watching the screen,attention ,Before the game I used my own wards and after reading the story I was focused the words I read ,5,unintentional,It was interesting story and very sad to read ,6.0,7.0,6.0,6.0,3.0,2.0,3.0,4.0,It was easy to use words from the story ,USA,12:05,50-54,F,Right,Y,,Y,,White,1,N,4,4,N,,7.0,,,0.0,1728314852519,1728314842032,1728316250926,1728315044999,1728314888045,1728314913348,1728314838068,1728316218970,1728314970666,1728316511850,1728317068711,1728316782236,1728317165952,1728316452789,1728315272945,1728316214622,1728314838159,1728314888044,1728314852518,1728316452787,1728315272944,1728314913347,1728314970665,1728314838157,1728316250926,1728315044998,1728316782233,1728317165950,1728317068707,1728317183166,1728316511847,1728316214622,1728316218968,1728314842031,35525,10486,201861,227945,25302,57317,89,31956,74332,270383,97239,286471,17214,59058,941677,4346,3872,1728316271775.0,1728315092553.0,1728316218969.0,1728314983103.0,1728314998178.0,1728315351053.0,1728316452787.0,1728315272944.0,1728316250926.0,1728314990517.0,1728315004318.0,1728316214622.0,863569,0.7925003164674373,57153,12289.0,8446.0,5171.641935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14222.0,1956,4.679791125541126,3.0642615227909347,4524.8,5818.4838709677415,5.824603174603175,2.975510204081633,4824.833333333333,4102.714285714285
1336,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,4,1,3,5,3,3,1,1,6,1,1,5,7,38,41,26,0.4523809523809524,0.45054945054945056,0.37142857142857144,Y,3,No strategy I was just typing the words that came to my mind at the time when playing the game both times.,equal,none,I thought about some of the details in the story so I could remember it.,"How well people can remember things through association, and how writing their thoughts in real time can help with memory.","I was still trying to remember the story, and doing the second word game felt distracting because I had to constantly think of words while also thinking about the story at the same time.",7,intentional,"I was still thinking about the story, but the use of language was distracting for me, mostly because I am a visual learner. I was more focused on trying to visualize the story rather than putting it into words.",7.0,5.0,5.0,6.0,7.0,1.0,1.0,7.0,"Again, it was more about trying to both play the game and continuously come up with words, while also trying to think about the story in a more visual and spatial way to remember it better.",USA,13:23,30-34,M,Right,Y,,Y,,White,1,N,3,3,N,,7.0,,,191975.0,1728319690709,1728319685148,1728320666286,1728319763123,1728319695777,1728319710551,1728319683950,1728320635152,1728319710551,1728320944527,1728321790240,1728321154942,1728321855992,1728320863115,1728319984353,1728320633013,1728319684081,1728319695776,1728319690708,1728320863113,1728319984352,1728319710550,1728319710551,1728319684079,1728320666286,1728319763122,1728321154939,1728321855990,1728321790236,1728321880733,1728320944523,1728320633013,1728320635150,1728319685146,5067,5560,196827,221229,14773,0,129,31134,52571,210412,65750,635294,24741,81408,648660,2137,1065,1728320681498.0,1728319793388.0,1728320635151.0,1728319719350.0,,1728320006715.0,1728320863113.0,1728319984352.0,1728320666285.0,1728319726257.0,,1728320633013.0,626298,0.2995256239511764,48485,20960.0,15504.0,4185.1684343434345,0.0,0.0,0.0,2141.0,0.0,0.0,0.0,0.0,0.0,64395.0,0.0,95071.0,0.0,0.0,30368.0,0.0,0.0,1,20,23865.0,1134,4.092046712976946,2.274111206254063,4127.159090909091,4243.177777777778,4.803896103896104,2.627864443249059,2493.1666666666665,2128.923076923077
1194,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,17,0.7083333333333334,0.75,0.6666666666666666,1.0,2,2,3,5,5,2,1,2,5,1,1,2,2,28,33,24,0.3333333333333333,0.3626373626373626,0.34285714285714286,N,3,Didn't use any,sound,sound,Nothing,No idea,Diferent wors came to mind,2,unintentional,Came to mind some and gave me a few words to use,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,A few words from the story came to mind but other than that it was the same,USA,13:17,25-29,M,Right,Y,,Y,,White,1,N,1,1,N,,7.0,,,2403.0,1728319714117,1728319706327,1728320643751,1728319827103,1728319729862,1728319737198,1728319699507,1728320612270,1728319767926,1728320922881,1728321419920,1728321169151,1728321491855,1728320848188,1728320036626,1728320610079,1728319699626,1728319729861,1728319714116,1728320848186,1728320036625,1728319737197,1728319767925,1728319699625,1728320643751,1728319827102,1728321169150,1728321491853,1728321419917,1728321508173,1728320922878,1728320610079,1728320612269,1728319706325,15744,7789,204435,209522,7335,30727,118,31481,59176,246269,71933,250766,16318,74690,573453,2190,6699,1728320667741.0,1728319850790.0,1728320612270.0,1728319783759.0,,1728320054750.0,1728320848186.0,1728320036625.0,1728320643751.0,1728319789911.0,,1728320610079.0,555329,0.720383286950147,57662,15142.0,10737.0,3281.9075791493447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.0,0.0,0.0,0.0,0.0,0.0,1,3,12529.0,1481,3.5412589953114972,2.822327593641393,3057.9661016949153,3505.8490566037735,3.5682274247491637,3.3907608695652174,2029.7142857142858,2721.6363636363635
1263,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,6,1,5,7,2,7,4,6,1,2,1,7,7,54,56,40,0.6428571428571429,0.6153846153846154,0.5714285714285714,N,5,"The first time I played, I mostly described objects in my immediate vicinity. The second time, my mind was almost entirely on the story I just read.",meaning,none,I was trying to remember as much about the story as possible.,I think it might be studying how people associate concepts based on either emotional states or recent stimuli.,"The first time I played, I was primarily naming objects in my basement where I work, as well as concepts and items related to those objects. The second time I played, I was almost entirely naming concepts and items from the story I just read. Normally, each item I remembered triggered another memory of a related item, such as the truck and highway, or the tent and the lake.",7,intentional,"The story was still running through my mind during the second game. I did not describe it in order though, as I just focused on specific memories as they came to me. Most of the items I entered were centered around different scenes from the story, such as their breakfast, the camping trip, or the funeral.",7.0,6.0,4.0,7.0,5.0,4.0,2.0,1.0,"I struggled to come up with items to write during the first game, which is why I focused on objects directly near me or in my house. Reading the story line by line really helped to cement it in my memory, as I was able to focus on each action of the characters. The story was on my mind throughout the entire second game, which is where almost all of my entries originated from. My emotional state was intrigued and a bit sad after reading the story. ",USA,14:36,35-39,M,Right,Y,,Y,,White,1,N,6,8,N,,7.0,,This was a very interesting study and I intend to look up the story after finishing this.,0.0,1728151573009,1728151567197,1728152514954,1728151648656,1728151577667,1728151587314,1728151564472,1728152483257,1728151600701,1728152777392,1728153406932,1728152966930,1728153458172,1728152715058,1728151855622,1728152479706,1728151564562,1728151577666,1728151573008,1728152715057,1728151855622,1728151587314,1728151600701,1728151564561,1728152514953,1728151648655,1728152966928,1728153458171,1728153406931,1728153489881,1728152777390,1728152479706,1728152483256,1728151567196,4657,5811,200103,206966,9647,13387,89,31696,47954,189536,51239,440001,31709,62332,624084,3550,2634,1728152529173.0,1728151675049.0,1728152483256.0,1728151607161.0,,1728151872065.0,1728152715057.0,1728151855622.0,1728152514953.0,1728151613188.0,,1728152479706.0,607641,0.6535964865134155,49467,7348.0,7312.0,3371.0536437246965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8309.0,1697,4.4866439800956215,2.380790336270238,3574.423076923077,3167.684210526316,4.921405985319028,2.030082644628099,2892.9,2301.75
1293,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,21,0.875,1.0,0.75,1.0,7,7,7,7,7,7,6,6,7,3,2,5,6,70,77,59,0.8333333333333334,0.8461538461538461,0.8428571428571429,N,6,not really,equal,equal,Think about the end of story,no idea. ,I used the words that I read in the story in the second part. ,6,unintentional,"I was instructed to use meaningless series of words. So, I tried to write different words. The words from the story came to my mind uintentionally. ",1.0,6.0,5.0,5.0,6.0,1.0,1.0,2.0,I focused on the story and I thought about the things happened in the story. I also though about end of the story. ,USA,11:03,50-54,M,Right,Y,,Y,,White,1,N,6,9,N,,7.0,,,0.0,1728315316330,1728315311423,1728316272247,1728315414601,1728315329507,1728315343681,1728315305275,1728316241063,1728315353410,1728316517076,1728317007919,1728316735359,1728317054209,1728316463452,1728315610204,1728316235198,1728315305401,1728315329505,1728315316328,1728316463450,1728315610204,1728315343679,1728315353408,1728315305401,1728316272246,1728315414600,1728316735356,1728317054208,1728317007915,1728317068776,1728316517074,1728316235198,1728316241062,1728315311422,13175,4905,191203,195603,14172,9727,126,31183,61190,218280,46289,272556,14567,53622,624994,5864,6021,1728316283108.0,1728315428887.0,1728316241062.0,1728315372382.0,,1728315627628.0,1728316463450.0,1728315610204.0,1728316272246.0,1728315378705.0,,1728316235198.0,607570,0.6758867464413879,47910,10350.0,8840.0,3229.4904306220096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12768.0,1184,3.7702845609408366,2.783368877499312,3278.4545454545455,3180.5263157894738,4.890890269151139,2.469426877470356,3258.4444444444443,2727.4
1249,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,0.125,0.16666666666666666,0.08333333333333333,0.5,7,5,3,5,7,5,4,6,5,5,6,4,3,58,65,51,0.6904761904761905,0.7142857142857143,0.7285714285714285,Y,7,no did not use any ,meaning,sound,"nothing, continued",the experiment consists of reading and write some random words,nothing,3,both,n/a,5.0,6.0,6.0,7.0,4.0,6.0,5.0,6.0,nothing for now,USA,13:19,50-54,M,Right,Y,,Y,,White,1,N,4,8,N,,,,,65549.0,1728147041049,1728147039307,1728148216432,1728147437822,1728147063904,1728147382103,1728145737194,1728148169488,1728147382104,1728148529061,1728148730214,1728148630331,1728148787959,1728148499830,1728147643301,1728148165635,1728145737607,1728147063902,1728147041048,1728148499829,1728147643301,1728147382103,1728147382103,1728145737605,1728148216432,1728147437821,1728148630329,1728148787957,1728148730210,1728148797183,1728148529058,1728148165635,1728148169486,1728147039305,22853,1741,283397,205479,318199,0,411,46944,55717,101268,57743,99879,9224,29228,522334,3851,1301698,1728148240013.0,1728147446710.0,1728148169487.0,1728147384906.0,,1728147657697.0,1728148499829.0,1728147643301.0,1728148216432.0,1728147392478.0,,1728148165635.0,507938,0.08698014702577718,74378,107768.0,107768.0,8288.23395721925,17104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65549.0,0.0,0.0,1,1,73391.0,16944,2.415843822843823,2.4275252525252524,7641.058823529412,8935.40909090909,1.3,2.4763636363636365,3332.0,4051.714285714286
1337,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,9,0.375,0.4166666666666667,0.3333333333333333,0.5,4,4,4,6,3,4,3,5,3,4,5,3,5,50,53,42,0.5952380952380952,0.5824175824175825,0.6,N,5,The strategies i used was looking out to the meaning of the word and also the sound of the words in a sequence.  ,equal,equal,I pressed and hold the spacebar.,I think the experiment was about how people remember what they have read and also how fast they are in thinking.,"Playing the word chain before reading, i was really relaxed and my mind was free. While after reading the story i felt really  tired as the mine was already occupied by the story.",4,intentional,When i was reading the story i was really reflecting on the story and taking it as i was part of the story. I was applying it in my life and felt really bad as i read it. It was as if i was the who killed the victim and was being arrested because such story do happen in real life and its very serious so i pictured it as if its real.,5.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,I did not feel any specific changes.,USA,10:37,50-54,F,Right,Y,,Y,,Black,1,N,5,6,N,,7.0,,,0.0,1728319787709,1728319786105,1728320969734,1728320016795,1728319791004,1728319801062,1728319765160,1728320938624,1728319953574,1728321255816,1728322575510,1728321862792,1728322664506,1728321206392,1728320222418,1728320911347,1728319772348,1728319791002,1728319787708,1728321206379,1728320222417,1728319801061,1728319953571,1728319772344,1728320969733,1728320016795,1728321862789,1728322664503,1728322575391,1728322687132,1728321255809,1728320911347,1728320938622,1728319786102,3293,1603,236645,205622,10057,152509,7184,31109,63221,606973,88993,712599,22626,49417,688929,27275,13754,1728321022296.0,1728320040810.0,1728320938623.0,1728319974589.0,,1728320243535.0,1728321206379.0,1728320222417.0,1728320969733.0,1728319980357.0,,1728320911347.0,667812,0.3835851652802326,110949,15095.0,11323.0,5081.147876447877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,157508.0,1110,2.5347985347985347,3.052232323232323,4974.324324324324,5187.971428571429,2.8847619047619046,4.161142857142857,3480.5,4914.333333333333
1226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,7,1,5,7,3,7,5,6,3,3,3,3,6,56,59,47,0.6666666666666666,0.6483516483516484,0.6714285714285714,N,6,letting one word lead to another,sound,none,watched the little bar move,carryover from the story to word finding?,It seemed easier to come up with words after reading the story,6,unintentional,"I wasn't thinking of it to keep the words disconnected, but images from the story kept popping up",4.0,6.0,4.0,5.0,7.0,2.0,4.0,3.0,It was easier to find words and the images in my mind were less random and more scenes from the story,USA,11:10,45-49,F,Right,Y,,Y,,White,1,N,5,10,N,,7.0,,,0.0,1728139496516,1728139492263,1728140318104,1728139625975,1728139561818,1728139567447,1728139489798,1728140286482,1728139579207,1728140568779,1728140923900,1728140716937,1728140972718,1728140516720,1728139823964,1728140283021,1728139489951,1728139561816,1728139496515,1728140516718,1728139823964,1728139567445,1728139579207,1728139489950,1728140318103,1728139625975,1728140716934,1728140972716,1728140923874,1728140981022,1728140568776,1728140283019,1728140286480,1728139492261,65300,4252,198614,197989,5627,11760,152,31621,46768,148155,48816,206937,8304,52056,459055,3459,2310,1728140330753.0,1728139639370.0,1728140286481.0,1728139585410.0,,1728139831691.0,1728140516718.0,1728139823964.0,1728140318103.0,1728139591192.0,,1728140283019.0,451328,0.4020255670165807,47734,6248.0,6075.0,3037.4852150537636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12361.0,1622,2.6613575089506765,2.715525860945651,2998.8870967741937,3076.0833333333335,2.9736200558334946,2.5704822954822952,2506.181818181818,2229.5384615384614
1338,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,6,3,6,6,5,7,3,4,2,2,1,2,4,46,51,40,0.5476190476190477,0.5604395604395604,0.5714285714285714,N,6,I just let my mind think of the next word that popped up,none,none,I just held down the spacebar,Cognition and how it affects memory,They felt the same to me.,2,neither,"I wasn't thinking about the story, either intentionally or unintentionally",2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,"I only felt a bit bored by the time the second word chain ""game"" came along.",USA,11:08,40-44,F,Right,Y,,Y,,White,1,N,5,8,N,,6.0,,,18339.0,1728319699382,1728319696741,1728320376493,1728319815314,1728319724032,1728319757695,1728319693264,1728320344690,1728319769581,1728320614064,1728320911219,1728320755826,1728320948608,1728320567008,1728320007447,1728320341971,1728319693396,1728319724030,1728319699380,1728320567004,1728320007445,1728319757693,1728319769580,1728319693395,1728320376492,1728319815313,1728320755825,1728320948606,1728320911215,1728320957049,1728320614062,1728320341970,1728320344687,1728319696739,24648,2639,190511,192131,33661,11885,131,31802,45732,141761,37387,155389,8441,47054,334523,2716,3343,1728320386414.0,1728319824319.0,1728320344689.0,1728319774279.0,,1728320016107.0,1728320567004.0,1728320007445.0,1728320376492.0,1728319780692.0,,1728320341970.0,325863,0.6883816105873732,44444,8835.0,8835.0,3795.5126086956525,0.0,0.0,18339.0,0.0,20610.0,0.0,0.0,0.0,21653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837.0,1,1,8986.0,1803,2.1369179600886916,2.5164705086580086,3610.96,3980.0652173913045,1.7836363636363637,2.0681818181818183,2716.5454545454545,2939.875
1294,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,10,0.4166666666666667,0.5,0.3333333333333333,1.0,7,3,6,7,2,6,1,5,3,1,1,3,5,48,50,40,0.5714285714285714,0.5494505494505495,0.5714285714285714,N,6,Sometimes I would try to use dissasociated words. It would have been easy to type sentences one word a ta time. I ttired not to do that,meaning,equal,hold the spacebar button,Reading comprehesions and the influence of reading on peoples lexicon,I did not have much difference,3,unintentional,I did not intentionally find that I was trying to recall the story. I was more or less conveying words that I find unique in a poupuous of people. NOt all people say the same thing. I focused on what I had to say uniquely.,3.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,"I was not bored in playing the word game. It was a challenge to try and find words taht I could use for this activity. I welcomed the challenge. My mind was mostly tying to think of unique words, that at times were unrelated to one another",USA,11:11,35-39,M,Right,Y,,Y,,Black,1,N,5,6,N,,7.0,,,170.0,1728311657958,1728311656768,1728312625479,1728311736226,1728311661733,1728311668238,1728311529560,1728312593651,1728311673869,1728312982133,1728313853502,1728313422410,1728313914286,1728312911994,1728311926189,1728312590859,1728311529783,1728311661732,1728311657957,1728312911992,1728311926188,1728311668236,1728311673867,1728311529781,1728312625478,1728311736226,1728313422408,1728313914284,1728313853498,1728313927545,1728312982130,1728312590859,1728312593649,1728311656766,3774,1189,286513,189962,6503,5629,221,31827,62357,440275,60782,431088,13259,70136,664670,2790,126983,1728312726811.0,1728311746164.0,1728312593650.0,1728311675917.0,,1728311936910.0,1728312911992.0,1728311926188.0,1728312625478.0,1728311683104.0,,1728312590859.0,653949,0.5721241683488107,135952,8207.0,6094.0,2750.5837837837835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,82205.0,1,1,47537.0,1828,3.248734260908174,2.716466512211193,2501.5675675675675,2999.6,2.191666666666667,2.2325396825396826,2778.9,2920.7
1227,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,True,16,0.6666666666666666,0.75,0.5833333333333334,1.0,5,1,2,5,4,1,1,1,3,2,1,1,3,26,30,22,0.30952380952380953,0.32967032967032966,0.3142857142857143,N,2,To think of as many words as possible,equal,equal,Nothing just continued on,a memory game,No differences,3,neither,I wasn't thinking of the story I was just thinking on words,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,It was interesting period at first I didn't know how everything would correlate.,USA,12:05,65-69,F,Left,Y,,Y,,White,1,N,1,7,N,,5.0,no,,0.0,1728142167663,1728142159614,1728143608228,1728142528414,1728142232274,1728142378010,1728142157686,1728143576164,1728142454265,1728143886975,1728144315286,1728144091877,1728144379416,1728143814422,1728142738938,1728143572779,1728142157924,1728142232270,1728142167658,1728143814415,1728142738936,1728142378006,1728142454263,1728142157920,1728143608226,1728142528412,1728144091869,1728144379406,1728144315258,1728144404370,1728143886963,1728143572778,1728143576159,1728142159610,64607,8044,206187,210522,145732,76253,234,32062,74147,204894,64120,223381,24954,72541,833840,3380,1686,1728143632509.0,1728142557167.0,1728143576162.0,1728142483924.0,,1728142761868.0,1728143814414.0,1728142738936.0,1728143608226.0,1728142490326.0,,1728143572778.0,810910,0.4414121399406463,59731,15335.0,7903.0,3462.345972423803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,33373.0,2064,2.809058653764536,2.4766191325014857,3496.673076923077,3428.0188679245284,3.035978835978836,2.299752628324057,3086.8888888888887,2056.785714285714
