participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,wcg_diff_general,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,guess_experiment,read_story,read_enjoy,linger_rating,volition,volition_explanation,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,tran_interference_Q1,tran_interference_Q2,tran_interference_Q3,tran_interference_Q4,tran_interference_Q5,tran_interference_Q6,tran_interference_Q7,tran_interference_Q8,tran_interference_Q9,tran_interference_Q10,tran_interference_Q11,tran_interference_Q12,tran_interference_Q13,tran_interference_raw,tran_interference_raw_all,tran_interference_raw_10,tran_interference_prop,tran_interference_prop_all,tran_interference_prop_10,interference_explanation,read_story_interference,read_enjoy_interference,linger_rating_interference,stories_distinct,volition_interference,volition_interference_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_reading_testing_stage_start,interference_reading_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_comprehension_interference_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_experience_interference_stage_start,questionnaire_explanation_stories_black_stage_start,questionnaire_explanation_stories_purple_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,questionnaire_transportation_interference_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_reading_testing_stage_end,interference_reading_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_comprehension_interference_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_experience_interference_stage_end,questionnaire_explanation_stories_black_stage_end,questionnaire_explanation_stories_purple_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,questionnaire_transportation_interference_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_reading_testing_time,interference_reading_training_time,questionnaire_comprehension_time,questionnaire_comprehension_interference_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_experience_interference_time,questionnaire_explanation_stories_black_time,questionnaire_explanation_stories_purple_time,questionnaire_open_time,questionnaire_transportation_time,questionnaire_transportation_interference_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_reading_testing_task_start,interference_reading_training_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_reading_testing_task_end,interference_reading_training_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_reading_testing,time_away_interference_reading_training,time_away_questionnaire_comprehension,time_away_questionnaire_comprehension_interference,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_experience_interference,time_away_questionnaire_explanation_stories_black,time_away_questionnaire_explanation_stories_purple,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_questionnaire_transportation_interference,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,comp_Q1_interference,comp_Q2_interference,comp_Q3_interference,comp_Q5_interference,comp_raw_interference,comp_prop_interference,catch_prop_interference,spr/char_interference,spr-wcg-break_interference,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre
1164,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,5,3,5,4,4,5,6,6,5,4,5,5,3,56,60,48,0.6666666666666666,0.6593406593406593,0.6857142857142857,i was trying to figure out if i could recall the words,trying to use words that start with a particular letter,meaning,equal,how we think,Y,3,5,neither,a slight way to recall them,4.0,3.0,4.0,4.0,6.0,5.0,changes in words,5,4,7,5,6,6,5,5,5,6,3,4,3,58,64,51,0.6904761904761905,0.7032967032967034,0.7285714285714285,was very good,Y,3,4,wcg,intentional,was very good,USA,16:15,20-24,M,Right,Y,,Y,,Black,1,N,4,9,N,,,,,0.0,1720477864100,1720477855785,1720479750354,1720478218941,1720477871703,1720477891533,1720477845867,1720479705582,1720477977267,1720480027187,1720480339905,1720480389320,1720480125508,1720480352366,1720479946529,1720480306904,1720480520621,1720479973975,1720480313663,1720478541498,1720477849226,1720477871702,1720477864087,1720479946294,1720478541451,1720477891532,1720477977265,1720477849088,1720479750309,1720478218940,1720480125468,1720480352366,1720480520552,1720480306869,1720480387896,1720479973865,1720480313625,1720480533445,1720480026966,1720480339869,1720479705483,1720477855772,7602,8302,195940,322510,19829,85732,3221,44727,241673,98281,12461,131232,181361,35530,27336,6721,12824,52991,26206,1163985,6546,1720479762604.0,1720478351096.0,1720479705582.0,1720478078755.0,1720478590095.0,1720479946294.0,1720478541427.0,1720479750308.0,1720478200184.0,1720479705483.0,1115388,0.15247141651693016,57121,47666.0,10997.0,5832.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6022.0,1,0,86683.0,False,False,True,False,1,0.25,1,-0.3691397019792756,12296,2.263293373293373,3.2359534736097237,5725.375,5940.25,2.1849230769230767,3.124675324675325,5254.8,4246.285714285715
1093,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,7,1,7,7,3,7,5,7,4,1,2,3,3,54,57,48,0.6428571428571429,0.6263736263736264,0.6857142857142857,before my thoughts were of things I had lying around my room and what I could think of. but after reading the stories my thoughts would drift from independent word choices to thinking about the story and the story beats.,looking around my room when I had no other thought in my head. thinking about short words that are easy to type.,equal,meaning,"I think that this experiment is meant to showcase how people's thoughts are before and after reading a story. to get a sense of a person's headspace when they are just thinking versus when the person just finished reading a story. a measure about how the brain filters out thoughts, especially after receiving new information.",N,7,5,unintentional,when I first read a story that sticks with me I can not filter out thinking about the story no matter how hard I try. some aspects of the story kept creeping into my mind as I was searching for words.,1.0,7.0,7.0,1.0,3.0,1.0,I felt that I could play the word game better by just finishing the long story. I was more energized at playing the second-word game as opposed to the first. I couldn't stop referencing the story in the second half of the word game.,7,1,7,5,3,1,1,4,6,3,1,4,5,45,48,36,0.5357142857142857,0.5274725274725275,0.5142857142857142,it was ok mind wandered a bit but still stayed focused.,N,6,5,story-start,intentional,I wanted to reflect on the story a bit to play the word game. as I ran out of thoughts the story appeared in my head.,USA,16:53,25-29,F,Left,Y,,Y,,MORE,1,N,2,8,N,,7.0,,this study was great and I loved the stories.,0.0,1720473181624,1720473174774,1720474408285,1720473358120,1720473210580,1720473220232,1720473172700,1720474347893,1720473240824,1720474696342,1720475458977,1720475596312,1720474915904,1720475487354,1720474602406,1720475397758,1720475653202,1720474628952,1720475408208,1720473558493,1720473173172,1720473210579,1720473181623,1720474602406,1720473558493,1720473220232,1720473240823,1720473173172,1720474408285,1720473358120,1720474915902,1720475487353,1720475653200,1720475397757,1720475596309,1720474628950,1720475408207,1720475703662,1720474696339,1720475458975,1720474347893,1720473174773,28955,6849,194121,200373,9652,20591,472,60392,117296,219560,28376,56888,481853,108955,26544,10449,50460,67387,50767,789400,1601,1720474419691.0,1720473377325.0,1720474347893.0,1720473275166.0,1720473576052.0,1720474602406.0,1720473558492.0,1720474408285.0,1720473355605.0,1720474347893.0,771841,0.8209639744576986,71798,15288.0,15288.0,3870.5212765957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10408.0,True,True,True,False,3,0.75,1,0.8682539414043544,11406,3.8297963975293166,2.4035561806614436,3887.063829787234,3853.978723404255,3.6452380952380956,3.178181818181818,8309.0,5632.6
1165,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,5,1,4,6,1,7,3,1,1,1,1,2,2,34,35,30,0.40476190476190477,0.38461538461538464,0.42857142857142855,I felt a little more nervous after reading the story and thought of more negative words.,I looked around the room to help me think of words when my mind went blank.,meaning,meaning,How negative stories affect what we think of. ,N,6,7,unintentional,"The story was still in my mind. I wasn't intentionally thinking of it, but it seemed to affect my word responses. ",4.0,6.0,1.0,1.0,1.0,3.0,"Overall, I felt more nervous and urgent. Not as light and happy as the first word chain game. ",1,1,1,2,7,1,1,1,3,1,1,1,5,19,26,13,0.2261904761904762,0.2857142857142857,0.18571428571428572,It was hard to pay attention because the story in black was still on my mind.  ,N,3,1,story-start,,,USA,09:52,40-44,F,Right,Y,,Y,,White,1,N,3,7,N,,7.0,,,0.0,1720535267895,1720535261622,1720535974838,1720535375823,1720535292507,1720535308872,1720535260016,1720535943640,1720535324822,1720536227346,1720536647289,1720536753130,1720536429999,1720536674239,1720536163380,1720536588337,1720536812148,1720536177253,1720536595553,1720535576342,1720535260215,1720535292503,1720535267888,1720536163377,1720535576334,1720535308870,1720535324821,1720535260214,1720535974831,1720535375822,1720536429997,1720536674237,1720536812147,1720536588336,1720536753125,1720536177240,1720536595551,1720536831950,1720536227343,1720536647287,1720535943596,1720535261620,24608,6266,188539,200511,16363,15949,198,31191,51000,202651,26948,59017,158337,78886,13860,7214,19802,50090,51734,367254,1405,1720535983028.0,1720535394390.0,1720535943638.0,1720535340907.0,1720535582614.0,1720536163376.0,1720535576331.0,1720535974829.0,1720535373113.0,1720535943596.0,360982,0.694169682798028,39432,6529.0,6529.0,1958.7555813953486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9320.0,True,True,True,False,3,0.75,1,0.6387746909112532,8199,3.1234987449047757,2.606849746314629,1802.86,2114.6511627906975,3.6633189061577807,1.6463203463203462,1549.8333333333333,2056.5714285714284
1094,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7,2,5,7,3,7,6,4,2,1,1,3,6,51,54,42,0.6071428571428571,0.5934065934065934,0.6,"The first story I was writing words like nostalgia, joy, wonder, summer. The second story I was writing words like murder, abuse, anger, divorce. The tone of the words was different based on the story","I would think about different parts of the story and write words associated with that part. Things like water, river, camping, dead, girl, etc. ",meaning,meaning,"I think this experiment is trying to see what words we associate with each story, to see how the story can affect the words we think of, even if they weren't a part of the story at all. It could also be used to see how tone affects the words we think of. ",N,6,5,intentional,"I was intentionally reflecting on the story to come up with words about it. This helped me to think of more words and also to feel the tone of the story more. It felt dark and uninviting, and the words I wrote reflected that I think. ",6.0,4.0,1.0,1.0,1.0,4.0,"I felt a change in the tone of my thoughts. They went from happy and nostalgic to brooding and anxious. I felt like the first story was about new beginnings, summer, friends, and the good old days. The second story felt like a broken marriage, suspicion, abuse, and unhappiness. I think the words I wrote reflected those things. ",6,2,3,5,6,4,2,2,4,2,1,4,3,38,44,31,0.4523809523809524,0.4835164835164835,0.44285714285714284,"At first I thought it was connected to the second story, and it was the husband's point of view. Then I realized that it was something different.  I think a lot of us have had experiences like this before, where we realize something wasn't really broken after all, we just were looking at it wrong. ",N,3,2,story-during,intentional,"I was reflecting on the story, and used words like fan, light, room, etc. when thinking about it. I kind of blended the second and third stories together, and was jumping back and forth with words from both stories. ",USA,15:34,30-34,F,Left,Y,,Y,,White,1,N,5,10,N,,7.0,,"It was an interesting experiment, and the stories did stick with me after reading them. ",0.0,1720472861071,1720472857905,1720473608965,1720472966251,1720472890947,1720472897029,1720472856157,1720473577178,1720472905990,1720473854407,1720474303584,1720474461283,1720473994790,1720474331096,1720473803691,1720474259177,1720474505183,1720473812799,1720474264497,1720473164116,1720472856421,1720472890946,1720472861069,1720473803690,1720473164115,1720472897027,1720472905989,1720472856419,1720473608965,1720472966250,1720473994789,1720474331095,1720474505181,1720474259175,1720474461279,1720473812796,1720474264494,1720474531972,1720473854404,1720474303582,1720473577177,1720472857903,29875,3164,194725,197864,6080,8960,262,31787,60260,140382,27511,43898,264385,130183,9105,5317,26789,41605,39085,413061,1482,1720473622773.0,1720472979191.0,1720473577178.0,1720472920501.0,1720473172088.0,1720473803690.0,1720473164114.0,1720473608965.0,1720472963624.0,1720473577177.0,405089,0.7428142867304651,45596,7954.0,6273.0,2216.491244710346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8667.0,True,True,True,True,4,1.0,1,0.9535274656795439,13808,4.220265075078375,3.0074719177536076,2032.112359550562,2400.87012987013,5.200826564739608,2.6512626262626267,1507.2631578947369,1568.842105263158
1166,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,1,1,1,7,3,7,3,7,1,1,1,7,7,44,47,30,0.5238095238095238,0.5164835164835165,0.42857142857142855,I honestly felt no different. The story didn't make me think i needed to use words from it to play the game.,None at all just gussed off the top of my head.,sound,sound,Trying to measure if people immediately use worrds they might have have just seen instantly in wriring.,N,7,7,unintentional,It didn't afffect the word game at all. I was still thinking about it due to hating that it didn't tell me whter Staurt did it or not.,3.0,4.0,2.0,1.0,1.0,4.0,No changes,4,1,7,4,7,2,1,1,5,3,1,1,7,37,44,29,0.44047619047619047,0.4835164835164835,0.4142857142857143,I was boring i was still thinking about the longer story and hoping it connected.,N,1,1,story-during,,,USA,10:55,35-39,M,Right,Y,,Y,,Black,1,N,4,5,N,,7.0,,,0.0,1720534444314,1720534436794,1720535498915,1720534566949,1720534450682,1720534477770,1720534435067,1720535406792,1720534489850,1720535783685,1720536814820,1720536898478,1720536496389,1720536844772,1720535691931,1720536758340,1720536978452,1720535710276,1720536767844,1720534764881,1720534435209,1720534450681,1720534444313,1720535691931,1720534764880,1720534477769,1720534489849,1720534435208,1720535498914,1720534566948,1720536496387,1720536844771,1720536978451,1720536758339,1720536898475,1720535710274,1720536767843,1720536991499,1720535783683,1720536814818,1720535406791,1720534436793,6367,7519,193016,197931,27087,12079,141,92122,77098,712702,29951,79973,261950,53703,18343,9503,13047,73407,46974,641910,1584,1720535510017.0,1720534581846.0,1720535406792.0,1720534507019.0,1720534774992.0,1720535691931.0,1720534764880.0,1720535498914.0,1720534564078.0,1720535406791.0,631799,0.658491705751673,103226,16766.0,16766.0,4010.5195652173916,0.0,0.0,0.0,0.0,15042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28864.0,False,True,True,False,2,0.5,1,0.7814583562381173,11103,2.8092141916054962,2.6823461091753775,3954.2391304347825,4066.8,2.13125,2.7857954545454544,2688.0,3662.0
1167,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,7,1,6,7,4,7,6,5,2,2,2,4,5,54,58,45,0.6428571428571429,0.6373626373626373,0.6428571428571429,"I felt pretty indifferent regarding the word chain game before reading the story; afterward, the overall word choices seemed a bit more dark in nature.",I sometimes provided words in alphabetical order.,equal,none,If there is a change in though patterns before and after reading the stories.,N,6,6,unintentional,"I wasn't necessarily trying to remember the story when I was playing the word chain gang; however, the story is quite memorable for me so it is and was still very fresh on my mind. With that being said, parts of the story did continue to enter my mind as I was playing this. ",5.0,6.0,4.0,5.0,4.0,3.0,I noticed my general mood or thought process was a bit darker after reading the story.,7,1,6,6,3,7,6,2,2,1,1,6,7,52,55,39,0.6190476190476191,0.6043956043956044,0.5571428571428572,I enjoyed reading it and was intrigued by the storyline. ,N,5,4,now,dontknow,I am unsure whether or not I was intentionally reflecting on the purple story during the word chain game. ,USA,09:51,35-39,F,Right,Y,,Y,,White,1,N,2,7,N,,7.0,,,0.0,1720534404027,1720534398216,1720535598028,1720534595133,1720534493473,1720534501519,1720534396323,1720535552141,1720534516347,1720535879960,1720536528253,1720536663547,1720536092793,1720536565131,1720535805972,1720536466011,1720536713517,1720535821173,1720536474494,1720534798221,1720534396496,1720534493471,1720534404025,1720535805971,1720534798220,1720534501517,1720534516345,1720534396494,1720535598028,1720534595132,1720536092789,1720536565128,1720536713514,1720536466009,1720536663542,1720535821170,1720536474491,1720536734836,1720535879955,1720536528250,1720535552139,1720534398214,89444,5809,207943,203087,8044,14826,171,45887,78785,212829,36875,49967,373216,98411,15198,8480,21319,58782,53756,753918,1718,1720535623504.0,1720534612765.0,1720535552140.0,1720534536411.0,1720534813238.0,1720535805970.0,1720534798218.0,1720535598027.0,1720534592596.0,1720535552139.0,738901,0.7847551220697621,71365,10751.0,7352.0,3314.375811688312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,142471.0,True,False,True,False,2,0.5,1,0.7352158768507088,25477,2.9109646543070458,2.6594704171900263,3257.660714285714,3371.090909090909,2.66969696969697,2.94375,2414.5454545454545,2878.4
1168,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,15,0.625,0.9166666666666666,0.3333333333333333,0.5,7,5,5,4,7,5,7,5,5,7,6,5,6,67,74,56,0.7976190476190477,0.8131868131868132,0.8,it was quite easier to playing the word game because it seemed very fun compared to reading the story,i tried using a song to write the chain games ,sound,meaning,your ability to read and focus and also your ability to keep up with word games without mixing up the words you just recently read about.,N,4,2,intentional,i tried imagining what i was reading though at a point it was seeming mixed up but i started understanding the story a bit more clearer when i read further,4.0,7.0,7.0,2.0,1.0,1.0,i didn't per say feel any change but more on relief as i started the word game which is more interesting than the story i read,7,7,5,7,7,7,5,7,7,6,2,4,5,69,76,60,0.8214285714285714,0.8351648351648352,0.8571428571428571,it was very interesting and very easy to understand and follow. i could easily imagine and understand compared to the others ,N,7,7,story-start,intentional,a good sense of understanding and still very relatable to me ,USA,10:46,30-34,M,Left,Y,,Y,,White,1,N,5,5,N,,7.0,,,841657.0,1720534568584,1720534564790,1720537914048,1720536439849,1720534573536,1720535640241,1720534528782,1720537741209,1720535657710,1720538667394,1720539791469,1720539980658,1720538939737,1720539829566,1720538536257,1720539703582,1720540066364,1720538585011,1720539709801,1720536657188,1720534534637,1720534573534,1720534568581,1720538536257,1720536657187,1720535640240,1720535657709,1720534534634,1720537914047,1720536439848,1720538939733,1720539829561,1720540066360,1720539703581,1720539980648,1720538585007,1720539709797,1720540089656,1720538667388,1720539791466,1720537741208,1720534564786,4950,3791,622209,217338,1066704,17468,5852,172838,782138,272339,38092,85702,763844,151082,48750,6215,23292,82377,81665,1084020,30149,1720538352796.0,1720536476387.0,1720537741209.0,1720536154864.0,1720536765839.0,1720538536257.0,1720536657186.0,1720537914047.0,1720536251506.0,1720537741208.0,975369,0.5225806744057357,611588,13759.0,12717.0,3340.5583333333334,0.0,0.0,411432.0,7021.0,1045472.0,0.0,0.0,0.0,650610.0,0.0,0.0,6882.0,286814.0,855.0,15972.0,0.0,0.0,0.0,0.0,119563.0,0.0,1,16,32730.0,False,True,True,False,2,0.5,1,0.9400842427020546,438749,2.505221201562665,2.815142514686125,3668.6,3012.516666666667,1.7857142857142858,2.875892857142857,3717.5,3734.375
1129,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,4,1,3,7,1,7,5,7,3,2,1,4,3,47,48,40,0.5595238095238095,0.5274725274725275,0.5714285714285714,"I felt like many of the words I used in the second round were related to the stories I read, especially the longer one.",The second round I started picking words that were similar to the last one if I could think of one.,none,sound,"Memory or recall, possibly. I'm not really sure.",N,5,7,both,"When I couldn't think of any words, I tried to reflect on the story to think of some. However, I also found that I used words from the story without really thinking about it.",5.0,5.0,7.0,1.0,1.0,2.0,"After reading the story, I felt sadness while playing the game which likely affected my chosen words. My train of thought was lingering on the story, so most of the words I used were related. I did not notice myself getting more tired or bored during the second game, I actually felt a bit more interested.",1,1,1,3,7,2,2,1,3,1,1,1,1,18,25,16,0.21428571428571427,0.27472527472527475,0.22857142857142856,I think my mind was still on the longer story I had just read.,N,3,1,story-during,,,USA,16:03,30-34,F,Right,Y,,Y,,White,1,N,2,10,N,,7.0,,,0.0,1720477788999,1720477764847,1720478832393,1720477940828,1720477808450,1720477848768,1720477752575,1720478779485,1720477861470,1720479124747,1720479712456,1720479778147,1720479300659,1720479737657,1720479023515,1720479646683,1720479832999,1720479067290,1720479655618,1720478141887,1720477752832,1720477808448,1720477788996,1720479023514,1720478141886,1720477848767,1720477861468,1720477752830,1720478832393,1720477940826,1720479300656,1720479737655,1720479832996,1720479646681,1720479778143,1720479067287,1720479655615,1720479846413,1720479124742,1720479712453,1720478779485,1720477764845,19449,24149,191121,201058,40317,12700,255,52908,79356,175909,25199,54849,346022,40486,43772,8932,13414,57452,56835,637598,12013,1720478843322.0,1720477957063.0,1720478779485.0,1720477881976.0,1720478155148.0,1720479023514.0,1720478141885.0,1720478832393.0,1720477939086.0,1720478779485.0,624337,0.681539822372991,63837,12024.0,12024.0,3518.718818782098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10080.0,True,False,True,True,3,0.75,1,0.7932887018075823,10929,3.1811325428194994,2.5588373113373115,3105.948275862069,3931.4893617021276,4.523086956521739,2.334343434343434,2602.2727272727275,2825.5
1169,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,17,0.7083333333333334,0.6666666666666666,0.75,1.0,3,3,3,2,3,1,1,2,7,1,1,2,2,28,31,24,0.3333333333333333,0.34065934065934067,0.34285714285714286,I pulled some words based on what I had read. ,"I created a general flow based on the previous word. For example, teeth, clean, spit. ",meaning,meaning,I'm not too sure. apart of me feels like this is someones book they wanted me to read and give some thoughts about. ,N,2,2,unintentional,the story was a random drift in my mind. Not something I deliberately wanted to think about.,1.0,5.0,5.0,3.0,3.0,1.0,I for sure think the word game is easier after having read the stories. It helped to pull in some fresh ideas/material.,1,2,2,1,7,1,1,1,7,1,1,1,4,23,30,18,0.27380952380952384,0.32967032967032966,0.2571428571428571,Is it bad if I say I don't remember many details from it? I found it very boring.,N,1,1,story-start,,,USA,08:52,20-24,M,Right,Y,,Y,,White,1,N,4,6,N,,7.0,,,19811.0,1720538652364,1720538645796,1720539307883,1720538741656,1720538665343,1720538681344,1720538428703,1720539282094,1720538681344,1720539619974,1720540230143,1720540309059,1720539836294,1720540259626,1720539513981,1720540178639,1720540365734,1720539563656,1720540186110,1720538938751,1720538428927,1720538665341,1720538652362,1720539513979,1720538938749,1720538681342,1720538681344,1720538428926,1720539307881,1720538741655,1720539836289,1720540259623,1720540365724,1720540178629,1720540309007,1720539563653,1720540186106,1720540378108,1720539619970,1720540230139,1720539282089,1720538645792,12977,6566,206096,197093,15999,0,223,25787,60311,216315,29480,56665,342335,49381,49672,7467,12374,56314,44029,343338,216865,1720539320652.0,1720538758226.0,1720539282094.0,1720538694575.0,1720538948558.0,1720539513978.0,1720538938748.0,1720539307877.0,1720538738493.0,1720539282089.0,333531,0.48541259709475754,38563,36053.0,36053.0,4026.4541666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19022.0,0.0,0.0,0.0,0.0,789.0,214930.0,1,4,7036.0,False,True,True,False,2,0.5,1,0.385228016460138,12775,3.709237839455231,3.065962479549436,4294.2,3758.7083333333335,5.001104837191794,3.5498015873015873,2048.4615384615386,2304.0
1117,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.20833333333333334,0.3333333333333333,0.08333333333333333,0.5,6,4,6,6,6,7,6,6,6,5,6,5,5,68,74,58,0.8095238095238095,0.8131868131868132,0.8285714285714286," reading the story could have added depth and context to the word chain game experience, potentially influencing how I select and interpret words based on the recently encountered narrative themes.","These strategies can vary depending on the rules and goals of the specific Word chain game being played, but they generally involve leveraging language skills, creativity, and cognitive flexibility to keep the chain going.   These strategies can vary depending on the rules and goals of the specific Word chain game being played, but they generally involve leveraging language skills, creativity, and cognitive flexibility to keep the chain going.     ",meaning,sound,"This type of experiment is common in psychology and cognitive science to assess reading comprehension, memory recall, and sometimes emotional engagement with a story.",N,6,5,neither," ChatGPT My responses are based on patterns and data learned from a large corpus of text. When asked about a story or when playing a word game, I generate text that aligns with the context provided in the conversation. ",5.0,4.0,6.0,5.0,4.0,5.0,"There are a personal experiences, emotions, or changes involved in my responses",6,5,4,4,5,4,5,4,4,6,4,5,6,57,62,46,0.6785714285714286,0.6813186813186813,0.6571428571428571,it was interesting,N,6,5,wcg,neither,when asked about playing the word chain game or recalling aspects of a story like the purple story,USA,15:03,35-39,M,Right,Y,,Y,,Black,1,N,5,10,N,,5.0,no,the study was interesting and educating. thanks,715673.0,1720473035691,1720473015396,1720473875563,1720473290609,1720473066675,1720473110412,1720473000041,1720473869401,1720473110412,1720474394697,1720475925192,1720476177352,1720475231155,1720476000304,1720474188345,1720475872112,1720476324719,1720474208014,1720475877400,1720473534613,1720473000660,1720473066674,1720473035689,1720474188344,1720473534612,1720473110410,1720473110412,1720473000659,1720473875562,1720473290609,1720475231153,1720476000302,1720476324717,1720475872111,1720476177348,1720474208013,1720475877398,1720476400996,1720474394694,1720475925191,1720473869400,1720473015394,30983,20293,312781,244003,43735,0,618,6161,180197,836456,75110,147365,640956,177044,19668,5286,76277,186680,47791,334787,14734,1720474006662.0,1720473347058.0,1720473869401.0,1720473199947.0,1720473555080.0,1720474188344.0,1720473534612.0,1720473875562.0,1720473280654.0,1720473869400.0,314320,-0.02759686700908877,137262,45430.0,27911.0,11204.104779411766,5088.0,1863.0,124185.0,0.0,13009.0,0.0,0.0,0.0,0.0,152633.0,0.0,23350.0,339330.0,57547.0,0.0,0.0,0.0,41978.0,0.0,0.0,0.0,1,26,23957.0,False,False,False,False,0,0.0,1,-0.4211620476391839,131100,2.4443434343434345,3.225595238095238,10686.64705882353,11721.5625,1.9,,5191.0,
