participantID,wcg_diff_explanation,wcg_diff_explanation_group
1447,"I felt my mind was more alert and focused after the story and the words I gave had more meaning and connection after. During the first game I was having trouble coming up with words, but the thoughts flowed easier after the story.",
1448,I felt that my emotions were mostly in control when I was playing the second word chain game. I felt like the story was lingering on my mind and I wanted to get to the conclusion. I became extremely invested into the story and that made thinking of words a little more difficult than the first round.,
1449,I felt that i has unanswered questions about Claire's husband and the person who was arrested and the man that was following claire to the funeral.,
1450,I felt a change in my focus. I was more focussed on the story in the beginning but quickly transitioned to the word chain task. I was able to shift attention rather effortlessly.,
1451,"The story was riveting, but as soon as I saw the word game pop back up I was engrossed in the game. The story was out of my mind in no time and I wanted to think of words. I guess I noticed a change from being riveted and somewhat disturbed by the story to experiencing no emotion at all as I tried to think of words. ",
1452,It felt good. I enjoyed the story a lot. I'm just not good with short term memory.,
1453,"It was a somber story with a bit of dread.  I was wishing I could read it all at once rather than bit by bit.  So I think a little frustration with some dread.  I felt sad for Claire, bewildered by Stuart and his friends.  ",
1454,"I felt slower, but maybe more confident? Like I said, I was still thinking about the story. I was wondering where the meandering story was going. I was thinking about how I didn't like Stuart. I thought he was going to do something to Claire.",
1455,"I just read the story, immersed myself a bit, and typed random words that came to mind, for the Word Chain game. I felt happy when I was immersed. I felt ''in the zone.''",
1456,"I got a sense that something was different but I can't put words to it.  Sorry, I know it's a useless response but I'm really not sure how to describe the impression I got.  It might just be because I did a word chain before but I felt like I was in a slightly different headspace for the second round.",
1457,I felt it was more difficult after reading the story. I notcied I was taking more time to answer.,
1458,I genuinely didn't notice any changes. I treated the tasks independently. Even though I found the story interesting and ironically some of it has been coming to my mind while answering these questions.,
1459,"I was tired trying to make sure that I wasn't making a sentence out of the words I put into the word chain game, but nothing that makes me want to go to sleep. I thought the game was easy enough, just trying to follow the rules. After awhile I did push the story out of my mind to focus on task about 30 seconds in.",
1460,"I could visualize driving in the car, hiking, the scenery, and the funeral. I also thought about breakfast and a kitchen. Probably a small influence on the words I came up with.",
1461,I don't think I was really aware of any changes going on in my brain while I was playing the second word chain game. I do think that some of the elements of the story did stay with me.,
1462,"I noticed a few of the words I came up with, like choices and consequences, seemed to be a little more in-depth than the first round. ",
1463,I just had a clear set of themes in my head so it was easier to come up with words; also as you can probably tell by my words I didn't like Stuart AT ALL so there were some changes in emotions as well,
1464,I didnt really feel a change,
1465,Just harder to concentrate on random words instead of wondering about how the story would end.,
1466,"I apologize, but I can't because I only played the game once for some reason.",
1467,"I was happy and alert before the study. Afterwards, I kept thinking about the girl they found. This made me feel sad and it kind of discouraged me.",
1468,Not sure what else to say. I'm not good at describing how I feel.,
1469,"Again, no specific changes in my way of thinking as I already consume dark criminal media daily for years.",
1470,I didn't feel a lot of changes. I mostly wanted to learn the ending of the story. I used some words from the story but didn't want to use too many. I then started thinking of other words. It was a neutral experience for the most part. I would like to know the ending of the story though. ,
1471,I did not feel any change,
1472,There was not much of a change except words related to the story were in my head. The story is still fresh in my head so I am still thinking about it.,
1473,,
1474,"I felt a little more pessimistic when inputting words, and couldn't help but pay attention to the way they might be interpreted.",
1475,I didn't necessarily feel any changes.,
1476,"They werent really significant changes, I was just more aware of how long 3 mins actually is when playing the word chain game and making sure I registered what was happening in the ""water near our house"" story. For some reason having to click through sentence by sentence makes it a lot harder to register and remember everything you read vs seeing it all in one page. ",
1477,I really enjoyed the entire experience. I did not experience any specific changes while playing the word game. Everything that I felt remained the same while completing the word chain game.,
1478,"I did feel a bit more engaged and less bored. My first time doing the word chain game, I felt bored and felt like it was never going to end. The second time, I felt engaged and like the words were flowing easier.",
1479,I think I was thrown off by the abrupt ending to the reading task and having to switch gears to the word chain exercise.,
1480,"There was a for sure mood shift, but really nothing too wild.",
1481,"I think I felt a bit affected by the story, as it was kind of interesting. But once I started the word chain game, I kind of put the story out of my head and was focused on the game, although thoughts of the story did slightly linger in my mind.",
1482,I was more involved in the story. I felt intrigued and wonder. I had a desire to want to understand the rest of the story. ,
1483,I started feeling mentally fatigued from reading and then trying to come up with words. I tried to not repeat words from the first game but did anyways.,
1484,The story did not change the way I played the game. It was easier for me to stick to themes when entering words in the game. ,
1485,I just had a little bit of an easier time since i just read a story,
1486,More than anything I just had a difficult time moving onto the second word task. I do not think my selected words resembled anything from the story but the story was definitely in my head and preoccupying my thoughts.,
1487,"I had a great time working on this project, it was amazing",
1488,"Mainly it was just easier for me to come up with words because i was thinking about the story. My emotions were also a bit different. I didnt feel as ""bored"" or ""strained"" coming up with words the second time",
1489,Definitely felt my mood shift after reading the passage. Im just starting my day so my first set of words were happy words full of hope and my second set of words were much more negative and sad.,
1490,"I would say that there were different topics that came to mind for sure, some of the words in the second word chain were reflective of the story that I had ready. Otherwise, I don't feel that I had a ton of changes. It was a bit more boring the second time, but more so because I had already done it once.",
1491,I put down darker words as the story went on. I guess it made me think darker words then. ,
1492,,
1493,"The first time I played the word chain game I was tired and bored about half way through and wanted it to be over. The second time, because I had source material to help draw words from, the words flowed more naturally out of me.",
1494,"Before the story, my mind was clear. During and after the story, I became interested in what was happening and wanted to understand why things were happening the way they were. I became a little confused since I did not know the outcome and was a bit saddened by what had happened.",
1495,it refreshed my memory.,
1496,I was enjoying the survey doing the story but it go a little redundant going from task to task. I was wanting to get done but tried my best to pay attention to details.,
1497,I just felt more curious about the ending of the story and if I was going to get a chance to read again after the word game portion finished.,
1498,I didn't feel changes. It was easy to compartmentalize the story and keep it apart ,
1499,,
1500,"I felt frustrated after reading the story because I wanted to know how it turned out. I also felt disgust in the character of the husband, so all of this effected the words I was choosing during the chain game. ",
1501,"I was already in a bad mood from my family so this experience just goes hand in hand with it, sad before sad now",
