participantID,wcg_diff_general,wcg_diff_general_group
1476,"The first time playing the random word chain was easier than the second time for some reason. I think it is because I had already experienced it and while in theory it sounds easy to just make up a bunch of random words for 3 mins, after doing it there are times you can get stuck, which I was conscious of the. 2nd time playing the game. ",easier
1477,I didn't really feel any difference playing the word chain game before and after reading the story. I felt the same way while completing the game both times.,no_effect
1478,Felt more experienced with the game as I had done it before the story. My mind felt a bit slower though as the story was lingering in my mind a bit.,lingering
1479,"During the first round, I was just trying to figure out what words to type. Questions were filling my head like, am I doing this right or what is the purpose? Second round, I was thinking of thte story in the beginning, then started thinking about my day and the people in my life.",lingering
1480,no difference.,no_effect
1481,"I felt like I ran out of ideas for words quicker, like I used up many words that came to mind in the first round so it was harder to think of words that weren't repeats.",harder
1482,My mind was still on the previously read story so a lot of the words related to the story on the second pass.,lingering
1483,I used a couple themes that were in the story but then continued into my usual strategy from the first game,lingering
1484,I don't believe there were any differences for me. I used the same technique both times. ,no_effect
1485,After i read the story i had some more inspiration for words,lingering
1486,I had a more difficult time the second time around. ,harder
1487,,no_effect
1488,"The main difference is that I had more on my mind to go off of for the words, so it felt a little easier to come up with the words",easier
1489,I think my word association was a  little sadder and more negative after reading the story. ,emotion
1490,"I think some of the words that I used in the word chain had inspiration from the story, so there were probably some words that I drew from the experience of reading. It was a little easier since I had something to base it on.",lingering
1491,I thought of more lighter words before reading the story,emotion
1492,I didn't really understand what I was supposed to do because the instructions were unclear. I had no idea what to do- and I read everything.,other
1493,I found myself using words which were associated with the story.,lingering
1494,"Before the story, my words were random. After the story, many of my words were those from the story that I read since the story was so fresh in my mind.",lingering
1495,none,no_effect
1496,I was glad to get a break in between of the story.,no_effect
1497,I thought of new words that could be used from the story. I wanted to make more sentences but I know that we were not allowed to do that.,lingering
1498,I felt no difference,no_effect
1499,No difference.  I immediately put the story behind and focused on the next task.,no_effect
1500,The second time I had the story on my mind and that influenced some of my word choices. I thought about murder and criminal activity.,lingering
1501,using how the story made me feel,emotion
