participantID,wcg_strategy,wcg_strategy_group
1476,"I was just naming random things that were around me and that would then lead me to think of other things that were similar. For example if I named a beverage it would lead me to think of other beverages, that would then lead me to think of food, and so on and so forth. ",
1477,I didn't have any strategies while playing the word game. I just typed the words that came to my mind.,
1478,"I thought of a category of words, such as animals, to say a group of things. And then, I used rhymes as well.",
1479,"Just random thoughts. Things on my mind. When I thought of something, I would concentrate on that one thing and thought about words related to that thought. Then I would move on.",
1480,I JUST WROTE WORDS I THOUGHT WERE FUN,
1481,"First round, objects around me mostly, out the window, and just random words that popped into my head. Second round, kind of picked works alphabetically to help give me ideas.",
1482,I typed what ever word came into my mind.,
1483,I used similar word categories and would jump between those categories.,
1484,"I would list by theme...body part, color, fruit, parts of a house, etc. ",
1485,Just thinking of things in my room and looking around for inspiration ,
1486,I tried not to overthink it and just write the first word that came to mind. ,
1487,"No specific strategy, the word kept coming .",
1488,"I didn't use any. I just typed what came to mind. Sometimes it was things I saw in the room, sometimes it was random associations. For instance, in the second one, I was thinking heavily about water and wooded type areas due to the imagery from the story i had just read. I dont believe i used either strategy mentioned below unless I just didnt realize it",
1489,word association and let my mind wander. If I became stuck I thought about what I was feeling in that moment. and used a word to start again. ,
1490,I was just typing random words based on things around me or whatever else popped into mind.,
1491,I just went with whatever was in my head,
1492,"I had none, I was just trying to think of words",
1493,"I associated words with other words, or just wrote whatever popped into my head. ",
1494,I thought of everyday objects that I own or encounter and typed them as they came to mind.,
1495,it was not correlating,
1496,try to mix up a variety of words to make it interesting.,
1497,I tried to think of a lot of words with the same starting letter before moving to a new letter.,
1498,categorize words,
1499,I simply listed words that came to mind,
1500,I thought of a topic and kept with it until I ran out of word ideas then picked a new topic. I looked at my dog to start ideas. ,
1501,none,
