participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,acc_button_press_food,freq_button_press_food,repetition_button_press_food,acc_button_press_story,freq_button_press_story,repetition_button_press_story,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,guess_suppress_1,guess_suppress_2,guess_experiment,wcg_diff_general,linger_rating,success_suppress_1,success_suppress_2,wcg_diff_suppress,wcg_strategy_after_fail,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,total_double_press_count_post,total_double_press_count_pre,free_association_post_stage_start,free_association_pre_stage_start,q_double_press_post_stage_start,q_double_press_pre_stage_start,q_experience1_stage_start,q_experience2_stage_start,q_experience3_stage_start,q_experience4_stage_start,q_open_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_transportation_stage_start,reading_stage_start,wcg_practice_stage_start,free_association_post_stage_end,free_association_pre_stage_end,q_double_press_post_stage_end,q_double_press_pre_stage_end,q_experience1_stage_end,q_experience2_stage_end,q_experience3_stage_end,q_experience4_stage_end,q_open_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_transportation_stage_end,reading_stage_end,wcg_practice_stage_end,free_association_pre_task_start,free_association_pre_task_end,reading_task_start,reading_task_end,free_association_post_task_start,free_association_post_task_end,spr_time,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,te_count_post,te_count_pre,exp_time_away,spr/char,spr-wcg-break,rt_max,rt_mean,time away (m),focusevents,spr time away (m),wcg time away (m),attncheck
1288,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,9,0.375,0.3333333333333333,0.4166666666666667,0.5,4,1to2,N,1,never,N,USA,12:13,50-54,F,Right,Y,,Y,,Black,1,N,3,8,N,3,I just entered a word that came in mind,meaning,sound,thoughts of food,thoughts of food,Memorization ability ,I felt a bit indifferent about the killing,6,5,7,I stayed focus on the task,I stayed focus on the task at hand,both,I was reflecting more of it becasse it kept on coming to me,3.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,Not any specific changes. Just reflections of the story I read,N,,7.0,,,5,5,5,6,4,4,6,5,5,4,5,4,4,58,62,50,0.6904761904761905,0.6813186813186813,0.7142857142857143,0,6,1707238445244.0,1707237240818.0,1707238628021.0,1707237424918.0,1707239154688.0,1707239296389.0,1707239388802.0,1707239533797.0,1707239671579.0,1707238718618.0,1707239600340.0,1707238645993.0,1707237466673.0,1707237146310.0,1707238628020.0,1707237424917.0,1707238640691.0,1707237445922.0,1707239296388.0,1707239388800.0,1707239533795.0,1707239597021.0,1707239688251.0,1707239154686.0,1707239671578.0,1707238718615.0,1707238263998.0,1707237179611.0,1707237240818.0,1707237424917.0,1707237466673.0,1707238263998.0,1707238445244.0,1707238628020.0,797325,2.9366701766701766,2.271740662438337,4809.315789473684,3539.7115384615386,3.4385714285714286,2.716666666666667,3190.0,2886.4,0,6,0.8751666666666666,0.042148097130324434,181246,31119.0,4001.04,0.8751666666666666,6.0,0.57645,0.57645,1
1619,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,8,0.3333333333333333,0.5,0.16666666666666666,0.5,4,1to2,Y,5,1to2,N,USA,11:39,40-44,M,Right,Y,,Y,,Black,1,N,4,3,Y,3,take my time,meaning,equal,food,random,attention,no there was not any,4,3,2,no there was not,taking my time,both,it was rational,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,there was none,N,,7.0,,,3,2,1,4,4,4,4,5,5,5,5,5,3,46,50,38,0.5476190476190477,0.5494505494505495,0.5428571428571428,0,0,1709569381185.0,1709567646346.0,1709569562889.0,1709567856229.0,1709569959104.0,1709570035641.0,1709570160467.0,1709570223034.0,1709570490156.0,1709569782790.0,1709570259035.0,1709569628853.0,1709567946683.0,1709567517285.0,1709569562884.0,1709567856224.0,1709569625427.0,1709567924397.0,1709570035637.0,1709570160452.0,1709570223022.0,1709570255256.0,1709570514910.0,1709569959095.0,1709570490150.0,1709569782769.0,1709568888814.0,1709567559207.0,1709567646346.0,1709567856224.0,1709567946683.0,1709568888814.0,1709569381185.0,1709569562884.0,942131,2.368457086391869,3.430084498834499,6262.620689655172,7492.928571428572,2.340205627705628,2.56969696969697,3142.0,3298.1111111111113,0,0,30.713283333333333,-0.01216165108602817,492371,90601.0,6467.059701492537,36.116166666666665,77.0,12.720683333333334,25.237466666666666,1
1246,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,1,never,N,1,never,N,USA,08:25,50-54,M,Right,Y,,Y,,White,1,N,5,0,N,7,I didn't use any strategy,equal,equal,Thoughts about food,N/A,To observe how focused one can be when reading a story without being distracted by other things or thoughts.,It all pretty much felt the same to me.,6,7,7,N/A,N/A,unintentional,I began to think about the story after completing the word chain game,1.0,7.0,5.0,5.0,3.0,1.0,1.0,5.0,I was touched by the story and fully immersed in it.,N,,7.0,,,7,1,7,7,2,7,6,2,2,1,3,7,7,57,59,43,0.6785714285714286,0.6483516483516484,0.6142857142857143,0,0,1707228652878.0,1707226936420.0,1707228834450.0,1707227116928.0,1707229171015.0,1707229289608.0,1707229331560.0,1707229434824.0,1707229545810.0,1707228911035.0,1707229489755.0,1707228855281.0,1707227423382.0,1707226764298.0,1707228834440.0,1707227116911.0,1707228852284.0,1707227305092.0,1707229289575.0,1707229331546.0,1707229434820.0,1707229487143.0,1707229555788.0,1707229170993.0,1707229545804.0,1707228911027.0,1707228615539.0,1707226789415.0,1707226936420.0,1707227116911.0,1707227423382.0,1707228615539.0,1707228652878.0,1707228834440.0,1192157,2.5472769166317555,2.5236384250669963,4775.0526315789475,3682.326530612245,2.625,2.293939393939394,7428.25,2867.7,0,0,0.0355,0.43815303157223234,37339,22951.0,3987.2886597938145,0.0355,1.0,0.0,0.0,1
1289,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7,never,Y,7,never,Y,USA,11:19,35-39,M,Right,Y,,Y,,MORE,1,N,4,1,N,5,I would think of a word and then think of other words closely associated with it. ,meaning,meaning,Food,The story,How something sticks in your head when you're trying not to think of it.,"The word game was a lot easier before reading the story.  After the story, my mind wandered to words related to the story quite a bit.  ",6,4,2,The story-related thoughts were much harder to suppress because I was thinking about what could have happened in the story.  I was engaged in knowing the outcome.  ,I would glance around the room and try to name the first object I see.  Then I would name words it made me think of.,both,"I think at the beginning I was reflecting but after the beginning of the game, I tried to focus on things besides the story.  The story would still pop up in my mind at random though.",7.0,2.0,5.0,7.0,7.0,1.0,5.0,4.0,I felt a little bit bewildered at the actions of the people in the story.  A little angry at some of the men's decisions and the guy who followed Claire.  My mood got gloomy.,N,,7.0,,,5,1,4,7,2,7,4,4,3,1,1,5,4,46,48,37,0.5476190476190477,0.5274725274725275,0.5285714285714286,9,6,1707235164233.0,1707234087575.0,1707235344285.0,1707234270403.0,1707235627415.0,1707235740593.0,1707235998521.0,1707236128768.0,1707236395346.0,1707235447287.0,1707236337169.0,1707235366804.0,1707234326800.0,1707234009642.0,1707235344284.0,1707234270402.0,1707235359863.0,1707234307133.0,1707235740591.0,1707235998520.0,1707236128766.0,1707236333583.0,1707236415632.0,1707235627414.0,1707236395343.0,1707235447286.0,1707235097969.0,1707234027477.0,1707234087575.0,1707234270402.0,1707234326800.0,1707235097969.0,1707235164233.0,1707235344284.0,771169,2.228399061256204,2.282981143150635,4286.333333333333,3046.2833333333333,2.6631416202844775,2.174793388429752,4005.285714285714,2586.2727272727275,9,6,0.0104,0.530026868926128,66264,8604.0,3398.4375,0.0104,2.0,0.0,0.006083333333333333,1
1302,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,6,1to2,Y,7,1to2,Y,USA,13:02,30-34,M,Right,Y,,Y,,White,1,N,5,8,N,3,I tried to use things from around my room that I was working in. I also tried to think of words in alphabetical order.,equal,equal,food,the story in the study,I'm not sure,"Before I felt that it was easier and more pleasant. Afterwards it was more disturbing, unsettling and serious.",7,5,2,I felt like I didn't want to supress the story related thoughts and I wanted to let them percolate through my mind. I also felt more disturbed about the thoughts and ideas from the story.,I tried to focus on my physical surroundings and recenter on the task. I also tried to actively control my chain of thought and remind myself of my task,unintentional,"I tried not to think about it but some of the disturbing aspects of it just popped into my mind. In other cases, things that I were writing began reminding me of certain aspects of the story.",6.0,4.0,7.0,6.0,6.0,5.0,5.0,1.0,I felt like the game became more serious and less fun. It also made me feel like it was more emotionally charged.,N,,7.0,,,6,1,6,7,1,5,6,6,1,2,1,6,6,53,54,41,0.6309523809523809,0.5934065934065934,0.5857142857142857,23,11,1707241868179.0,1707241172431.0,1707242049016.0,1707241353431.0,1707242260600.0,1707242325135.0,1707242425847.0,1707242485342.0,1707242589429.0,1707242105111.0,1707242554181.0,1707242063990.0,1707241420623.0,1707241117894.0,1707242049015.0,1707241353430.0,1707242060987.0,1707241393694.0,1707242325133.0,1707242425845.0,1707242485341.0,1707242551381.0,1707242597516.0,1707242260599.0,1707242589427.0,1707242105108.0,1707241844620.0,1707241139769.0,1707241172431.0,1707241353430.0,1707241420623.0,1707241844620.0,1707241868179.0,1707242049015.0,423997,2.323320126201482,2.5876182681721693,2825.046875,2381.1052631578946,2.4544047619047618,2.94480796980797,3681.75,2435.0833333333335,23,11,0.036649999999999995,0.6717101825357908,23559,10083.0,2557.54,0.036649999999999995,1.0,0.0,0.0,1
1380,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7,never,Y,7,never,Y,USA,19:28,40-44,M,Right,Y,,Y,,White,1,N,1,4,N,5,"Thought of one item such as dog, then select the opposite, then group then, then body parts.  Sky, breeze, birds, etc.  At times when I got stuck I'd look around my room for an object and do the same thing with that.",meaning,meaning,Food,The story,"If by trying not to think of something, you actually think about it more.",It was much easier to black out one group of things (Food) vs a passage from a story about a murder where they were camping.,5,6,4,It was much easier to suppress food than story related thoughts.  There was more going on in my head after the story.,"For the food one, just focus on a different topic.  The story related one kept getting me because I'd think back about the story.  That one I just tried to go to a happy place in my mind and run with it.",both,I was still wondering what happened in the story and at other times I'd think if the word was somehow related then start thinking of the story again.,5.0,2.0,5.0,6.0,5.0,1.0,1.0,4.0,"After the story, I was thinking deeper into my responses.  Before the story I just kind of ""went with whatever"".",N,,7.0,,I thought it was interesting but the reading line by line and hitting Enter made it a little distracting.,5,1,7,6,3,7,3,7,1,1,1,4,6,49,52,39,0.5833333333333334,0.5714285714285714,0.5571428571428572,9,2,1707264729950.0,1707263693850.0,1707264920426.0,1707263874762.0,1707265200531.0,1707265351283.0,1707265549314.0,1707265614378.0,1707265783204.0,1707264981755.0,1707265722737.0,1707264934504.0,1707263912143.0,1707263471858.0,1707264920423.0,1707263874760.0,1707264930016.0,1707263899514.0,1707265351279.0,1707265549309.0,1707265614376.0,1707265718476.0,1707265840584.0,1707265200526.0,1707265783200.0,1707264981746.0,1707264693999.0,1707263508491.0,1707263693850.0,1707263874760.0,1707263912143.0,1707264693999.0,1707264729950.0,1707264920423.0,781856,2.4651785394093086,2.464622295207579,7324.692307692308,3477.923076923077,2.3,2.6126456876456876,5290.75,4787.833333333333,9,2,0.0,0.7396446424038454,35951,18064.0,4635.113636363636,0.0,0.0,0.0,0.0,1
1381,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,7,never,Y,7,never,Y,USA,16:30,18-19,F,Right,Y,,Y,,Black,1,N,1,7,N,7,I took the words that came to my mind and used synonyms of those words.,meaning,meaning,Food,The story I had just read,I think this experiment was trying to measure how easy it is to not think about a specific thing.,After I read the story the word chain game was a bit harder for some reason.,7,5,5,It was harder to suppress story related thoughts than it was to suppress food related thoughts because I had spent more time reading the story than thinking about food.,I didn't have any strategies to suppress the food or story thoughts other than trying to think about other things.,unintentional,The story kept coming to my mind because I was interested to know what happened at the end. i wondered if Claire's husband was guilty and how the girl died. ,5.0,5.0,1.0,5.0,6.0,1.0,2.0,1.0,"I just felt like it was easier to think about things like death, sex, or anger after reading the story as opposed to before I read the story. Before I read the story my words were a bit more positive or at the very least neutral.",N,,7.0,,I loved this study and I think more studies should incorporate reading and writing. ,5,1,3,5,1,7,1,7,1,1,1,1,1,34,35,32,0.40476190476190477,0.38461538461538464,0.45714285714285713,8,7,1707253936570.0,1707252963206.0,1707254118126.0,1707253143821.0,1707254373496.0,1707254526066.0,1707254816308.0,1707254880436.0,1707255050766.0,1707254204460.0,1707255001920.0,1707254137404.0,1707253165034.0,1707252915056.0,1707254118123.0,1707253143818.0,1707254134530.0,1707253159539.0,1707254526060.0,1707254816305.0,1707254880429.0,1707254999606.0,1707255079782.0,1707254373488.0,1707255050759.0,1707254204446.0,1707253913533.0,1707252939680.0,1707252963206.0,1707253143818.0,1707253165034.0,1707253913533.0,1707253936570.0,1707254118123.0,748499,2.942924012746147,2.6205918264741794,3299.672727272727,3406.509433962264,2.2945767195767193,2.4921487603305787,3130.4444444444443,2719.818181818182,8,7,0.020433333333333335,0.7392586845850767,23037,11446.0,3276.4576271186443,0.020433333333333335,4.0,0.0,0.0,1
1290,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,7,never,dontknow,7,never,Y,USA,08:23,25-29,M,Left,Y,,Y,,White,1,N,2,2,N,4,i used words of things near me or rhyming words. ,equal,equal,i think it was animals,the story,im guessing it is something to do with stimuli and how it affects thought.,not much of a difference except once or twice i noticed a word that could be tied to the story came to mind.,4,7,6,not much difference to be honest. except the story had a broader reach of words that could be seen as related.,focused on other topics,unintentional,"when i was thinking of words for the chain, for example mountain came to mind. i thought that could be seen as related to the story in some way.",4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,"nothing note worthy just that with the story something like breakfast could be seen as related or even grass,lake,mountain etc.",N,,7.0,,,4,1,3,5,5,6,1,2,2,1,1,3,4,33,38,26,0.39285714285714285,0.4175824175824176,0.37142857142857144,2,0,1707235749227.0,1707234915888.0,1707235932726.0,1707235097621.0,1707236237795.0,1707236345524.0,1707236449507.0,1707236507779.0,1707236653247.0,1707236036106.0,1707236593603.0,1707235955266.0,1707235132429.0,1707234852678.0,1707235932725.0,1707235097619.0,1707235951657.0,1707235122480.0,1707236345522.0,1707236449501.0,1707236507776.0,1707236588161.0,1707236669434.0,1707236237789.0,1707236653243.0,1707236036097.0,1707235696524.0,1707234868852.0,1707234915888.0,1707235097619.0,1707235132429.0,1707235696524.0,1707235749227.0,1707235932725.0,564095,2.5545801502419145,2.7230049911441214,2548.0,2162.8571428571427,2.10008658008658,2.8803803339517624,2466.8,1813.4375,2,0,0.0,0.7869742083512044,52703,7133.0,2296.9337349397592,0.032266666666666666,1.0,0.0,0.0,1
1230,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7,never,dontknow,1,often,N,USA,20:57,45-49,M,Right,Y,,Y,,White,1,N,4,9,N,5,I tried to chain words by following my thoughts,none,none,food,the story,Keeping your mind off a subject ,The thinks I thought of were different,6,7,1,It was much easier to suppress the food related thoughts.,I didn't use any strategies,both,"I had a hard time not thinkng of story related words, so I used them anyway",7.0,3.0,3.0,5.0,4.0,1.0,3.0,2.0,By the end of the word chains it was beginning to feel tedious.,N,,6.0,,,6,1,6,7,2,7,4,5,3,3,1,4,4,51,53,43,0.6071428571428571,0.5824175824175825,0.6142857142857143,0,0,1707190982647.0,1707190414852.0,1707191162861.0,1707190597301.0,1707191449347.0,1707191562856.0,1707191675177.0,1707191731586.0,1707191879119.0,1707191258793.0,1707191812710.0,1707191183295.0,1707190628120.0,1707190318212.0,1707191162857.0,1707190597296.0,1707191180414.0,1707190619311.0,1707191562853.0,1707191675175.0,1707191731583.0,1707191809188.0,1707191889886.0,1707191449338.0,1707191879117.0,1707191258788.0,1707190950991.0,1707190353694.0,1707190414852.0,1707190597296.0,1707190628120.0,1707190950991.0,1707190982647.0,1707191162857.0,322871,2.840565929929284,2.477135912262724,3160.0175438596493,3376.6666666666665,5.57195275738754,1.632449494949495,2767.7,2924.777777777778,0,0,0.0,0.7177693011579671,31656,6889.0,3288.404958677686,0.0,0.0,0.0,0.0,1
1382,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,6,never,Y,5,3to5,Y,USA,15:10,25-29,F,Left,Y,,Y,,White,1,N,2,9,N,4,"During the first round of the word chain game, I just typed the first words that came into my head because I wasn't thinking much about food. During the second round, I was having a hard time not thinking of the story, so I used mostly rhyming words to give myself something else to think about. Eventually I was able to use more random words because I wasn't thinking about the story as much ",none,sound,Food,The story ,How often someone thinks about something if they're told not to think about it ,It was harder not to think about the forbidden topic ,6,6,3,"It was pretty easy to suppress the food thoughts. I wasn't thinking about food anyways, so I mostly just avoided food related words. I was still thinking about the story, though, even if I wasn't thinking about the details, so it was harder to put it out of my mind ",I didn't have many strategies to suppress food thoughts but I used rhyming words to distract myself from story thoughts ,unintentional,It would just pop into my mind because it was fresh on my mind ,7.0,2.0,3.0,5.0,1.0,1.0,1.0,4.0,"For some reason when I was playing the first round, I was thinking of a lot of court words (trial was one that kept coming to mind), and since those kinds of words would obviously relate to the story, I had to change the topic my words were about ",N,,7.0,,,5,1,5,5,1,3,6,2,3,2,1,1,5,39,40,33,0.4642857142857143,0.43956043956043955,0.4714285714285714,16,3,1707249518424.0,1707248934342.0,1707249698751.0,1707249117091.0,1707249895208.0,1707250007320.0,1707250101153.0,1707250134162.0,1707250297330.0,1707249776397.0,1707250234010.0,1707249724947.0,1707249144692.0,1707248895488.0,1707249698750.0,1707249117090.0,1707249717425.0,1707249133595.0,1707250007317.0,1707250101149.0,1707250134160.0,1707250230388.0,1707250305863.0,1707249895205.0,1707250297329.0,1707249776392.0,1707249495767.0,1707248909699.0,1707248934342.0,1707249117090.0,1707249144692.0,1707249495767.0,1707249518424.0,1707249698750.0,351075,2.7160991949227244,2.466644747657406,2025.6966292134832,2174.9761904761904,2.56875,2.578977272727273,2908.3,1698.4117647058824,16,3,0.0,0.7803854046962083,22657,7317.0,2061.125683060109,0.0,0.0,0.0,0.0,1
1303,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,16,0.6666666666666666,0.8333333333333334,0.5,1.0,1,1to2,N,2,never,N,USA,10:17,60-64,F,NONE,Y,,Y,,White,1,N,5,2,N,2,I just thought of stuff I saw around my room or outside my house.,equal,equal,Food,The story,I think this experiment is trying measure memorization.,"The story made it a bit harder to memorize stuff since you're trying think of words, but also trying to remember the story for future reference.",4,7,3,"Food related stuff is much easier to suppress since food is a simpler topic to avoid. The story, however, covers a lot more ground so suppressing all of that is much harder.","I tried going at much slower pace to avoid thinking about the story, and I just blocked any food related thoughts in my mind.",intentional,"I was trying to remember the story's purpose. It clearly was some kind of suspenseful, murder mystery story. I was trying to think of possible suspects. And, the story itself seemed weirdly fragmented so that bothered me. It made it difficult to picture the story.",5.0,4.0,4.0,5.0,5.0,6.0,6.0,1.0,I felt as if I was under pressure to avoid certain topics. I kept second guessing myself with topics and words to come up with.,N,,6.0,,,3,1,4,3,5,6,3,2,6,1,1,2,1,33,38,30,0.39285714285714285,0.4175824175824176,0.42857142857142855,0,0,1707242041999.0,1707241303445.0,1707242224885.0,1707241484128.0,1707242719465.0,1707242892839.0,1707243119539.0,1707243319487.0,1707243507260.0,1707242370106.0,1707243413245.0,1707242246487.0,1707241526115.0,1707241214431.0,1707242224883.0,1707241484126.0,1707242243594.0,1707241515414.0,1707242892836.0,1707243119536.0,1707243319485.0,1707243408801.0,1707243533867.0,1707242719459.0,1707243507256.0,1707242370101.0,1707241986746.0,1707241248730.0,1707241303445.0,1707241484126.0,1707241526115.0,1707241986746.0,1707242041999.0,1707242224883.0,460631,2.71152312599681,2.5553971560354536,4687.666666666667,3685.591836734694,2.4123376623376624,1.9404040404040406,4272.428571428572,3069.5555555555557,0,0,0.1797,0.5974970248154099,55253,9440.0,4058.0102040816328,0.5815,6.0,0.0,0.0,1
1291,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,6,dontknow,Y,7,never,dontknow,USA,11:05,50-54,M,Right,Y,,Y,,White,1,N,2,10,N,6,"I looked around the room, came up with connected words that didn't form sentences, tried to get into a state of flow",meaning,meaning,food,the story,come up with different words in different moods,Just the don't-think-about-it thing. ,5,4,4,"I'm hungry, so there's that... but not really. I just tried to get into a flow state.",Get into a flow state while doing the task.,both,"Some things came to me on their own, and I wondered about others.",5.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,"My mood was slightly more pensive I guess, due to the story",N,,7.0,,,7,1,7,7,3,7,3,4,1,1,1,6,6,51,54,39,0.6071428571428571,0.5934065934065934,0.5571428571428572,7,6,1707234879356.0,1707234325063.0,1707235059740.0,1707234508271.0,1707235266742.0,1707235336365.0,1707235405063.0,1707235432311.0,1707235515584.0,1707235114981.0,1707235478711.0,1707235072214.0,1707234535593.0,1707234287855.0,1707235059739.0,1707234508270.0,1707235069124.0,1707234524743.0,1707235336365.0,1707235405062.0,1707235432310.0,1707235476397.0,1707235524166.0,1707235266740.0,1707235515583.0,1707235114980.0,1707234854377.0,1707234303028.0,1707234325063.0,1707234508270.0,1707234535593.0,1707234854377.0,1707234879356.0,1707235059739.0,318784,2.1729631065451964,2.4133870458545785,2652.3088235294117,2289.7,1.8255102040816327,2.504819624819625,2025.5714285714287,1872.8666666666666,7,6,0.0,0.7283781296146803,24979,6815.0,2396.8101265822784,0.07501666666666668,1.0,0.0,0.0,1
1383,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,7,never,Y,7,1to2,sometimes,USA,14:24,35-39,NEITHER,Right,Y,,Y,,MORE,1,Y,4,1,N,1,"I didn't really use any, but sometimes thinking of one word would lead to me thinking automatically of related words.",sound,sound,Food,The story,I think this experiment was trying to measure memory when confronted with various engaging distractions.,It was a bit harder doing the one after since it said to not think of the story that I had just read when it was still fresh in my mind.,4,6,4,"It was easier to suppress food-related thoughts since they were not related to the task at hand, whereas I had just read the story and it was hard to immediately not think of it directly after.",I just tried to re-focus on the word chains at hand and think of words not related to them as best as i could after failing to suppress them.,unintentional,"I would sometimes try to think of a word and then some topic from the story would pop up in my mind. It would then lead to thinking of some word choice topics that related to the overall theme or setting of the story. These words were usually related to the woods, camping, farms, river, and the like.",4.0,3.0,1.0,6.0,4.0,1.0,1.0,1.0,"I noticed that it was tough to not think of the story or any words related to the story when doing the word chain activity after reading it. I found it especially difficult near the beginning of the activity. However, I did not experience any kind of specific changes other than that.",N,,7.0,,This was an interesting study.,5,1,1,4,2,3,1,3,4,1,1,4,5,33,35,24,0.39285714285714285,0.38461538461538464,0.34285714285714286,7,5,1707257071032.0,1707256103636.0,1707257252245.0,1707256285529.0,1707257545842.0,1707257691646.0,1707257855227.0,1707258051319.0,1707258270155.0,1707257339572.0,1707258216190.0,1707257282794.0,1707256319944.0,1707256039791.0,1707257252241.0,1707256285515.0,1707257277940.0,1707256310076.0,1707257691641.0,1707257855220.0,1707258051315.0,1707258212005.0,1707258286990.0,1707257545767.0,1707258270149.0,1707257339564.0,1707257048980.0,1707256073099.0,1707256103636.0,1707256285515.0,1707256319944.0,1707257048980.0,1707257071032.0,1707257252241.0,729036,2.3451929564304144,2.3390454545454546,2702.626865671642,2931.016129032258,1.9136363636363636,2.13,2836.7,2899.7,7,5,0.04635,0.7537302975310747,22052,11847.0,2849.31654676259,0.04635,1.0,0.0,0.0,1
1292,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,1.0,6,never,Y,7,never,Y,USA,10:15,35-39,M,Right,Y,,Y,,White,1,N,3,8,N,5,Related words came to mind.  Those were strung together unless I came to a dead end and had to come up with another starter.,meaning,meaning,Food,The story we read,If it's more difficult to put a story out of mind compared to an idea.,It was much more difficult to avoid thinking about the story than it was food.,6,6,3,Food related thoughts were much easier to keep out of mind.  With the story many more words were related to events in the story and any one of them could trigger thinking about it.,Concentrating on like words to form a string.,unintentional,The story kept coming back to mind when I would write a word that could be related to the story.  When I was making strings of related words eventually one of them would relate back to the story.,6.0,6.0,2.0,1.0,5.0,1.0,1.0,1.0,It felt more tense on the second round because it was more difficult to avoid thinking about the story.  I wouldn't say I felt different playing it other than that.,N,,7.0,,,5,1,6,7,1,6,5,3,1,4,1,5,6,50,51,39,0.5952380952380952,0.5604395604395604,0.5571428571428572,9,1,1707235208057.0,1707234481736.0,1707235390185.0,1707234662893.0,1707235673534.0,1707235781748.0,1707235923715.0,1707235999347.0,1707236157516.0,1707235476904.0,1707236100720.0,1707235425779.0,1707234728761.0,1707234422557.0,1707235390184.0,1707234662893.0,1707235405855.0,1707234714976.0,1707235781748.0,1707235923714.0,1707235999346.0,1707236096410.0,1707236174741.0,1707235673533.0,1707236157515.0,1707235476903.0,1707235173680.0,1707234443748.0,1707234481736.0,1707234662893.0,1707234728761.0,1707235173680.0,1707235208057.0,1707235390184.0,444919,2.4144564240790656,2.378286019327998,3372.5925925925926,3070.0169491525426,2.029292929292929,2.9593618079642923,3280.1111111111113,1893.5714285714287,9,1,0.0,0.6749151221248437,34377,14413.0,3125.479674796748,0.0,0.0,0.0,0.0,1
