participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,guess_suppress_1,guess_suppres_2,guess_experiment,wcg_diff_general,linger_rating,success_suppress_1,success_suppress_2,volition,volition_explanation,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,clarity_rating,clarity_explanation,open_box,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw_10,tran_prop_10,free_association_post_stage_start,free_association_pre_stage_start,q_experience1_stage_start,q_experience2_stage_start,q_experience3_stage_start,q_experience4_stage_start,q_open_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_transportation_stage_start,reading_stage_start,free_association_post_stage_end,free_association_pre_stage_end,q_experience1_stage_end,q_experience2_stage_end,q_experience3_stage_end,q_experience4_stage_end,q_open_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_transportation_stage_end,reading_stage_end,free_association_pre_task_start,free_association_pre_task_end,reading_task_start,reading_task_end,free_association_post_task_start,free_association_post_task_end,spr_time,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,exp_time_away,spr/char,spr-wcg-break,rt_max,rt_mean,time away (m),focusevents,spr time away (m),wcg time away (m),attncheck
1029,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,USA,12:36,40-44,F,Right,Y,,Y,,White,1,N,5,10,N,1,I didn't use any.,none,meaning,food,story read,not sure,I was very disturbed by the passage. You should have posted a disclaimer on the survey. Upsetting subject.,5,7,3,unintentional,"You can't just throw out such a gross, upsetting story and expect a person not to be affected. ",7.0,7.0,1.0,1.0,1.0,7.0,"I was upset with you, the person who created this survey, for subjecting us unwarned to such vulgar material.",7.0,,,5,1,1,6,5,1,1,1,1,1,1,3,5,19,0.2714285714285714,1696868851974.0,1696868216989.0,1696869229986.0,1696869271553.0,1696869308564.0,1696869336330.0,1696869435002.0,1696869081992.0,1696869387897.0,1696869039947.0,1696868406571.0,1696869033618.0,1696868398381.0,1696869271550.0,1696869308559.0,1696869336327.0,1696869384031.0,1696869440047.0,1696869229983.0,1696869434999.0,1696869081986.0,1696868833543.0,1696868216989.0,1696868398381.0,1696868406571.0,1696868833543.0,1696868851974.0,1696869033618.0,426972,3.2518649673308055,2.956077523345746,2420.9066666666668,2385.4605263157896,4.1125,2.873681240612187,2452.4,1929.2666666666667,0.0,0.6774774942421176,18431,6260.0,2403.066225165563,0.01983333333333333,2.0,0.0,0.0,1
1097,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,19,0.7916666666666666,0.9166666666666666,0.6666666666666666,1.0,USA,17:03,20-24,M,Right,Y,,Y,,White,1,N,3,5,N,5,"Instead of focusing on the story or what I was told to avoid, I instead focus on what I see or do in my daily activities.",none,none,Anything related to food.,Anything related to the story.,How well we can focus on the task after just having read something.,"It was bit harder to focus after reading the text, but I employed the same strategy as before.",5,7,5,unintentional,I accidently thought of the some of the imagery of water used in the story. This is reflected in 1 or 2 of the words I wrote.,4.0,5.0,7.0,1.0,1.0,2.0,I felt a slight change in my emotions in that I felt a bit more grim after reading the story. It also felt just slightly harder to come up with words.,7.0,,,6,1,5,7,4,7,4,5,2,1,1,3,3,39,0.5571428571428572,1698266937832.0,1698266242015.0,1698267407737.0,1698267552899.0,1698267611927.0,1698267677230.0,1698267878177.0,1698267209307.0,1698267816008.0,1698267131825.0,1698266437220.0,1698267127357.0,1698266425246.0,1698267552897.0,1698267611924.0,1698267677227.0,1698267811672.0,1698267887032.0,1698267407734.0,1698267878174.0,1698267209302.0,1698266894532.0,1698266242015.0,1698266425246.0,1698266437220.0,1698266894532.0,1698266937832.0,1698267127357.0,457312,2.376323370257194,2.7933823121323123,5414.085714285714,4951.108108108108,2.7723809523809524,1.6976190476190476,2877.1,4084.0,0.0,0.8285886245643458,43300,18304.0,5176.166666666667,0.0,0.0,0.0,0.0,1
1030,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,USA,14:00,25-29,NEITHER,NONE,Y,,Y,,MORE,1,Y,5,4,N,4,I thought of something around the room and thought of words that would associate with it,none,none,food,the story,I am not sure,I did not feel any differences,2,7,7,neither,I did not think about the text at all during the word play game as instructed. I focused on one category of things and then it branched off into a different category.,1.0,5.0,4.0,1.0,1.0,1.0,"I did not really have any changes, I just thought of words associated with one another. For the second, I started thinking about fitness items or activities and when it came to dance topics, I eventually moved into music.",7.0,,,4,5,4,6,5,4,1,3,5,1,1,1,2,34,0.4857142857142857,1696963775991.0,1696962680377.0,1696964142395.0,1696964201799.0,1696964224304.0,1696964274810.0,1696964411145.0,1696964003796.0,1696964363877.0,1696963961304.0,1696962873518.0,1696963958539.0,1696962864825.0,1696964201793.0,1696964224299.0,1696964274808.0,1696964359297.0,1696964414270.0,1696964142393.0,1696964411142.0,1696964003793.0,1696963763421.0,1696962680377.0,1696962864825.0,1696962873518.0,1696963763421.0,1696963775991.0,1696963958539.0,889903,1.7970488966002425,2.1859576680629313,3041.983333333333,3022.934426229508,1.9261038961038959,2.085,2580.4545454545455,2705.181818181818,0.0,0.7382230541068325,12570,14590.0,3032.380165289256,0.012266666666666667,1.0,0.0,0.0,1
1173,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,10,0.4166666666666667,0.5833333333333334,0.25,0.5,USA,12:54,35-39,M,Right,Y,,Y,,Black,1,N,4,8,N,4,I used my intuition ,sound,equal,Food,About the story I read,Cognitive intelligence ,More emotional,4,3,3,unintentional,I felt emotional ,3.0,3.0,3.0,2.0,2.0,2.0,Nothing ,4.0,,,7,6,6,7,6,7,6,6,6,7,6,7,6,64,0.9142857142857143,1696869800354.0,1696868362751.0,1696870275122.0,1696870329805.0,1696870378595.0,1696870401237.0,1696870507797.0,1696870050093.0,1696870436085.0,1696870013399.0,1696868552457.0,1696870010038.0,1696868544707.0,1696870329780.0,1696870378583.0,1696870401219.0,1696870429547.0,1696870514511.0,1696870275107.0,1696870507786.0,1696870050070.0,1696869776945.0,1696868362751.0,1696868544707.0,1696868552457.0,1696869776945.0,1696869800354.0,1696870010038.0,1224488,2.6586154042036396,2.606159191685508,5234.75,4325.238095238095,1.95,2.0083333333333333,7233.75,4171.0,0.15041666666666667,0.5749922920499012,23409,31183.0,4768.90243902439,0.15041666666666667,2.0,0.15041666666666667,0.15041666666666667,1
1031,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,21,0.875,0.9166666666666666,0.8333333333333334,0.5,USA,12:26,45-49,F,Right,Y,,Y,,Asian,1,N,4,4,N,6,I would think of a place and type what I can associate with it,equal,equal,food,the story,Memorizing and comprehension,It was harder to concentrate after reading the text,2,7,4,unintentional,"When I was doing the word chain game after reading the text, I find myself thinking about the river",4.0,5.0,4.0,2.0,1.0,1.0,None,7.0,,Wow that was a roller coaster activity-I enjoyed it!,6,1,7,7,5,7,4,5,1,3,1,1,1,42,0.6,1696954383353.0,1696953579160.0,1696954878810.0,1696954954714.0,1696954995974.0,1696955058146.0,1696955224512.0,1696954662916.0,1696955161655.0,1696954576434.0,1696953776236.0,1696954569183.0,1696953766810.0,1696954954711.0,1696954995972.0,1696955058144.0,1696955158432.0,1696955260191.0,1696954878806.0,1696955224505.0,1696954662910.0,1696954333573.0,1696953579160.0,1696953766810.0,1696953776236.0,1696954333573.0,1696954383353.0,1696954569183.0,557337,2.2766073227710057,2.70846746820431,3504.6603773584907,3233.551724137931,2.02,3.0336309523809524,2882.4,3354.375,0.0,0.6673683988843861,49780,9602.0,3363.0,0.0,0.0,0.0,0.0,1
1032,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,20,0.8333333333333334,0.9166666666666666,0.75,1.0,USA,14:23,40-44,M,Right,Y,,Y,,Black,1,N,5,4,N,7,"close my eyes, think of something then type ",none,none,food,the story i read ,memory,uuummm i do not feel i felt anh difference ,4,7,7,unintentional,thoughts of the story was coming to mind here and there ,1.0,5.0,1.0,1.0,1.0,1.0,N/A ,7.0,,Enjoyed the survey ,7,1,2,7,6,7,2,3,1,2,1,5,6,33,0.4714285714285714,1696961338667.0,1696960173530.0,1696961871838.0,1696961973007.0,1696962012547.0,1696962056609.0,1696962221522.0,1696961615502.0,1696962109739.0,1696961527339.0,1696960376913.0,1696961520836.0,1696960360012.0,1696961973005.0,1696962012545.0,1696962056608.0,1696962103672.0,1696962236261.0,1696961871836.0,1696962221521.0,1696961615500.0,1696961306855.0,1696960173530.0,1696960360012.0,1696960376913.0,1696961306855.0,1696961338667.0,1696961520836.0,929942,3.1262004713552702,2.6818368906455863,4442.731707317073,3728.92,3.755541125541126,3.967370600414079,4097.857142857143,2892.0,0.0,0.8612801538313767,31812,19094.0,4050.5274725274726,0.0,0.0,0.0,0.0,1
1174,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,18,0.75,0.9166666666666666,0.5833333333333334,1.0,USA,18:49,60-64,M,Right,Y,,Y,,Black,1,N,4,6,Y,7,Typed any word that came in mind,meaning,meaning,Food,Story,How well we respond to to passages,I was tempted to write few words from the story,7,7,3,unintentional,Words just came in mind and I typed  them fairly enough,7.0,7.0,3.0,1.0,1.0,1.0,"Well, I did feel that I kept really long on the study. But it was fun reading the story.",7.0,,I think the story should be made in paragraphs instead of sentences. I really felt curious to know what's next.,7,1,7,7,3,7,5,7,1,7,4,1,1,53,0.7571428571428571,1696980299700.0,1696977709886.0,1696981251056.0,1696981511224.0,1696981577265.0,1696981620400.0,1696981793574.0,1696980609721.0,1696981717473.0,1696980491150.0,1696977913244.0,1696980482581.0,1696977892122.0,1696981511223.0,1696981577263.0,1696981620398.0,1696981704496.0,1696981875095.0,1696981251055.0,1696981793573.0,1696980609718.0,1696980250070.0,1696977709886.0,1696977892122.0,1696977913244.0,1696980250070.0,1696980299700.0,1696980482581.0,2336826,3.748586558369167,2.0836363636363635,5541.30303030303,6073.7,3.0500000000000003,1.9,7074.666666666667,6955.25,15.659416666666667,0.2958905683018577,49630,17031.0,5794.825396825397,15.909533333333334,133.0,11.813866666666666,11.92245,1
1033,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,0.9166666666666666,0.8333333333333334,1.0,1.0,USA,15:25,30-34,M,Right,Y,,Y,,White,1,N,1,1,N,5,trail of thoughts,equal,equal,food,the story,influence of the story on thoughts,i had much more intrusive thoughts,7,6,3,unintentional,"i kept thinking of the murder and the story, words related to it",6.0,7.0,7.0,5.0,4.0,4.0,thoughts of murder and death,6.0,,none,6,1,3,7,1,7,4,6,2,1,2,1,1,39,0.5571428571428572,1696965364707.0,1696964674134.0,1696965772451.0,1696965826630.0,1696965847182.0,1696965868818.0,1696965970406.0,1696965597470.0,1696965912121.0,1696965550617.0,1696964859767.0,1696965548141.0,1696964854988.0,1696965826629.0,1696965847181.0,1696965868817.0,1696965908634.0,1696965976850.0,1696965772450.0,1696965970405.0,1696965597468.0,1696965351539.0,1696964674134.0,1696964854988.0,1696964859767.0,1696965351539.0,1696965364707.0,1696965548141.0,491772,3.078296863393017,2.7052231921084378,3334.7272727272725,2964.4754098360654,4.101924001924002,3.0027236652236655,3269.8888888888887,2358.4166666666665,0.1615666666666667,0.7550387496606674,13168,8962.0,3140.0258620689656,0.1615666666666667,2.0,0.0,0.0,1
1082,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,USA,20:16,45-49,F,Right,N,Spanish,Y,,NONE,1,Y,1,6,N,7,I just tried to think of anything other than the prohibited topics they added.,meaning,meaning,Food,The Story,"To see if I can think of other things, while being told not to think of a specific topic.","I was focused more on the story, so it kept coming back to mind.",7,7,3,unintentional,"I kept thinking of the book itself, when I typed something I would make sure it was not mentioned in the book untentionally. So I had a hard time ignoring it.",1.0,7.0,5.0,1.0,1.0,1.0,"All I felt was a sense of wanting to know what happened and why. I could not think of other things clearly because of it. It was more slow, and made me think more because of it. ",7.0,,"It was fun, thanks.",7,1,6,7,1,7,7,5,1,1,1,1,1,43,0.6142857142857143,1697072694890.0,1697071922871.0,1697073075384.0,1697073178880.0,1697073209224.0,1697073278400.0,1697073437776.0,1697072922257.0,1697073383280.0,1697072884180.0,1697072116591.0,1697072878118.0,1697072107253.0,1697073178879.0,1697073209223.0,1697073278399.0,1697073379575.0,1697073449607.0,1697073075383.0,1697073437775.0,1697072922254.0,1697072658813.0,1697071922871.0,1697072107253.0,1697072116591.0,1697072658813.0,1697072694890.0,1697072878118.0,542222,2.6032539682539686,2.1893590686043516,4260.441860465116,3413.8333333333335,2.6951659451659453,2.1086857586857586,4276.833333333333,2446.3333333333335,0.0,0.6117390884805497,36077,12200.0,3789.134020618557,0.0,0.0,0.0,0.0,1
1175,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,20,0.8333333333333334,0.9166666666666666,0.75,1.0,USA,09:35,40-44,F,Right,Y,,Y,,White,1,N,5,3,N,4,Words from work and home,equal,equal,food,the story,I'm not sure,Trying to not think about the story,6,2,5,unintentional,I was tryin to think of words that don't go with the story. ,5.0,4.0,3.0,1.0,3.0,3.0,I felt sad for the girl in the story and wanted to know how it ended. ,7.0,,none at this time,5,2,5,6,2,7,4,7,3,2,2,1,1,43,0.6142857142857143,1698330135134.0,1698328820285.0,1698330587381.0,1698330666123.0,1698330750347.0,1698330834622.0,1698330950212.0,1698330384150.0,1698330902103.0,1698330318541.0,1698329015037.0,1698330315885.0,1698329001664.0,1698330666123.0,1698330750346.0,1698330834621.0,1698330897869.0,1698330963685.0,1698330587380.0,1698330950211.0,1698330384148.0,1698330115814.0,1698328820285.0,1698329001664.0,1698329015037.0,1698330115814.0,1698330135134.0,1698330315885.0,1100777,2.645843045843046,2.3601911976911976,4016.0444444444443,6045.566666666667,3.6354166666666665,2.7124338624338624,2580.4545454545455,3118.6666666666665,4.824566666666667,0.8061334014200022,19320,46888.0,4827.8533333333335,6.523416666666666,9.0,4.369583333333334,4.369583333333334,1
1176,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,USA,15:46,40-44,M,Right,Y,,Y,,White,1,N,4,8,N,5,"No strategy, I just mentioned the first thing that came into my head other than the topics I was meant to avoid.",none,none,food,the story I had read,I do not know,I can't say I noticed any real difference,4,6,6,unintentional,"I was mostly curious about the origin of the story. It felt vaguely familiar, and my brain kept trying to cross reference it with other things I have read.",2.0,3.0,1.0,1.0,4.0,1.0,"I was more bored, but I don't know that it had anything to do with the story. It just isn't a very engaging exercise, and the though of doing it again wasn't exactly gunning my engine. ",6.0,,Nothing comes to mind,5,2,5,5,4,5,3,1,3,1,1,2,1,31,0.44285714285714284,1696966411845.0,1696965156838.0,1696966842876.0,1696966971285.0,1696967006873.0,1696967081649.0,1696967209701.0,1696966655392.0,1696967166934.0,1696966601052.0,1696965413810.0,1696966596081.0,1696965341256.0,1696966971285.0,1696967006872.0,1696967081648.0,1696967162582.0,1696967224529.0,1696966842875.0,1696967209700.0,1696966655390.0,1696966384589.0,1696965156838.0,1696965341256.0,1696965413810.0,1696966384589.0,1696966411845.0,1696966596081.0,970779,2.2813203463203466,2.02502405002405,4979.189189189189,4497.609756097561,2.121818181818182,1.48,5003.0,4578.833333333333,0.0,0.12069025179572601,27256,9720.0,4726.051282051282,0.1203,1.0,0.0,0.0,1
1177,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,0.9583333333333334,0.9166666666666666,1.0,1.0,USA,12:35,30-34,M,Right,Y,,Y,,Black,1,N,1,5,N,7,I wrote the first thing that came to mind,none,none,Food,The story,Whether a story was good enough to stay in peoples minds.,I felt no differences,4,7,7,intentional,I was intentionally thinking about the text so that I would not fail to suppress the story.,1.0,1.0,1.0,1.0,1.0,1.0,I did not really feel much different after reading the story.,7.0,,,7,1,7,7,7,7,1,7,7,1,1,7,7,46,0.6571428571428571,1696954606321.0,1696953476492.0,1696955470014.0,1696955567620.0,1696955595443.0,1696955634663.0,1696955719944.0,1696954848767.0,1696955676864.0,1696954791571.0,1696953668675.0,1696954787444.0,1696953660763.0,1696955567614.0,1696955595439.0,1696955634660.0,1696955671680.0,1696955723942.0,1696955469995.0,1696955719793.0,1696954848750.0,1696954512928.0,1696953476492.0,1696953660763.0,1696953668675.0,1696954512928.0,1696954606321.0,1696954787444.0,844253,2.803296976247796,2.596281301184169,2873.3809523809523,3836.1041666666665,3.003766233766234,3.0095134575569356,1962.4666666666667,2911.3,9.062933333333332,0.43626216231478737,93393,8406.0,3289.6936936936936,9.062933333333332,95.0,3.422633333333333,3.422633333333333,1
1034,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,USA,12:21,40-44,M,Right,Y,,Y,,White,1,N,2,9,N,5,I jst loked around and branched off from those words,none,none,food,the story,our use of words,I was much more aware of the words not to use from the story.,5,7,6,unintentional,I thought of a word but realized it was a part of the story.,3.0,6.0,5.0,5.0,1.0,1.0,I felt in game two the words I thought of were more somber.,7.0,,,6,1,4,7,3,7,4,5,1,1,1,3,2,37,0.5285714285714286,1696954204992.0,1696953480685.0,1696954655266.0,1696954746095.0,1696954789979.0,1696954838114.0,1696954953824.0,1696954438389.0,1696954907719.0,1696954390709.0,1696953672759.0,1696954387989.0,1696953665766.0,1696954746094.0,1696954789977.0,1696954838113.0,1696954905181.0,1696954960207.0,1696954655265.0,1696954953823.0,1696954438387.0,1696954183909.0,1696953480685.0,1696953665766.0,1696953672759.0,1696954183909.0,1696954204992.0,1696954387989.0,511150,2.4071013838896023,2.7061166284695695,5902.935483870968,5287.657142857143,2.4499999999999997,3.3647727272727272,4222.285714285715,3252.875,0.0,0.5972130382810662,21083,20176.0,5576.651515151515,0.005783333333333333,1.0,0.0,0.0,1
1178,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,12,0.5,0.5,0.5,1.0,USA,09:53,30-34,M,Right,Y,,Y,,White,1,Y,1,10,N,5,I typed any word that would come up to my head in the moment and also looked around the room for ideas.,equal,equal,Food or anything related to food,any words related to the story that I had just read,Ability to remember words such as the ones in the story and avoiding them while typing random words,"I felt a little more free with the type of words I could use, for some reason food items is one of the main words that came to my mind the entire time.",7,5,7,unintentional,Going into the word chain game the second time I tried my best not to think so much on the story itself but the words individually so I wouldn't use them in the game.,2.0,5.0,7.0,1.0,1.0,1.0,"On the first game I felt sort of limited because most of the words that I would think of were related to food, on the second game I felt more free with the words and felt like I successfully avoided any words in the story",7.0,,Great study had no issues at all.,6,1,5,7,4,7,1,1,1,1,1,4,4,31,0.44285714285714284,1696869478206.0,1696868382775.0,1696869971697.0,1696870134545.0,1696870219082.0,1696870279322.0,1696870483175.0,1696869743943.0,1696870426120.0,1696869665451.0,1696868599658.0,1696869659273.0,1696868567963.0,1696870134541.0,1696870219078.0,1696870279317.0,1696870420964.0,1696870501790.0,1696869971690.0,1696870483170.0,1696869743934.0,1696869441345.0,1696868382775.0,1696868567963.0,1696868599658.0,1696869441345.0,1696869478206.0,1696869659273.0,841687,2.485825689748185,2.2986808236808236,3771.4583333333335,5004.054054054054,2.4318181818181817,2.3785714285714286,3184.777777777778,3991.285714285714,0.0,0.4330447899592084,36861,12411.0,4308.0,0.0,0.0,0.0,0.0,1
1179,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,9,0.375,0.5,0.25,0.5,USA,12:43,50-54,M,Right,Y,,Y,,White,1,N,5,8,N,7,none,equal,equal,sequential and word chain to make meaning without thinking about foods.,Sequential not to mention words used on the passage given.,This experiment is to test how individuals can comprehend words.,There was difference because i followed due instruction for the task.,5,7,7,intentional,i experienced of how the text could have been real with much concentration.,5.0,1.0,6.0,1.0,1.0,2.0,The experience was worthwhile to have engaged in while answering and reading the text.,7.0,,,6,1,7,5,6,6,5,6,6,5,2,7,6,49,0.7,1696961939887.0,1696960401455.0,1696962813990.0,1696963100850.0,1696963180867.0,1696963249551.0,1696963466116.0,1696962366158.0,1696963375484.0,1696962236040.0,1696960605759.0,1696962171380.0,1696960586387.0,1696963100817.0,1696963180848.0,1696963249544.0,1696963369111.0,1696963478819.0,1696962813964.0,1696963466097.0,1696962366140.0,1696961750243.0,1696960401455.0,1696960586387.0,1696960605759.0,1696961750243.0,1696961939887.0,1696962171380.0,1144484,2.1639935064935067,3.0094767551289294,8901.26923076923,6846.62962962963,1.8,3.450793650793651,6570.75,7092.0,0.7903,0.3074381221756247,189644,90608.0,7854.566037735849,0.7903,2.0,0.7903,0.7903,1
1035,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,19,0.7916666666666666,0.8333333333333334,0.75,0.5,GBR,14:12,30-34,M,Right,Y,,Y,,Asian,1,N,5,5,N,4,I was just looking around my surrounding and thinking of what the objects were.,none,none,food,the story that I just read,word memory and categorization,not much difference because the words I used in both chain game were almost the same and weren't related to the story nor food.,3,5,5,neither,The story setting was grim and dark so it was sort of easy to not use words related to that aspect. Most of the words I used were basically objects visually in front or surrounding me. ,3.0,4.0,4.0,3.0,3.0,1.0,No real specific changes. ,6.0,,,5,3,5,6,4,6,4,6,3,2,2,3,3,42,0.6,1696960684235.0,1696960115238.0,1696961273903.0,1696961353917.0,1696961402678.0,1696961467438.0,1696961551686.0,1696961117173.0,1696961510255.0,1696961071849.0,1696960306373.0,1696960864832.0,1696960295337.0,1696961353916.0,1696961402677.0,1696961467437.0,1696961506915.0,1696961559218.0,1696961273902.0,1696961551684.0,1696961117172.0,1696960655376.0,1696960115238.0,1696960295337.0,1696960306373.0,1696960655376.0,1696960684235.0,1696960864832.0,349003,2.4518459649802935,2.207999456260326,2655.735294117647,2813.734375,2.3056493506493507,2.4390873015873016,2072.714285714286,2423.25,0.07830000000000001,0.5213917510177685,28859,10536.0,2732.340909090909,0.07830000000000001,1.0,0.0,0.07830000000000001,1
1036,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,0.5,USA,15:54,45-49,M,Right,Y,,Y,,Black,1,N,4,5,N,5,Thinking wide,equal,equal,food,story ,good memory,Thinking wide enough,4,7,7,unintentional,The words came to mind unintentional. i just decided to think wide.,4.0,5.0,3.0,5.0,3.0,4.0,Words got finished in mind. I tried to stay away from the food and story i read.,7.0,,,3,1,3,6,5,5,5,6,7,4,5,4,3,45,0.6428571428571429,1696966342718.0,1696964795300.0,1696967084928.0,1696967220623.0,1696967288627.0,1696967401453.0,1696967698227.0,1696966674990.0,1696967566443.0,1696966538155.0,1696965011053.0,1696966524331.0,1696964980338.0,1696967220622.0,1696967288622.0,1696967401450.0,1696967558115.0,1696967723929.0,1696967084926.0,1696967698221.0,1696966674983.0,1696966294410.0,1696964795300.0,1696964980338.0,1696965011053.0,1696966294410.0,1696966342718.0,1696966524331.0,1283357,2.7911395156732315,2.8280844155844154,4222.2558139534885,5138.25,2.7944444444444443,2.95,3895.4285714285716,9163.333333333334,0.35208333333333336,0.8213444451973103,48308,14530.0,4639.670886075949,0.95575,3.0,0.0,0.0,1
1037,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,USA,13:06,35-39,F,Right,Y,,Y,,MORE,1,N,4,7,N,7,I just tried to think of random words that popped into my mind. Or I would rhyme words. Or I would think of certain themes and all of the words within that theme.  Or I would just look around my room to see what I could think of honestly. ,sound,meaning,I was asked to suppress thoughts of food. ,I was asked to suppress thoughts pertaining to the story,Our short-term and long-term memory?,I was a lot more mindful about the words I thought of. I also realized I named off some food items by accident in the first game. ,5,5,7,unintentional,I was trying to think about the story so I could avoid any words associated with it. ,7.0,7.0,7.0,7.0,1.0,7.0,I was more mindful ,7.0,,n/a,6,1,7,7,3,7,5,7,1,3,1,1,1,45,0.6428571428571429,1696870217293.0,1696869172720.0,1696870787259.0,1696870982485.0,1696871029520.0,1696871084439.0,1696871202084.0,1696870488778.0,1696871148847.0,1696870409740.0,1696869372660.0,1696870399376.0,1696869353799.0,1696870982484.0,1696871029519.0,1696871084438.0,1696871140091.0,1696871210760.0,1696870787257.0,1696871202083.0,1696870488776.0,1696870171336.0,1696869172720.0,1696869353799.0,1696869372660.0,1696870171336.0,1696870217293.0,1696870399376.0,798676,2.2732415661261816,1.9496275783040489,3309.818181818182,2514.3055555555557,1.7999999999999998,1.5016483516483516,2247.4166666666665,2103.153846153846,0.0,0.8246335162991337,45957,10365.0,2858.818897637795,0.0,0.0,0.0,0.0,1
1075,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,16,0.6666666666666666,0.75,0.5833333333333334,1.0,USA,14:13,30-34,F,Right,Y,,Y,,White,1,N,1,0,N,7,Just what I was thinking about ,meaning,meaning,Food,The story,Thoughts,First was normal nice topic and the second was about a murder story ,3,7,6,unintentional,Lots of murder and horror topics ,4.0,3.0,3.0,3.0,3.0,1.0,None ,7.0,,,7,1,7,6,7,7,3,5,2,2,2,1,1,42,0.6,1696961053502.0,1696960123534.0,1696961469811.0,1696961517903.0,1696961562911.0,1696961585119.0,1696961656859.0,1696961286565.0,1696961619023.0,1696961243121.0,1696960314754.0,1696961240100.0,1696960306691.0,1696961517888.0,1696961562879.0,1696961585106.0,1696961614032.0,1696961661754.0,1696961469793.0,1696961656841.0,1696961286538.0,1696961020981.0,1696960123534.0,1696960306691.0,1696960314754.0,1696961020981.0,1696961053502.0,1696961240100.0,706227,2.752290764790765,3.097975468975469,5177.888888888889,6098.566666666667,3.0666666666666664,2.209090909090909,4383.666666666667,6405.5,0.5243,0.7380473172513121,32521,15110.0,5596.378787878788,0.5243,1.0,0.5243,0.5243,1
