participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,pause_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_pause_testing_stage_start,interference_pause_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_pause_testing_stage_end,interference_pause_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_pause_testing_time,interference_pause_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_pause_testing0_task_start,interference_pause_training0_task_start,interference_pause_training1_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_pause_testing0_task_end,interference_pause_training0_task_end,interference_pause_training1_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_pause_testing,time_away_interference_pause_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,time_unpressed,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre
1511,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,23.0,0.9583333333333334,1.0,0.9166666666666666,1.0,6.0,4.0,6.0,7.0,3.0,7.0,4.0,6.0,5.0,1.0,2.0,5.0,7.0,60.0,63.0,48.0,0.7142857142857143,0.6923076923076923,0.6857142857142857,N,7.0,the first time i didn't have a strategy opting more for rhyming then the second part i felt like i was still in the mind set of the story and wrote the things i thought  ,sound,meaning,nothing just held the spacebar and thought of the story a little,I feel as if it was to see how people correlate meaning after they read something to see if maybe the information will change what the reader does. ,I feel like the story changed what i thought about and made me wonder more about what i should put compared to the rhyming i did before,7.0,both,"I feel like it wasn't the story, but the themes of the story. tackling death and murder with and question of why and confusion making me not understand it all because i didn't have a end to base it off of",7.0,4.0,7.0,7.0,5.0,5.0,7.0,4.0,the chain game went form a simple put what i could think of to a way i could more put how i was feeling in it,USA,11:45,20-24,M,Right,Y,,Y,,White,1,N,2,2,N,,7.0,,The big thing i would say is that the story left more to be desired i felt like i didn't have a conclusion and had a lot of questions. i still don't know if the husband did it or if it was jsut weird that they didn't report it  ,1725.0,1710859466518.0,1710859462521.0,1710861800585.0,1710860003705.0,1710859478015.0,1710859495665.0,1710859460771.0,1710861766486.0,1710859947797.0,1710862162066.0,1710863096829.0,1710862473370.0,1710863212347.0,1710862023447.0,1710860219727.0,1710859461009.0,1710859478014.0,1710859466517.0,1710862023446.0,1710860219727.0,1710859495664.0,1710859947797.0,1710859461009.0,1710861800585.0,1710860003704.0,1710862473369.0,1710863212346.0,1710863096827.0,1710863350021.0,1710862162064.0,1710861766485.0,1710859462520.0,11496.0,3996.0,222861.0,216022.0,17649.0,452132.0,238.0,34099.0,55907.0,311303.0,115517.0,623457.0,137674.0,138617.0,1546758.0,1511.0,1710861836510.0,1710860038727.0,1710861766485.0,1710859951190.0,,1710860262121.0,1710862023446.0,1710860219726.0,1710861800585.0,1710859959901.0,,1710861766485.0,1504364.0,0.7155255247183132,70025.0,28810.0,28810.0,10344.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.0,0.0,0.0,0.0,0.0,1,1,43511.0,4100,5.150711193568336,1.8694463431305535,12462.066666666668,8227.0,5.982738095238096,1.6666666666666667,6387.75,5653.666666666667
1512,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,21.0,0.875,0.9166666666666666,0.8333333333333334,1.0,6.0,1.0,6.0,7.0,4.0,6.0,6.0,1.0,3.0,1.0,1.0,5.0,6.0,49.0,53.0,38.0,0.5833333333333334,0.5824175824175825,0.5428571428571428,N,3.0,looked at things around me then built from there,equal,equal,waited,i do not know,none,5.0,neither,i only thought about words and my surroundingsi did not want to think about the story,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,none at all the story was not close to my life,USA,16:36,45-49,F,Right,Y,,Y,,White,1,N,2,4,N,,7.0,,this is the most unique study i have done good job,0.0,1710882412967.0,1710882408020.0,1710883462436.0,1710882503261.0,1710882424037.0,1710882433437.0,1710882370458.0,1710883428587.0,1710882453500.0,1710883732876.0,1710884177385.0,1710883928097.0,1710884246437.0,1710883668054.0,1710882702462.0,1710882370632.0,1710882424032.0,1710882412963.0,1710883668048.0,1710882702460.0,1710882433432.0,1710882453497.0,1710882370630.0,1710883462435.0,1710882503259.0,1710883928087.0,1710884246432.0,1710884177362.0,1710884319008.0,1710883732865.0,1710883428584.0,1710882408016.0,11065.0,4943.0,205612.0,199199.0,9395.0,20060.0,172.0,33848.0,49759.0,195211.0,69047.0,249265.0,72571.0,64811.0,726122.0,37384.0,1710883481258.0,1710882521330.0,1710883428585.0,1710882461844.0,,1710882717470.0,1710883668047.0,1710882702460.0,1710883462434.0,1710882468182.0,,1710883428584.0,711114.0,0.5906166511955209,52674.0,9769.0,9769.0,5573.257575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817.0,0.0,0.0,0.0,1,0,13412.0,3849,2.703990800865801,2.5645833333333337,5658.969696969697,5487.545454545455,1.7,1.35,4816.8,6484.0
1513,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,21.0,0.875,1.0,0.75,1.0,7.0,1.0,6.0,7.0,1.0,7.0,6.0,6.0,1.0,4.0,2.0,6.0,7.0,60.0,61.0,47.0,0.7142857142857143,0.6703296703296703,0.6714285714285714,N,7.0,To spell out whatever words came to mind freely.,meaning,none,sat up straight,"People's memory, after reading stories?",I found myself writing words from the story so I could recall it better,7.0,intentional,I was trying to re live the story,7.0,6.0,5.0,6.0,3.0,5.0,1.0,5.0,I found myself trying to piece the story together because it skipped all around.,USA,13:40,35-39,M,Right,Y,,Y,,White,1,N,4,7,N,,7.0,,,0.0,1710878969578.0,1710878968599.0,1710880288956.0,1710879671761.0,1710878973535.0,1710878979800.0,1710878967148.0,1710880257018.0,1710879626364.0,1710880516536.0,1710880828437.0,1710880658628.0,1710880866029.0,1710880483949.0,1710879864475.0,1710878967599.0,1710878973528.0,1710878969570.0,1710880483935.0,1710879864472.0,1710878979795.0,1710879626361.0,1710878967595.0,1710880288955.0,1710879671756.0,1710880658612.0,1710880866023.0,1710880828405.0,1710880873593.0,1710880516513.0,1710880257013.0,1710878968591.0,3950.0,971.0,194979.0,192711.0,6260.0,646561.0,447.0,31937.0,45392.0,142076.0,37586.0,169777.0,7564.0,32564.0,392538.0,992.0,1710880302647.0,1710879683755.0,1710880257015.0,1710879627213.0,,1710879870422.0,1710880483934.0,1710879864471.0,1710880288955.0,1710879634032.0,,1710880257013.0,386591.0,0.6611070471964909,45634.0,7413.0,7413.0,2547.729289396171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7037.0,1940,4.308490584777541,2.5662361448075734,3234.7678571428573,1860.6907216494844,4.479037267080745,2.698253968253968,3369.875,1773.6666666666667
1514,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,23.0,0.9583333333333334,1.0,0.9166666666666666,1.0,7.0,2.0,7.0,7.0,1.0,7.0,5.0,7.0,2.0,1.0,1.0,5.0,5.0,56.0,57.0,46.0,0.6666666666666666,0.6263736263736264,0.6571428571428571,N,7.0,None,none,none,Looked outside,Memory recall,"I definitely felt like I had a theme to the words after reading the story, whereas the before the story, my words were random streams of thought",3.0,unintentional,"I wasn't trying to think of the story on purpose, but it was stuck in my mind. I felt really intrigued by the story. ",7.0,5.0,7.0,7.0,7.0,5.0,7.0,1.0,"After the story, I felt more solemn, a little more tired, and not bored at all. It was easy to come up with words versus before the story when it was a little more challenging. ",USA,09:40,25-29,F,Right,Y,,Y,,White,1,N,4,9,N,,6.0,,,0.0,1710860935401.0,1710860934046.0,1710862080607.0,1710861016436.0,1710860938047.0,1710860940431.0,1710860932520.0,1710862048854.0,1710860951476.0,1710862334484.0,1710862756704.0,1710862519235.0,1710862830026.0,1710862285193.0,1710861212033.0,1710860932797.0,1710860938046.0,1710860935400.0,1710862285192.0,1710861212030.0,1710860940430.0,1710860951474.0,1710860932796.0,1710862080607.0,1710861016436.0,1710862519232.0,1710862830024.0,1710862756693.0,1710862841708.0,1710862334481.0,1710862048853.0,1710860934045.0,2645.0,1354.0,204585.0,195594.0,2383.0,11043.0,276.0,31753.0,64960.0,184748.0,73320.0,237458.0,11682.0,49288.0,836820.0,1248.0,1710862104573.0,1710861031876.0,1710862048853.0,1710860958305.0,,1710861230968.0,1710862285192.0,1710861212030.0,1710862080607.0,1710860964373.0,,1710862048853.0,817885.0,0.6159514277969029,55720.0,17089.0,17089.0,3300.83984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,72796.0,1754,4.495715462074157,2.8760935255220965,4200.093023255814,2401.5866666666666,4.540406281089511,3.402727272727273,2548.714285714286,2965.8
1515,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,20.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,6.0,7.0,5.0,7.0,1.0,7.0,5.0,5.0,3.0,1.0,1.0,4.0,6.0,57.0,58.0,47.0,0.6785714285714286,0.6373626373626373,0.6714285714285714,N,5.0,Looking around me at objects,equal,equal,"Reflected, looked around",People's recall and word association,I was much more melancholy.,6.0,unintentional,"I experienced words popping into my mind from the story, but was not consciously thinking about it. It was an odd feeling, but one I am not unfamiliar with.",7.0,3.0,6.0,7.0,5.0,7.0,6.0,1.0,I felt much more tired and bored whilst playing the second game after the story. It was not very conducive to how I wanted to feel.,USA,10:36,25-29,M,Right,Y,,Y,,White,1,N,5,7,N,,7.0,,,0.0,1710861501201.0,1710861496492.0,1710865537555.0,1710864394885.0,1710863193150.0,1710864244461.0,1710861495031.0,1710865506018.0,1710864251362.0,1710865885749.0,1710866212035.0,1710866043368.0,1710866240845.0,1710865848307.0,1710864752164.0,1710861495246.0,1710863193149.0,1710861501200.0,1710865848303.0,1710864752164.0,1710864244461.0,1710864251362.0,1710861495244.0,1710865537554.0,1710864394883.0,1710866043367.0,1710866240843.0,1710866212020.0,1710866246468.0,1710865885748.0,1710865506015.0,1710861496491.0,1691948.0,4708.0,310748.0,357279.0,1051311.0,6901.0,213.0,31536.0,143521.0,157618.0,28808.0,168652.0,5623.0,37441.0,753851.0,1245.0,1710865667277.0,1710864569477.0,1710865506016.0,1710864254703.0,,1710864757282.0,1710865848303.0,1710864752164.0,1710865537554.0,1710864260483.0,,1710865506015.0,748733.0,0.7313297411691106,161262.0,13538.0,13538.0,4389.033927544567,1680125.0,0.0,0.0,0.0,1040352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,247196.0,1538,3.051612903225806,2.868815259964328,4891.918918918919,3886.148936170213,4.693939393939394,2.5833333333333335,3009.4285714285716,2424.4166666666665
1516,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,23.0,0.9583333333333334,0.9166666666666666,1.0,1.0,6.0,1.0,6.0,6.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,5.0,5.0,46.0,50.0,36.0,0.5476190476190477,0.5494505494505495,0.5142857142857142,N,5.0,looking around the room as well as thinking of objects in adjacent rooms,none,none,held down the spacebar,attention to detail,I tried not to use the same words,4.0,neither,I purposely tried not to think about the story because I was thinking about words for the word chain game,4.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,Initially I felt stunned about reading a murder story but that eased with the distraction of the word chain game,USA,14:36,45-49,F,Right,Y,,Y,,White,1,N,4,6,N,,6.0,,Fun study!,0.0,1710878996787.0,1710878991702.0,1710879957125.0,1710879193193.0,1710879111818.0,1710879129685.0,1710878989883.0,1710879925809.0,1710879146677.0,1710880216405.0,1710880589921.0,1710880371198.0,1710880642550.0,1710880156488.0,1710879439256.0,1710878990060.0,1710879111817.0,1710878996786.0,1710880156486.0,1710879439255.0,1710879129683.0,1710879146677.0,1710878990058.0,1710879957125.0,1710879193192.0,1710880371196.0,1710880642548.0,1710880589917.0,1710880662321.0,1710880216402.0,1710879925808.0,1710878991701.0,115030.0,5084.0,199361.0,246062.0,17865.0,16992.0,175.0,31316.0,46515.0,154791.0,52627.0,218719.0,19771.0,59914.0,486552.0,1641.0,1710879972252.0,1710879253771.0,1710879925808.0,1710879152654.0,,1710879452300.0,1710880156486.0,1710879439255.0,1710879957125.0,1710879158839.0,,1710879925808.0,473508.0,0.6571756503399643,46444.0,11238.0,11238.0,2940.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10759.0,1317,2.0574485514485517,2.377570144069,2791.0,3090.9,2.2814285714285716,1.6272727272727272,2124.0714285714284,2399.3333333333335
1517,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,20.0,0.8333333333333334,1.0,0.6666666666666666,1.0,7.0,2.0,7.0,7.0,2.0,7.0,7.0,7.0,2.0,1.0,1.0,4.0,5.0,57.0,59.0,48.0,0.6785714285714286,0.6483516483516484,0.6857142857142857,N,4.0,I didn't have any strategy. I just brought up words as they came to me.,meaning,meaning,Nothing.,I think the experiment was trying to measure how depressing stories affect the words that come into our minds.,I felt a bit more on edge playing the word game after reading the story.,7.0,both,I tried to push the disturbing parts of the story out of my mind. But then I also tried to use positive words to counteract the negativity in the story.,7.0,7.0,5.0,5.0,1.0,4.0,1.0,1.0,I felt more tense and anxious and tried to make a concerted effort to stay positive and say positive words.,USA,18:01,35-39,F,Right,Y,,Y,,Black,1,N,4,8,N,,7.0,,"Although the story was depressing, it was interesting and I wanted to see how the story ended.",0.0,1710882267407.0,1710882263412.0,1710885001562.0,1710884294544.0,1710882275265.0,1710884225995.0,1710882259221.0,1710884969668.0,1710884246178.0,1710885260411.0,1710885690501.0,1710885447845.0,1710885751552.0,1710885215335.0,1710884497754.0,1710882259357.0,1710882275262.0,1710882267404.0,1710885215334.0,1710884497754.0,1710884225994.0,1710884246177.0,1710882259355.0,1710885001561.0,1710884294543.0,1710885447843.0,1710885751550.0,1710885690495.0,1710885803088.0,1710885260409.0,1710884969667.0,1710882263410.0,7855.0,3992.0,213772.0,203210.0,1950729.0,20182.0,134.0,31893.0,48365.0,187432.0,61049.0,242650.0,51536.0,45074.0,471913.0,4053.0,1710885035000.0,1710884317088.0,1710884969668.0,1710884253970.0,,1710884518419.0,1710885215334.0,1710884497754.0,1710885001561.0,1710884260021.0,,1710884969667.0,451248.0,0.7140279159386776,65333.0,25599.0,25599.0,4917.93386627907,0.0,0.0,0.0,0.0,1850668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11256.0,1893,3.225425170068027,3.013891293891294,5634.9375,4200.930232558139,3.4210884353741497,2.7948863636363637,3040.0,3310.777777777778
1518,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,22.0,0.9166666666666666,1.0,0.8333333333333334,1.0,6.0,2.0,6.0,6.0,2.0,7.0,5.0,4.0,2.0,1.0,1.0,4.0,5.0,49.0,51.0,40.0,0.5833333333333334,0.5604395604395604,0.5714285714285714,N,4.0,"The use of connecting words to avoid ending a sentence (like ""and"" or ""also""). Being descriptive and detailed to lengthen the sentence.",none,none,"Think about the body Stuart and his friends found and why they handled the situation that way, and what purpose my typing of the word chain serves.","The ability to retain information, gauge how vivid the story was written and how empathetic the reader would be. Also perhaps the word chain exercise is to train AI language models or see if a story like So Much Water Close To Home would impact my word chain.","I suspect I included more descriptive language and imagery after reading the story, and included scenes of nature and city/town which was likely influenced by the story.",5.0,unintentional,"I believe the settings of the story influenced my word choices (nature, town). I also feel my word chain was a little somber in nature.",4.0,3.0,6.0,6.0,7.0,1.0,1.0,5.0,"I felt more connected to the story I was writing and it certainly had more of a theme than the first word chain. I could also picture what I was writing as I was typing and could also anticipate more of what I was about to write in advance. The story felt soft and somber compared to the first one I wrote, which was very random.",USA,08:50,35-39,M,Right,Y,,Y,,White,1,N,5,4,N,,7.0,,,0.0,1710860616643.0,1710860615769.0,1710861771727.0,1710860688937.0,1710860626259.0,1710860633649.0,1710860614171.0,1710861740530.0,1710860642104.0,1710862135805.0,1710863401842.0,1710862923574.0,1710863446199.0,1710862029687.0,1710860892768.0,1710860614493.0,1710860626255.0,1710860616640.0,1710862029670.0,1710860892757.0,1710860633648.0,1710860642103.0,1710860614491.0,1710861771721.0,1710860688936.0,1710862923561.0,1710863446195.0,1710863401816.0,1710863457476.0,1710862135798.0,1710861740450.0,1710860615767.0,9612.0,871.0,257943.0,203820.0,7389.0,8454.0,320.0,31191.0,46832.0,787756.0,44353.0,478242.0,11277.0,106111.0,847682.0,1274.0,1710861847942.0,1710860711987.0,1710861740474.0,1710860648746.0,,1710860900749.0,1710862029666.0,1710860892756.0,1710861771721.0,1710860654467.0,,1710861740450.0,839701.0,0.40320733186624463,107492.0,26216.0,10195.0,2741.6616557734205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,27687.0,1247,3.009874645023713,2.714449371766445,2136.9529411764706,3346.3703703703704,2.7754911754911755,3.1375,1755.6470588235295,4315.166666666667
1519,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,19.0,0.7916666666666666,0.9166666666666666,0.6666666666666666,1.0,7.0,1.0,5.0,6.0,6.0,6.0,5.0,6.0,3.0,1.0,1.0,6.0,6.0,53.0,59.0,41.0,0.6309523809523809,0.6483516483516484,0.5857142857142857,N,5.0,"I was thinking of the story and things that were around me. Once I came up with a word, I would type out other related words.",meaning,meaning,Hold down the space bar,What people recall from a story.,"The second time, I had the story on my mind, so I would type out more words related to the story. The first time, I was just typing out random words.",3.0,unintentional,"During the word chain game, I just typed whatever game into mind, and the story was fresh in my mind so I unconsciously typed out words related to the story.",6.0,5.0,5.0,7.0,6.0,5.0,5.0,1.0,"I felt more negative emotions like fear and stress. It was easier to come up with words since the story was in my mind, so I would just type out words related to the story. The topics that came to mind were more dark and morbid since the story dealt with death. I was less tired and bored after the story since the story woke me up and preoccupied my brain so that my mind was more active.",USA,11:26,20-24,F,Right,Y,,Y,,Asian,1,N,4,9,N,,7.0,,,0.0,1710864072830.0,1710864064443.0,1710864755181.0,1710864143123.0,1710864076967.0,1710864082738.0,1710864057592.0,1710864723227.0,1710864096184.0,1710865112270.0,1710865584133.0,1710865269590.0,1710865621630.0,1710865075534.0,1710864337376.0,1710864057841.0,1710864076966.0,1710864072828.0,1710865075533.0,1710864337375.0,1710864082737.0,1710864096183.0,1710864057840.0,1710864755180.0,1710864143123.0,1710865269588.0,1710865621628.0,1710865584128.0,1710865630872.0,1710865112267.0,1710864723226.0,1710864064442.0,4136.0,8385.0,320352.0,194252.0,5770.0,13445.0,248.0,31953.0,46939.0,157318.0,37495.0,314538.0,9242.0,36733.0,385850.0,6601.0,1710864830566.0,1710864155976.0,1710864723227.0,1710864103737.0,,1710864348785.0,1710865075532.0,1710864337375.0,1710864755180.0,1710864109497.0,,1710864723226.0,374441.0,0.682123383205749,107340.0,97246.0,97246.0,2714.2057750759877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,25761.0,1953,3.939748296332147,2.245489261696158,3499.0285714285715,1929.3829787234042,4.106935817805383,2.225714285714286,1590.8235294117646,1420.095238095238
1520,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,21.0,0.875,1.0,0.75,1.0,5.0,1.0,4.0,7.0,4.0,7.0,5.0,6.0,2.0,3.0,1.0,5.0,3.0,49.0,53.0,41.0,0.5833333333333334,0.5824175824175825,0.5857142857142857,N,5.0,just kept going,meaning,meaning,sat and waited,I have no idea,"It was funner the first time. The second time, I sort of felt obligated to have been affected by the story and for that to be evidenced in my word choic.",3.0,unintentional,"I was intentionally trying to keep the story out of my mind. Why, I'm not sure. I guess so I could focus.",4.0,2.0,3.0,2.0,2.0,1.0,6.0,5.0,"At the end of the first game, it had become boring. So when the second game started, I was a little anxious about three minutes of tedium. And I was trying not to think about the story.",USA,11:25,50-54,M,Right,Y,,Y,,White,1,N,2,8,N,,6.0,,,0.0,1710945123479.0,1710945116408.0,1710947601492.0,1710946758955.0,1710945129135.0,1710946689027.0,1710945094350.0,1710947569243.0,1710946709195.0,1710947857910.0,1710948346235.0,1710948034435.0,1710948393704.0,1710947803682.0,1710946955998.0,1710945094705.0,1710945129134.0,1710945123478.0,1710947803680.0,1710946955998.0,1710946689026.0,1710946709194.0,1710945094704.0,1710947601491.0,1710946758954.0,1710948034433.0,1710948393702.0,1710948346231.0,1710948403494.0,1710947857907.0,1710947569241.0,1710945116406.0,5655.0,7070.0,202188.0,197043.0,1559891.0,20167.0,354.0,32248.0,49759.0,176523.0,47467.0,311796.0,9790.0,54225.0,613243.0,21701.0,1710947622916.0,1710946774923.0,1710947569242.0,1710946716052.0,,1710946966705.0,1710947803679.0,1710946955997.0,1710947601491.0,1710946721954.0,,1710947569241.0,602536.0,0.7582554945320783,53675.0,9760.0,5399.0,2130.595066518847,0.0,0.0,0.0,0.0,1537983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10424.0,2249,2.4594806862555902,2.852210395238564,2053.568181818182,2207.621951219512,1.8525252525252525,2.4032867132867133,2538.4545454545455,2150.6923076923076
1521,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23.0,0.9583333333333334,1.0,0.9166666666666666,1.0,6.0,1.0,4.0,7.0,1.0,7.0,2.0,4.0,1.0,2.0,1.0,6.0,6.0,47.0,48.0,35.0,0.5595238095238095,0.5274725274725275,0.5,N,6.0,"I think I was trying to picture things in my head to start and then whatever word popped into my head next, I would type and so on. If I came into another ""blank"" space, then I would try to will some picture or scene in my head to type a word I saw from that and go on.",meaning,meaning,I just held the spacebar and tried to better understand the story I just read.,Maybe just how much of the word chain correlated with what we just read. I'm not sure.,"I think after the story, I was more thinking of things that had to do with the story since it was fresh in my mind. Maybe the word chain was a little less random than the first one. But otherwise, it was generally the same feeling.",6.0,both,"For the most part, some words correlating with the story came to me unintentionally because that was the scenes/pictures in my head most recently. But if I came to a ""blank"" space and got stuck, then I might try to imagine a scene from the story to try to picture some word to go off of next.",6.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,"I don't know that I felt any real change between the two word chain games. I think the second chain did have more to do with the story just because words that pertained to it came to my head because the story was fresh in my mind, but otherwise, I proceeded pretty much the same in both rounds.",USA,10:11,35-39,F,Right,Y,,Y,,White,1,N,4,7,N,,7.0,,No additional comments.,0.0,1710866775635.0,1710866770757.0,1710867485391.0,1710866848473.0,1710866782402.0,1710866789082.0,1710866768890.0,1710867453786.0,1710866801428.0,1710867732138.0,1710868265953.0,1710867894543.0,1710868326712.0,1710867675453.0,1710867046926.0,1710866769186.0,1710866782400.0,1710866775632.0,1710867675450.0,1710867046924.0,1710866789080.0,1710866801427.0,1710866769184.0,1710867485390.0,1710866848472.0,1710867894539.0,1710868326709.0,1710868265916.0,1710868340628.0,1710867732132.0,1710867453784.0,1710866770754.0,6765.0,4875.0,190059.0,198451.0,6678.0,12345.0,294.0,31604.0,47044.0,162401.0,60756.0,371373.0,13916.0,56679.0,406858.0,1568.0,1710867495071.0,1710866864862.0,1710867453785.0,1710866806742.0,,1710867057136.0,1710867675450.0,1710867046923.0,1710867485389.0,1710866812895.0,,1710867453784.0,396648.0,0.7801346479329254,41287.0,7518.0,5299.0,1748.2792328410887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6074.0,1604,3.2387830710562278,2.621592450765183,1857.9278350515465,1638.6306306306305,4.729696342305037,2.715779220779221,1806.625,1419.8095238095239
