participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,triangle_explanation,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_interference,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,complete,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,interference_geometry_testing_stage_start,interference_geometry_training_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,interference_geometry_testing_stage_end,interference_geometry_training_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,interference_geometry_testing_time,interference_geometry_training_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,interference_geometry_testing0_task_start,interference_geometry_training0_task_start,interference_geometry_training1_task_start,interference_geometry_training10_task_start,interference_geometry_training11_task_start,interference_geometry_training12_task_start,interference_geometry_training13_task_start,interference_geometry_training14_task_start,interference_geometry_training15_task_start,interference_geometry_training16_task_start,interference_geometry_training17_task_start,interference_geometry_training18_task_start,interference_geometry_training19_task_start,interference_geometry_training2_task_start,interference_geometry_training20_task_start,interference_geometry_training21_task_start,interference_geometry_training22_task_start,interference_geometry_training23_task_start,interference_geometry_training24_task_start,interference_geometry_training25_task_start,interference_geometry_training3_task_start,interference_geometry_training4_task_start,interference_geometry_training5_task_start,interference_geometry_training6_task_start,interference_geometry_training7_task_start,interference_geometry_training8_task_start,interference_geometry_training9_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,interference_geometry_testing0_task_end,interference_geometry_training0_task_end,interference_geometry_training1_task_end,interference_geometry_training10_task_end,interference_geometry_training11_task_end,interference_geometry_training12_task_end,interference_geometry_training13_task_end,interference_geometry_training14_task_end,interference_geometry_training15_task_end,interference_geometry_training16_task_end,interference_geometry_training17_task_end,interference_geometry_training18_task_end,interference_geometry_training19_task_end,interference_geometry_training2_task_end,interference_geometry_training20_task_end,interference_geometry_training21_task_end,interference_geometry_training22_task_end,interference_geometry_training23_task_end,interference_geometry_training24_task_end,interference_geometry_training25_task_end,interference_geometry_training3_task_end,interference_geometry_training4_task_end,interference_geometry_training5_task_end,interference_geometry_training6_task_end,interference_geometry_training7_task_end,interference_geometry_training8_task_end,interference_geometry_training9_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_complete,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_interference_geometry_testing,time_away_interference_geometry_training,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre,answer,correct_answer,answered_correct,answer_time
1380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,6,1,6,7,4,5,5,5,1,2,1,6,7,52,56,39,0.6190476190476191,0.6153846153846154,0.5571428571428572,N,5,"I tried to think of another word along the same theme, for example animals, eating utensils, etc.",meaning,sound,Better than the triangle example at the beginning.,If reading a story will lead to sharper thinking.,"I was less enthusiastic about playing the word chain game after reading the story, not because of the story but because it was the second time doing the game. I wasn't sure that you could use words from the first word chain game in the second word chain game. Also, it seemed to be a long time doing the game, and I started running out of potential words to write.",5,unintentional,"I was trying to not use items from the story in the word chain game, I don't know if that would be considered improper.",1.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,"I felt I was needing to continue to think of words for the second word chain game, despite the increasing difficulty. I might have thought slightly about the story at the start, but once I was doing the word chain I didn't think of the story at all, just what could I think of for the next word.",USA,09:10,60-64,M,Right,Y,,Y,,White,1,N,4,5,N,,3.0,"As I mentioned before, I wasn't sure that is was acceptable to use a word from the first word chain game in the second word chain game.",,0.0,,1716295152558.0,1716295145341.0,1716296122711.0,1716295341454.0,1716295206013.0,1716295216992.0,1716295143575.0,1716296096692.0,1716295236836.0,1716296385249.0,1716296998942.0,1716296561433.0,1716297058220.0,1716296322728.0,1716295558665.0,1716295143672.0,1716295206013,1716295152557,1716296322727,1716295558665,1716295216992,1716295236835,1716295143672,1716296122710,1716295341453,1716296561432,1716297058220,1716296998940,1716297124437,1716296385248,1716296096692,1716295145341,53455,7216,200016,217211,10979,19843,97,26018,104617,176183,59278,437507,66217,62520,538027,1669,1716296141718.0,1716295378075.0,1716296096692.0,1716295254802.0,1716295282896.0,,,,,,,,,,,1716295310747.0,,,,,,,,,,,,,,1716295568033.0,1716296322727.0,1716295558664.0,1716296122710.0,1716295280827.0,1716295308916.0,,,,,,,,,,,1716295336762.0,,,,,,,,,,,,,,1716296096692.0,528659,0.584076140619706,45026,13670.0,13670.0,3523.968515742129,,4482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8790.0,2.057215007215007,2.1812559587974607,3934.695652173913,3113.2413793103447,2.2324675324675325,2.915814229249012,4106.857142857143,2911.6,5,6.0,False,3570.0
1381,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,22,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,7,1,6,7,6,1,2,1,1,1,1,3,4,35,41,28,0.4166666666666667,0.45054945054945056,0.4,N,3,i picked a topic and listed words around that topic,none,none,the same as before,cognitive behavior when changing tasks,none,2,neither,I changed gears and put the story out of mind.  My task wasn't reading anymore so I did not think of it.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I didnt feel any change.  The task changed so I was focused on the new task.,USA,09:13,35-39,M,Right,Y,,Y,,White,1,N,4,6,N,,7.0,,nope,0.0,,1716295962224.0,1716295958282.0,1716296686782.0,1716296019251.0,1716295967647.0,1716295971001.0,1716295956720.0,1716296660774.0,1716295977534.0,1716296929601.0,1716297199382.0,1716297042133.0,1716297234434.0,1716296888880.0,1716296215508.0,1716295956827.0,1716295967646,1716295962223,1716296888879,1716296215508,1716295971000,1716295977533,1716295956827,1716296686782,1716296019251,1716297042131,1716297234432,1716297199379,1716297247401,1716296929599,1716296660773,1716295958281,5422,3941,202097,196257,3353,6532,107,26008,41717,112530,35050,157246,12967,40719,445265,1454,1716296701314.0,1716296033052.0,1716296660774.0,1716295990334.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716296224548.0,1716296888878.0,1716296215507.0,1716296686782.0,1716296016345.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716296660773.0,436225,0.7127691183795898,40541,8903.0,8903.0,3130.1498579545455,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11568.0,1.7624359424359426,2.321657938537734,3409.909090909091,2850.390625,2.2812987012987014,2.4080488681279197,2916.222222222222,2378.4166666666665,6,6.0,True,4583.0
1382,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,19,0.7916666666666666,0.8333333333333334,0.75,1.0,6,1,6,6,2,7,5,7,1,1,1,5,7,53,55,41,0.6309523809523809,0.6043956043956044,0.5857142857142857,N,5,I would type out the last letter and try to think of a letter that follows that to think of a word.,sound,sound,I was able to count the triangles easier since the image seems to be less complex than the first one.,"I believe this experiment is trying to measure if reading impacts our ""word skills"". That is someone who reads more has more of a ""dictionary"" or words to pull out of. ","After reading the story, some words came by a lot easier. Many of the words and themes of the story came to my mind a lot easier, which made it easier than the first time.",3,unintentional,"When I got to the letter K, I put down Killer. I think unintentionally I referred back to the story I read and thought about who was the killer and why they did it.",1.0,2.0,4.0,3.0,5.0,7.0,4.0,5.0,5.0,I felt like my mind was able to wander much more after reading the story. It was as if the story was like a warm up for my brain to think of descriptive words.,USA,10:26,25-29,M,Right,N,Hmong,Y,,Asian,1,N,4,4,N,,4.0,Word Chain game,Give an example of what the word chain game is. I was unfamiliar with the game and didn't understand the directions for the first attempt of the game.,0.0,,1716310543038.0,1716310538475.0,1716311500468.0,1716310631102.0,1716310556706.0,1716310565855.0,1716310536626.0,1716311474464.0,1716310578316.0,1716311765967.0,1716312395054.0,1716312003506.0,1716312455144.0,1716311724842.0,1716310842024.0,1716310536780.0,1716310556705,1716310543037,1716311724840,1716310842024,1716310565853,1716310578315,1716310536780,1716311500467,1716310631101,1716312003504,1716312455142,1716312395051,1716312510045,1716311765964,1716311474461,1716310538474,13667,4562,224372,210922,9147,12460,154,26003,52785,237537,60088,391545,54901,41122,632437,1694,1716311544352.0,1716310656407.0,1716311474464.0,1716310602689.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716310858804.0,1716311724840.0,1716310842023.0,1716311500466.0,1716310628692.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716311474461.0,615657,0.7468403067997094,69891,43046.0,11248.0,4361.430291153415,,6177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,0.0,0.0,0.0,0.0,0.0,1,0,9121.0,2.894999584170464,2.8502713992931383,3839.255319148936,4883.605263157895,3.623086956521739,2.4086956521739133,2849.8,8351.0,6,6.0,True,4020.0
1383,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,22,0.9166666666666666,1.0,0.8333333333333334,1.0,5,2,5,5,3,6,3,3,4,3,2,4,3,45,48,38,0.5357142857142857,0.5274725274725275,0.5428571428571428,N,4,"None in particular. I did mention most of may words to fit certain categories once I got started, or I mentioned words based on the names of things around me.",equal,equal,It was a good experience.,Measure the memory capability of its participants.,I didn't have any differences,4,intentional,"I kept trying to keep track of the story in my mind because I had no way of referring to previous text. Hence, I was required to continuously reflect on the whatever I had read before.",2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,I experienced little to know changes.,USA,07:36,40-44,F,Right,Y,,Y,,White,1,N,4,7,N,,6.0,,,0.0,,1716300050700.0,1716300041421.0,1716301178966.0,1716300191332.0,1716300069060.0,1716300080756.0,1716300030021.0,1716301152940.0,1716300111981.0,1716301440388.0,1716302158133.0,1716301636649.0,1716302241300.0,1716301380347.0,1716300401831.0,1716300032556.0,1716300069059,1716300050699,1716301380345,1716300401830,1716300080755,1716300111980,1716300032554,1716301178963,1716300191331,1716301636647,1716302241297,1716302158125,1716302256489,1716301440384,1716301152939,1716300041420,18359,9278,201379,210498,11695,31224,2533,26023,79350,196259,83164,521476,15189,60037,751108,8864,1716301192917.0,1716300221277.0,1716301152940.0,1716300135175.0,1716300162886.0,,,,,,,,,,,,,,,,,,,,,,,,,1716300419474.0,1716301380344.0,1716300401829.0,1716301178963.0,1716300161193.0,1716300188914.0,,,,,,,,,,,,,,,,,,,,,,,,,1716301152939.0,733465,0.8589507217314916,39978,12099.0,12099.0,2532.934914037408,,2721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,37753.0,2.9393572247440116,2.8164013934783165,2371.8101265822784,2694.0597014925374,3.644253968253968,3.0625,1823.375,3363.0,5,6.0,False,4534.0
1384,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,13,0.5416666666666666,0.6666666666666666,0.4166666666666667,1.0,4,3,1,4,7,1,3,1,3,1,1,1,1,24,31,22,0.2857142857142857,0.34065934065934067,0.3142857142857143,N,1,"I just typed words as I thought of them, sometimes I had to look around to decide the next word.",none,none,"It was fine, I don't know how much more I can describe it.",I have no idea.  Every task seemed incredibly disjointed. ,I think with the second round I was more comfortable just letting the words flow.,1,,,,,,,,,,,,,USA,10:28,40-44,M,Right,Y,,Y,,MORE,1,N,4,4,N,,5.0,I was a little confused initially about clicking through the story.,,0.0,,1716299989930.0,1716299958238.0,1716301035971.0,1716300181668.0,1716299994401.0,1716300000593.0,1716299948886.0,1716301009577.0,1716300011600.0,1716301275113.0,1716301700119.0,1716301454420.0,1716301750113.0,1716301232945.0,1716300503288.0,1716299950357.0,1716299994400,1716299989929,1716301232944,1716300503287,1716300000592,1716300011600,1716299950356,1716301035971,1716300181667,1716301454418,1716301750111,1716301700079,1716301781327,1716301275112,1716301009576,1716299958236,4470,31691,196973,321619,6191,11007,1470,26394,170067,179305,49992,245659,31214,42167,506288,7879,1716301051380.0,1716300305586.0,1716301009577.0,1716300022586.0,1716300152073.0,,,,,,,,,,,,,,,,,,,,,,,,,1716300514092.0,1716301232944.0,1716300503287.0,1716301035971.0,1716300049743.0,1716300178415.0,,,,,,,,,,,,,,,,,,,,,,,,,1716301009576.0,495484,0.4340850482596173,41804,70515.0,7634.0,3771.4925595238096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,61699.0,2.3404367384028397,2.6371978460136356,2836.4375,4706.547619047619,1.6154882154882155,3.047835497835498,2636.909090909091,2662.7272727272725,6,6.0,True,2512.0
1385,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,6,3,7,7,1,7,2,2,1,1,1,3,4,44,45,37,0.5238095238095238,0.4945054945054945,0.5285714285714286,N,6,Just tried to link words of a similar subject and then used word association to switch topics when it felt natural.,meaning,meaning,it felt abrupt and I was caught off guard.,How your brain switches between activities and if one activity or thought process carries over into another.,"It felt easier after the story, the words flowed more easily.",5,intentional,"Initially I was intentionally reflecting on the story, and then after a few words I just went with whatever came to my mind, whether it related to the story or not.",3.0,5.0,2.0,3.0,5.0,7.0,1.0,1.0,1.0,The word chain game became much easier for me and I did not have as many pauses where I was thinking of words.,USA,14:47,25-29,F,Right,Y,,Y,,White,1,N,5,7,N,,7.0,,I loved this study - super interesting and engaging.,0.0,,1716315822971.0,1716315820607.0,1716316672484.0,1716315993720.0,1716315825689.0,1716315829804.0,1716315818994.0,1716316646478.0,1716315948403.0,1716316905119.0,1716317207882.0,1716317036618.0,1716317260662.0,1716316869828.0,1716316189628.0,1716315819082.0,1716315825688,1716315822970,1716316869826,1716316189627,1716315829803,1716315948402,1716315819081,1716316672482,1716315993719,1716317036616,1716317260660,1716317207879,1716317277829,1716316905116,1716316646474,1716315820606,2717,2363,197342,195907,4114,118598,87,26004,45316,131497,52778,171261,17167,35288,456846,1524,1716316686816.0,1716316004705.0,1716316646478.0,1716315964691.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716316198002.0,1716316869825.0,1716316189625.0,1716316672482.0,1716315990695.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716316646474.0,448472,0.695561831268911,40342,8547.0,5587.0,2079.125031944799,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,17594.0,2.915108773083457,2.554997291864762,2127.1511627906975,2031.098901098901,4.380808080808081,2.5329552986695845,2295.3076923076924,1302.9130434782608,5,6.0,False,2472.0
1386,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23,0.9583333333333334,1.0,0.9166666666666666,1.0,6,2,5,6,3,6,5,5,2,1,1,6,6,51,54,39,0.6071428571428571,0.5934065934065934,0.5571428571428572,N,5,I tried to plan 1 word ahead,none,none,I feel like I probably missed some triangles,memory,I tried to concentrate on the words but also doing my best to not forget the story.,5,intentional,I wanted to know the ending of the story and was thinking about it constantly during the word chain game. I was also thinking about the interactions between the characters.,5.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,I was more concentrated on the story instead of focusing on the word chain game. The story captivated me and it played on in my head during the game.,USA,08:43,40-44,M,Right,Y,,Y,,White,1,N,4,4,N,,7.0,,None,1605406.0,,1716295726152.0,1716295722562.0,1716296820414.0,1716295992644.0,1716295746062.0,1716295753970.0,1716295720822.0,1716296794389.0,1716295763344.0,1716297063988.0,1716299022608.0,1716298829814.0,1716299065636.0,1716297011983.0,1716296187885.0,1716295721038.0,1716295746061,1716295726152,1716297011982,1716296187885,1716295753970,1716295763344,1716295721037,1716296820414,1716295992644,1716298829812,1716299065635,1716299022606,1716299077104,1716297063985,1716296794388,1716295722561,19909,3590,191568,195241,7908,9374,215,26025,229300,1765824,43027,192792,11468,52002,606503,1523,1716296830222.0,1716296003238.0,1716296794389.0,1716295854667.0,1716295882353.0,,,,,,,,,,,1716295909460.0,,,,,,,1716295936768.0,1716295963919.0,,,,,,1716296200363.0,1716297011982.0,1716296187885.0,1716296820414.0,1716295880678.0,1716295908376.0,,,,,,,,,,,1716295935470.0,,,,,,,1716295962773.0,1716295989939.0,,,,,,1716296794388.0,594025,0.7574934765314244,35834,10935.0,7129.0,3522.7692307692305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4733.0,1605406.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12573.0,2.142311507936508,2.3153541493967027,3495.0,3550.5384615384614,2.1254545454545455,3.430687830687831,4056.4285714285716,3115.6666666666665,6,6.0,True,4543.0
1387,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,18,0.75,0.6666666666666666,0.8333333333333334,1.0,6,5,6,5,5,3,5,4,5,3,3,4,4,53,58,45,0.6309523809523809,0.6373626373626373,0.6428571428571429,N,5,picturing the scenes,sound,equal,confusing but i did my besy,attention and focus ,"at the begining i was struggling with words to come up with but after reading, it was just flowing",4,unintentional,i needed words so i took myself back to the story and typed anything i could from it,1.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,i was almost bored but then it ended and the word game started so i sat up and started typing again,USA,13:41,30-34,M,Right,Y,,Y,,Black,1,N,4,5,N,,6.0,,,80003.0,,1716310647236.0,1716310640548.0,1716312497430.0,1716311483371.0,1716310659178.0,1716311483369.0,1716310635851.0,1716312471416.0,1716311483370.0,1716312777370.0,1716313295793.0,1716312996312.0,1716313370393.0,1716312718241.0,1716311702744.0,1716310637069.0,1716310659175,1716310647232,1716312718239,1716311702743,1716311483367,1716311483369,1716310637065,1716312497429,1716311483370,1716312996306,1716313370389,1716313295755,1716313391410,1716312777362,1716312471414,1716310640545,11939,6684,220809,219372,824189,0,1214,26013,0,218936,74596,299443,21017,59121,768670,3476,1716312536351.0,1716311520026.0,1716312471416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1716311727039.0,1716312718239.0,1716311702743.0,1716312497429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1716312471414.0,744375,0.670046221605667,64937,86918.0,86918.0,6509.683714001986,,0.0,0.0,76441.0,0.0,790086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3562.0,0.0,1,3,43574.0,2.2660714285714287,2.6144865772525345,9572.631578947368,3446.735849056604,2.466666666666667,2.6714285714285713,8734.0,3485.0,7,6.0,False,6593.0
1388,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24,1.0,1.0,1.0,1.0,6,1,4,7,3,7,6,6,1,2,2,6,5,53,56,42,0.6309523809523809,0.6153846153846154,0.6,N,6,None,meaning,meaning,Easy enough.,Not sure.,I used some words from the story the second time I did the word chain game.,5,both,I'm not really sure what happened. I think it was probably a mix of thinking about it intentionally and having it pop up in my mind.,2.0,5.0,3.0,5.0,5.0,4.0,1.0,2.0,1.0,I think I felt a bit sadder when doing the game the second time. This is likely because I just read about the murder.,USA,13:20,30-34,F,Right,Y,,Y,,White,1,N,6,1,N,,6.0,,,0.0,,1716310532223.0,1716310530388.0,1716311377388.0,1716310593074.0,1716310536437.0,1716310540890.0,1716310527353.0,1716311351382.0,1716310549828.0,1716311616661.0,1716312039967.0,1716311834170.0,1716312081113.0,1716311568838.0,1716310802870.0,1716310527502.0,1716310536436,1716310532220,1716311568836,1716310802869,1716310540889,1716310549826,1716310527501,1716311377387,1716310593073,1716311834167,1716312081110,1716312039963,1716312090745,1716311616658,1716311351378,1716310530387,4213,1832,191448,209795,4452,8936,148,26005,43245,217506,41143,205793,9632,47820,548508,2885,1716311387521.0,1716310621236.0,1716311351382.0,1716310562561.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716310811862.0,1716311568835.0,1716310802867.0,1716311377386.0,1716310588563.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716311351378.0,539516,0.6244255581156236,36143,5963.0,5963.0,2220.4490222421255,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,1,0,9404.0,3.2808333333333333,2.7441148255037144,2354.012987012987,2086.885057471264,3.6705772005772004,3.2610795454545456,1967.7333333333333,1711.125,6,6.0,True,2260.0
1389,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,True,19,0.7916666666666666,0.8333333333333334,0.75,1.0,5,1,6,7,4,6,6,7,3,1,1,6,3,52,56,43,0.6190476190476191,0.6153846153846154,0.6142857142857143,N,5,"i looked around the room i'm in and listed things i saw. after the story, i picked words from the story and also things in the room i'm in.",meaning,none,it was harder because i was distracted by the story,how conflict can ruin your concentration,the first time was very random. i mostly chose things i saw in the room. the second time i used more morbid words and things that the story brought to mind. i was in a creeped out state after reading it.,6,both,"i didn't want to rely only on the story so i thought of words from it, then added others through association and my natural thought process. then i'd go to the story again and start the process again.",7.0,7.0,5.0,6.0,7.0,1.0,2.0,1.0,1.0,i just was thinking of more morbid words. it put a negative spin on what i thought about the first time i did the word chain game. ,USA,13:23,50-54,F,Right,Y,,Y,,White,1,N,4,8,N,,7.0,,"the story was good. i would probably look it up and read the book. it reminded me of Flannery O'Connor. very subtle but creepy! it's quality writing, unlike the popular crime novels nowadays",0.0,1716312270162.0,1716310749633.0,1716310746879.0,1716311506412.0,1716310844398.0,1716310755534.0,1716310766962.0,1716310744540.0,1716311480404.0,1716310787266.0,1716311743503.0,1716312176416.0,1716311920129.0,1716312225658.0,1716311698789.0,1716311037259.0,1716310744955.0,1716310755532,1716310749631,1716311698786,1716311037258,1716310766961,1716310787266,1716310744952,1716311506410,1716310844398,1716311920126,1716312225656,1716312176173,1716312270055,1716311743500,1716311480402,1716310746878,5899,2752,192374,192860,11427,20304,412,26006,57132,176623,49240,256044,44397,44711,443143,1923,1716311517035.0,1716310856927.0,1716311480404.0,1716310815779.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716311051191.0,1716311698786.0,1716311037255.0,1716311506410.0,1716310841781.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716311480402.0,429211,0.5809862429286439,36633,4686.0,4686.0,2305.635633116883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,16157.0,3.3250449074190493,2.346759512417407,2271.0375,2340.2337662337663,4.8272946859903385,1.5799999999999998,1722.4666666666667,2799.5,5,6.0,False,3859.0
1390,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,21,0.875,0.8333333333333334,0.9166666666666666,1.0,5,1,3,7,7,1,1,4,4,1,1,1,1,30,37,28,0.35714285714285715,0.4065934065934066,0.4,N,5,"Picked a topic and ran off of that. Like a typical mom living room, nature, etc.",none,none,"Confusing, it was a tad overwhelming",How someone can focus on different topics throughout distractions,"Different words, more depressing words",1,,,,,,,,,,,,,USA,09:34,25-29,F,Right,Y,,Y,,White,1,N,4,9,N,,5.0,"Clicking through the story, that may have been an instruction I missed",,0.0,,1716296958833.0,1716296954115.0,1716297826644.0,1716297030663.0,1716296977362.0,1716296982493.0,1716296950740.0,1716297800629.0,1716296991813.0,1716298110946.0,1716298380182.0,1716298269956.0,1716298445599.0,1716298059752.0,1716297234195.0,1716296950874.0,1716296977360,1716296958831,1716298059751,1716297234194,1716296982492,1716296991812,1716296950873,1716297826643,1716297030662,1716298269954,1716298445594,1716298380179,1716298477052,1716298110936,1716297800628,1716296954114,18527,4716,233107,203531,5130,9319,133,26014,38849,159008,65412,110223,31453,51184,566433,3240,1716297877932.0,1716297050811.0,1716297800629.0,1716297001445.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716297240569.0,1716298059751.0,1716297234194.0,1716297826643.0,1716297027462.0,,,,,,,,,,,,,,,,,,,,,,,,,,1716297800628.0,560059,0.5832931910922405,77304,11125.0,11125.0,2834.3182474723158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,63807.0,2.6761419358673364,2.3992864278578563,2932.1290322580644,2736.507462686567,2.8205772005772003,2.442124542124542,1782.8125,2071.076923076923,no_answer,6.0,False,8007.0
