participantID,wcg_strategy,wcg_strategy_group
1141,"Categories, if I wrote a word that was in a category or had an opposite like a color etc I would write those next.",categories
1142,Looking at letters on my keyboard to try and think of the next word to type. Writing similar words to the previous one entered.,categories
1143,words beginning with the same letter,categories
1144,I tried to name words that were associated with each other.,categories
1145,I typed in whatever came into my mind. Word association mostly.,no_strategy
1146,looking around me and thinking of recent places and things i have done,"surroundings,concerns"
1147,stick to related words that were unrelated to what i was asked not to think about,categories
1148,I listed things that were next to me and things that were in my mind.,surroundings
1149,Train of thought,other
1150,used things around me and whatever came to mid,surroundings
1151,objects around me,surroundings
1152,just made sure to follow appropriate path of words,other
1153,thought of words that related to the words i put,other
1154,First word to come to mind.,no_strategy
1155,looking at things around me and things I associated with them,surroundings
1156,No strategy during the first; I thought about a recent incident that happened to me during the second.,concerns
1157,i tried thinking of regular things,no_strategy
1158,I liked words that rhymed,rhyming
1159,none,no_strategy
1160,focus on things around my house,surroundings
1161,"I simply tried to think of a word, and then come up with a word related to it, and so on and so forth.",categories
1162,I would let a word pop in my head and then type words that seemed to follow it.,no_strategy
1163,naming things aroung me ,surroundings
1164,tried to use words that rhymed,rhyming
1165,looked around the room,surroundings
1166,focus,other
1167,i just was random,no_strategy
1168,I just wrote down words that came to mind,no_strategy
1169,I thought of categories of things like colors or animals and came up with words in those categories. ,categories
1170,I listed items that came to mind,no_strategy
1171,thought of things around me,surroundings
1172,tried to use the word before to come up with another similarly related word,other
1173,I used my intuition ,other
1174,Typed any word that came in mind,no_strategy
1175,Words from work and home,other
1176,"No strategy, I just mentioned the first thing that came into my head other than the topics I was meant to avoid.",no_strategy
1177,I wrote the first thing that came to mind,no_strategy
1178,I typed any word that would come up to my head in the moment and also looked around the room for ideas.,surroundings
1179,none,no_strategy
1180,I looked around my room and thought of objects and things related to what i saw.,surroundings
1181,I just tried to find thinks that linked them together. ,other
1182,none,no_strategy
1183,phrases i used then randomness,other
1184,I named things that were visible to me first and then items associated with them,surroundings
1185,Thought about my surroundings,surroundings
1186,I just went in order of the alpha keys,other
1187,i just think about it,no_strategy
1188,Brainstorm words that are considered to be my favorite.,other
1189,none,no_strategy
1190,I didn't have used any strategies.,no_strategy
1191,just random word association making lists of items after thinking of an initial word,no_strategy
1192,No strategies in the word chains just thought of words that came to mind.,no_strategy
1193,I try to make a word chain.,other
1194,I make my mind and then start type.,no_strategy
1195,seeing something around me to get me thinking,surroundings
1196,I had no strategy in mind,no_strategy
1197,I don't think there were none.,no_strategy
1198,GOOD,other
1199,Just thinking of the first word that popped up in my head and some related words thereafter.  ,no_strategy
1200,none,no_strategy
1201,video games,other
1202,I used words of things I could see around me,surroundings
1203,"I started by listing things around me, then moved on to imagining the other rooms of my house and listing things that I would find there.",surroundings
1204,i just tried to freely associate ,no_strategy
1205,alphabet,categories
1206,"I tried to weave words by meaning but not including verbs that would make it a sentence. If I felt like it was becoming a sentence several words in, then I would swap topics",other
1207,"I was trying to think of different things that I've been doing over the past couple days and write about words that pop into my head when thinking about that. And sometimes related words. Like I vacuumed yesterday, so I wrote vacuum, but also wrote sweeping and mopping cause theyre related and it made me think of them. ",concerns
1208,I thought of words I saw as well as words that would mentally put me further away from the forbidden subject.,surroundings
1209,i didnt have any,no_strategy
1210,No strategies used actually.,no_strategy
1211,I looked at things around me and then associated them with other words and kept going.,surroundings
1212,I thought about my life and the current things I was dealing with in the outside world,concerns
1213,I tried my best to not include words relating to either food or anything that was mentioned in the story as far as I could remember.,no_strategy
1214,i just looked around me ,surroundings
1215,Just followed my gut,other
1216,I tried to think about things outside in nature to avoid thinking about food.,other
1217,I just used what came to my mind in the moment,no_strategy
1218,Rhyme,rhyming
1219,No strategies.,no_strategy
