participantID,wcg_diff_general,wcg_diff_general_group
1193,none,no_effect
1066,the only difference was that I could type foods and it was a little easier,easier
1067,"I tried to make my own story with the words, so i wanted to make a story in the snow and a thriller where a baby gets kidnapped in the cold winter in the woods etc.",concentrate
1103,none,no_effect
1194,not al all,no_effect
1104,none,no_effect
1068,It was easier to think of words the second time,easier
1195,focussed more on items around me and I feel like I stuck more to a common theme,concentrate
1088,I did not notice any differences,no_effect
1105,"Was a little harder to focus, and I felt more out of topics.",harder
1106,I was trying to think of words I hadn't used in first one. ,concentrate
1196,I felt no difference,no_effect
1107,No difference,no_effect
1089,I think my mind wandered more freely the second time around,other
1069,none,no_effect
1070,No difference,no_effect
1108,"I was interested in the story, and the story has a lot more going on than just ""food"", so it was harder to define what words were related to the story vs food.",harder
1080,just having to not talk about the story it was hard,"harder,lingering"
1197,I felt like I had a lot less options the second time around.,harder
1109,no difference.,no_effect
1110,"I felt that the second round was easier, because I could feed all the impulses facilitated in the first round.",easier
1198,NICE,other
1111,it was pretty much the same,no_effect
1090,Before I tried to find items that weren't relation to food but the second word chain game was difficult because after that suspenseful story it was hard to think of something else.,
1071,it felt a little easier after the story. ,no_effect
1081,I guess afterwards it was easier for me to concentrate because I had done it once before so I was more prepared?,easier
1072,My minds eye saw pictures of the story and I had to make a more concience effort not to think of story it was easy not to think about food,"lingering,harder"
1073,I didn't feel any differences other than the taboo topics,no_effect
1091,"I found it faster and easier to play the chain game before the story, and harder to play after. It took me longer to think of words not associated with the story. My mind was thinking of fishing related words and words about the news. I had to put more thought into coming up with different words.","harder,concentrate"
1199,Well after I made sure to be careful to not use any key words that were used in the story.,other
1092,"After the text was much harder. The story touched so many things that my mind strayed to, like water and fishing and daughters and camping. ","harder,lingering"
1112,none,no_effect
1200,none,no_effect
1113,It felt harder to avoid thoughts of food than thoughts of the story,easier
1114,It was harder to find words that weren't related to the story.,harder
1115,I definitely felt more creative words were coming to me after reading the story even though I tried not to use words related to the story.,improvement
1116,I felt I had to work harder to suppress thoughts of the story than those of food,"harder,lingering"
1117,Easier,easier
1118,Tried not to use the words i was told not to use,other
1119,hmmm can't think of any,no_effect
1120,the words flowed easier the second time around,easier
1121,The round 2 chain game made it more difficult because I just read the story so I had to think of more words not related to the story.,harder
1201,"first game was hard after snacking, second was swift after reading the passage",easier
1202,it was harder to concentrate on the things around me my mind wanted to wander back to the story,"lingering,harder"
1122,Not too many differences. I think it was a bit harder to think of words because I was simultaneously thinking back on the story and making sure that the word was not included in the story.,harder
1203,I didn't experience any difference.,no_effect
1204,2nd one was much easier to use food ,easier
1123,None.  I used the same strategy both times,no_effect
1124,it was much harder to suppress thoughts of the text than it was to suppress thoughts of food,harder
1125,It did seem easier to come up with words after reading the text,easier
1126,I believe it was much easy to generate words after reading the text,easier
1205,more emotional,emotion
1127,I tried to target specifically food related stuff at certain points as I was now allowed to do that.,concentrate
1206,"It felt more difficult afterwards because the story had many motifs and themes to it - water, police, death - that I ended up thinking about the first phase's forbidden topic - food.",concentrate
1207,"I felt like it was easier to put the story out of my mind than food, cause I just completely forgot about the story for a few min. Whereas I feel like I think about food a lot and am a little hungry right now. ",easier
1208,"After reading the text, I felt more determined to avoid words that would relate to what I just read. I started by using words that were specifically what I was told to suppress in the 1st round and then had to think harder to make sure one of them didn;t relate back to the story I previously read",concentrate
1128,I think I looked around me more for the word chain after the story.,other
1209,none,no_effect
1129,none,no_effect
1130,it was harder to avoid thinking about the story ,harder
1131,"I felt a little agitated in the second game, but mostly because the tension in the story had put me on edge (I wasn't expecting such dark themes)",emotion
1132,"I felt it was easy to not type words of food, but harder to not think about the story and type any word i had read from it. ",harder
1133,it was easier during the first round to avoid the topic,harder
1210,No differences.,no_effect
1211,none really except i could use food,no_effect
1134,I tried harder not to think about the story than I was trying not to think about food,harder
1135,,other
1136,I was trying to suppress different thoughts.,other
1137,I felt a little more unsettled as I wanted to learn how the text ended.,emotion
1212,,other
1138,I was able to not type words that were foods in round 1 but I found myself eventually leading to words related to the story.,lingering
1139,"I definitely found it harder knowing that after reading the intriguing passage, I had to not think about it playing the second chain game ","harder,lingering"
1140,none,no_effect
1141,I thought that then I could write about food in the 2nd game but I still really didn't.,other
1142,"I felt more easily able to think of words after reading the story, even if they weren't related to it. I feel I entered more words after reading the story, compared to the initial game.",easier
1143,I was a bit weirded out by the story.,emotion
1144,I tried not to use words related to the story.,concentrate
1213,It was a lot harder to come up with words since there were so many used in the story.,harder
1214,I felt more mentally fatigued,emotion
1145,"Before the story I was mindful of not choosing and food words, and after the story I was mindful of not choosing any words relating to the story.",concentrate
1146,it was hard to eliminate words about the story,harder
1215,Didnt feel any,no_effect
1147,i was still thinking about the passage during the second round,lingering
1148,"It was harder after, because the story was complex. ",harder
1149,I did not see any differences,no_effect
1216,"After reading the text and being asked to play the game for the second time, I was relieved that I could freely think about food again.",emotion
1150,it felt a bit harder to focus the second round,harder
1151,"it was harder to not think about the story than to not think about food. I really wanted to stop playing and think about the story more, be back in it, read more.","lingering,harder"
1152,,other
1153,there was no true difference,no_effect
1154,No difference really. Didn't use food items either time though,no_effect
1155,It was harder to distract myself from what I was supposed to not be thinking of in the second word chain game,harder
1217,my brain felt less random the 2nd round,other
1218,felt restricted,other
1219,"No differences, just followed the instructions.",no_effect
1156,None really.,no_effect
