participantID,wcg_diff_general,wcg_diff_general_group
1150,it felt a bit harder to focus the second round,
1151,"it was harder to not think about the story than to not think about food. I really wanted to stop playing and think about the story more, be back in it, read more.",
1152,,
1153,there was no true difference,
1154,No difference really. Didn't use food items either time though,
1155,It was harder to distract myself from what I was supposed to not be thinking of in the second word chain game,
1156,None really.,
1157,my mind was still on the text,
1158,I did not notice an differences.,
1159,none,
1160,no differences,
1161,It was hard to not think of words relating to the story after investing time into reading it,
1162,It was easier to avoid food words than words about the story.,
1163,trying to not think about story,
1164,The word chain was more engaging,
1165,,
1166,nothing but treat,
1167,nothing ,
1168,i was indifferent. i was trying to figure out what is going on,
1169,It was only different in what types of words I was trying to not name. ,
1170,I found it easier to thing of words after reading,
1171,it was hard to focus on things not related to the story,
1172,before it felt simple and after it felt a little heavier,
1173,More emotional,
1174,I was tempted to write few words from the story,
1175,Trying to not think about the story,
1176,I can't say I noticed any real difference,
1177,I felt no differences,
1178,"I felt a little more free with the type of words I could use, for some reason food items is one of the main words that came to my mind the entire time.",
1179,There was difference because i followed due instruction for the task.,
1180,I did not feel any differences.,
1181,none,
1182,I was more alert of the words I was picking after reading the text.,
1183,none,
1184,I did not notice any,
1185,Nothing really.,
1186,It was easier the second time.,
1187,it was a long reading text,
1188,It made me bettter to think of any words I might wanna use,
1189,i focused more on the food items that were mentioned in the story because i thought it was related to the first task,
1190,I felt no differences playing the word chain game before versus after reading the text.,
1191,I didn't feel any differences.,
1192,"there were no differences in the word chains , I just typed words that came to my mind.",
1193,none,
1194,not al all,
1195,focussed more on items around me and I feel like I stuck more to a common theme,
1196,I felt no difference,
1197,I felt like I had a lot less options the second time around.,
1198,NICE,
1199,Well after I made sure to be careful to not use any key words that were used in the story.,
1200,none,
1201,"first game was hard after snacking, second was swift after reading the passage",
1202,it was harder to concentrate on the things around me my mind wanted to wander back to the story,
1203,I didn't experience any difference.,
1204,2nd one was much easier to use food ,
1205,more emotional,
1206,"It felt more difficult afterwards because the story had many motifs and themes to it - water, police, death - that I ended up thinking about the first phase's forbidden topic - food.",
1207,"I felt like it was easier to put the story out of my mind than food, cause I just completely forgot about the story for a few min. Whereas I feel like I think about food a lot and am a little hungry right now. ",
1208,"After reading the text, I felt more determined to avoid words that would relate to what I just read. I started by using words that were specifically what I was told to suppress in the 1st round and then had to think harder to make sure one of them didn;t relate back to the story I previously read",
1209,none,
1210,No differences.,
1211,none really except i could use food,
1212,,
1213,It was a lot harder to come up with words since there were so many used in the story.,
1214,I felt more mentally fatigued,
1215,Didnt feel any,
1216,"After reading the text and being asked to play the game for the second time, I was relieved that I could freely think about food again.",
1217,my brain felt less random the 2nd round,
1218,felt restricted,
1219,"No differences, just followed the instructions.",
